,sigma_C1,sigma_C2,sigma_C3,sigma_H1,sigma_H2,sigma_O1,sigma_O2,epsilon_C1,epsilon_C2,epsilon_C3,epsilon_H1,epsilon_H2,epsilon_O1,epsilon_O2,mse,mapd
0,0.25750668546412353,0.3400965270268455,0.3151350976423291,0.23839455079061628,0.22634988294455816,0.3556608858793098,0.3856548832950652,0.2705110166916117,0.5580687525047594,0.5375225050483798,0.0459425689029065,0.05853667232867556,0.5112030634498962,1.080787455719448,93.11796967584453,0.8306928661726996
1,0.27657624757854,0.38158509147427855,0.3792206746442511,0.2683682382406774,0.2477702794405351,0.23428116052095513,0.31248365997988864,0.6077141030257673,0.41424889749034693,0.3791304098857019,0.03615637663471484,0.07785018094328201,0.8306573305772214,0.6592654985744273,92.56687371488789,0.814275424979203
2,0.3197401021436972,0.37692227366992753,0.35805208685659806,0.23997128917147265,0.24422112021254858,0.22445547241192715,0.36779388073886154,0.5973867390558307,0.4288258930669596,0.2512409154167945,0.03938189343924416,0.019937855655215747,0.37722222274974365,1.039363031053996,81.98631182751089,0.8451912702570162
3,0.33616966923215463,0.3947507356954698,0.3931185243888574,0.25220150696032145,0.17572911752593606,0.28412671661573385,0.3451476605559262,0.5546334690902055,0.26380936491352897,0.5989781181024585,0.016839002513298756,0.028207703147314987,0.35774923187372076,0.7431952072888464,95.98859807919627,0.890758171272122
4,0.35243438648755154,0.37446832081279435,0.38431150553697346,0.2752954690958647,0.2539449304053345,0.22996577980746594,0.282741474693026,0.5877265767678654,0.3950138067314292,0.2914477029334781,0.020154854589548053,0.03553103801702638,0.823141633676355,0.6981798924948373,91.92823067038896,0.6924230515669516
5,0.36832699900758864,0.33185082997883236,0.31312787349713356,0.16569503159346932,0.2254842383599211,0.3957054177423356,0.27323010463407404,0.4746257666959755,0.10895556461687199,0.39677334235847733,0.0680655387766704,0.021638580087969428,0.3780595052905502,0.8272715998021808,84.41440229495109,0.7599929675746676
6,0.3730637242816446,0.39078057063889604,0.3330318029495659,0.1887025874816361,0.27956443627873595,0.30376629579441194,0.30348155117994025,0.18997079362688002,0.3617790211879084,0.261352557013093,0.0801367896718573,0.03486992808549272,0.6752864866010369,0.6490734479563319,88.58163593407994,0.8941739976916843
