param_rank,sensitivity_score
epsilon_C1,68.45582011719728
sigma_O1,49.86433602507341
sigma_C1,43.131974956756636
epsilon_O1,38.809106174876185
temperature,15.465214155629978
epsilon_H1,14.449597313170782
sigma_H1,5.380231097027246
epsilon_H2,0.0
sigma_H2,0.0
