mode_index,sing_value,sigma_C1,sigma_H1,sigma_H2,sigma_O1,epsilon_C1,epsilon_H1,epsilon_H2,epsilon_O1,temperature
0,219.98659660427904,0.5451052075275644,0.07991330310685146,0.0,0.7276946137331678,0.36376632439386325,0.06073770972349249,0.0,0.16324181024064863,-0.06535923118044618
1,36.65786023201897,0.6826671965998571,-0.40404936481309356,0.0,-0.19928614781976578,-0.5711061362193237,0.02285636811328486,0.0,0.06082403812530432,-0.02470718039806948
2,24.68021281224999,0.486434302110581,0.47049490608587885,0.0,-0.5267195971776168,0.39182071303183774,-0.10940090754585603,0.0,-0.29213416084698907,0.11725306546130379
3,9.743122093892778,0.010895225488844695,0.6652517986139164,0.0,-0.07196039810240826,-0.3529294479359312,0.21406560571247274,0.0,0.5732897133197281,-0.23043147666891198
4,5.578946488669538,0.00941980096484222,-0.40796129987986757,0.0,-0.38488141438573054,0.5132534058817381,0.2129989432516372,0.0,0.5694905372647179,-0.22853459585143088
5,0.011641307127129111,0.00013339060840002366,0.00015097920819528757,0.0,-0.00015030071664430864,-0.0003259665772125348,0.14196959733944353,0.0,0.3227261833036021,0.9357843098755588
6,0.00375592408037144,0.00015735720644570898,0.00034289136050910494,0.0,0.00014749583484177723,0.00010547541047385485,0.9340620742425377,0.0,-0.35661943724330397,-0.018720128902812525
7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
