sigma_C1,sigma_H1,sigma_H2,sigma_O1,epsilon_C1,epsilon_H1,epsilon_H2,epsilon_O1,temperature
0.5451052075275725,0.07991330310684264,0.0,0.7276946137331527,0.36376632439388,0.06073770972349471,0.0,0.16324181024065332,-0.0653592311804486
0.6826671965997431,-0.4040493648131665,0.0,-0.19928614781961304,-0.5711061362194599,0.022856368113291406,0.0,0.06082403812532166,-0.024707180398076158
0.4864343021107322,0.4704949060857084,0.0,-0.5267195971777142,0.39182071303177773,-0.10940090754583595,0.0,-0.29213416084693405,0.11725306546128215
0.01089522548887011,0.6652517986139012,0.0,-0.07196039810246026,-0.35292944793586595,0.21406560571248842,0.0,0.573289713319767,-0.2304314766689287
0.009419800964831266,-0.4079612998800198,0.0,-0.38488141438569484,0.5132534058816656,0.21299894325163204,0.0,0.5694905372647028,-0.2285345958514257
0.0001333906083998424,0.00015097920819534717,0.0,-0.00015030071664415208,-0.00032596657721229143,0.14196959733925008,0.0,0.32272618330367736,0.9357843098755622
0.00015735720644575156,0.00034289136050897896,0.0,0.00014749583484142693,0.00010547541047393889,0.9340620742425669,0.0,-0.35661943724323825,-0.018720128902617785
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
