sigma_C3,sigma_Ho,sigma_H1,sigma_Oh,epsilon_C3,epsilon_Ho,epsilon_H1,epsilon_Oh
4.0,0.0,1.5,3.150044423290932,23.55419773800256,0.0,2.0,108.3384843997082
2.697903077747244,0.0,2.1822680276029947,3.496107678875421,75.00000000000001,0.0,2.0,75.00000000000001
