param_rank,sensitivity_score
sigma_O1,1876.026521189835
sigma_H1,563.2764041434173
sigma_C1,234.47238270899877
epsilon_C1,232.79160343919577
temperature,77.42001153306916
epsilon_O1,55.425063378675134
epsilon_H1,18.757445582564117
epsilon_H2,0.0
sigma_H2,0.0
