mode_index,sing_value,sigma_C1,sigma_H1,sigma_H2,sigma_O1,epsilon_C1,epsilon_H1,epsilon_H2,epsilon_O1,temperature
0,2363.826458563951,0.07751707293324726,0.3098428813178031,0.0,0.9435358491398653,-0.08354252269154722,0.01257675227595614,0.0,-0.002106143611102349,0.02422044698326839
1,647.0319138056748,0.8723299894103966,-0.473107842411203,0.0,0.0895323653671709,0.053965737068276884,-0.0579764213850785,0.0,0.02906697270962669,-0.008652136128686098
2,389.82964642160005,0.46664888077331657,0.8088898855747133,0.0,-0.29748512446710357,0.07045456119068065,0.10620995302455687,0.0,0.14309693237997084,-0.05212911315305433
3,105.60205535758726,-0.09861899461756089,-0.05651710282031884,0.0,0.11024413201599526,0.9351841979229929,0.160701857099867,0.0,0.2572335558023211,-0.09144763088531731
4,46.749022511318046,-0.05838584027620091,-0.14013837170036425,0.0,0.024181028211286967,-0.3321606477394721,0.42586945098162493,0.0,0.7852191845680324,-0.2609654293336125
5,32.385188613202196,0.04609308776275374,-0.054386027449067856,0.0,-0.0013720248372850903,-0.014411035880639115,0.8778753909571372,0.0,-0.47009772080601253,0.05523547516174656
6,9.895592756082337,0.0033361457536565365,-0.008527909761731373,0.0,-0.02205185794886311,0.006053348305693348,0.08570255271115441,0.0,0.2737586638786642,0.9576557230195306
7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
