sigma_C1,sigma_H1,sigma_O1,sigma_S1,epsilon_C1,epsilon_H1,epsilon_O1,epsilon_S1
0.021139607490978676,0.8722174434783827,0.4305833278753237,0.039199674020524725,-0.21414617256929483,0.0013589757332308433,-0.03935001316247232,-0.06665116670134792
0.9390970019115873,-0.16099615789330904,0.25113507621038894,0.16514244419273336,-0.02285979918567535,-0.0329843472124658,-0.0035635376397302587,-0.014593436427470408
-0.08323113440359717,0.10255746372386258,-0.2324622041093339,0.9541528489382618,0.11296028005426988,0.0591410136330951,0.041546510063223165,-0.011154037929250673
-0.3143467766988834,-0.3743167094298197,0.8315078530390416,0.1947701645701515,0.1549562284024409,0.07254717333184509,-0.045849006890326165,0.018860589502855716
0.09726820502666911,0.24617460417087095,-0.001530966699586902,-0.1410654694572217,0.9297266662260293,0.14520709941307108,0.11294892533667965,0.10863201495668204
0.04142707643146312,-0.017615616362898604,-0.02062486797927374,-0.041835785655491904,-0.19632142874687245,0.9445024201890374,0.20279029609706628,0.15507108027812694
-0.0151334796395116,0.02413725221769911,0.061240999726014385,0.024392379943090427,-0.11795207468711608,-0.2711398317869661,0.5982437511404849,0.7412947028810833
-0.022411864356660698,-0.034512077431510226,0.043669167177872524,-0.024568164464695317,-0.0009589392522281092,-0.05884473066948117,0.7634354485009566,-0.6399208764060905
