param_rank,sensitivity_score
sigma_H1,2026.7197915771908
sigma_O1,1496.449854710235
sigma_C1,1276.982508098924
sigma_S1,845.3645091431113
epsilon_C1,701.4759618304164
epsilon_S1,229.22498285455646
epsilon_H1,204.3969173067806
epsilon_O1,191.4721511388126
