mode_index,sing_value,sigma_C1,sigma_H1,sigma_H2,sigma_O1,epsilon_C1,epsilon_H1,epsilon_H2,epsilon_O1,temperature
0,212.96751728666018,0.35984129495461553,0.3933541711798565,0.0,0.7077980713283942,-0.20534610519889415,-0.0662702122434199,0.0,-0.06190533928841109,0.40548439390566443
1,147.1883090012352,0.80169307113878,-0.46324364817144265,0.0,0.08811900564609002,0.20055711105799917,0.03235617530025224,0.0,0.06420822209301007,-0.2992253503640581
2,79.13761669321588,0.46140601045688734,0.31748587927663846,0.0,-0.6969880518571459,-0.26965876091611785,-0.09881439398789803,0.0,-0.025011097181531956,0.34265022802027156
3,46.82222234809668,-0.11158879939241766,-0.720844519576667,0.0,0.01565701056200014,-0.2791985101798301,-0.13017638692291517,0.0,-0.19525856693335836,0.5785001025988629
4,16.546293854180643,0.008826049528302059,0.042194263272922194,0.0,-0.06536274600406641,0.8138668047065628,0.2196615075343062,0.0,0.08179829631422215,0.5258784474153355
5,10.241358170674994,-0.02795916415006312,-0.0920993266587476,0.0,0.024815923199287885,-0.25503310216856623,0.3229340826583442,0.0,0.8964081667813251,0.13131741205353675
6,3.8554186550666203,0.03994097504605076,-0.0010352179993014597,0.0,-0.018202363774188803,-0.1987991646191426,0.902947152984615,0.0,-0.3782261327406979,-0.013514598211665148
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
