param_rank,sensitivity_score
sigma_C1,236.96012965839174
sigma_O1,221.004992433656
sigma_H1,212.47770074362387
temperature,194.69897324361713
epsilon_C1,124.50937728714705
epsilon_O1,45.74840054575479
epsilon_H1,43.21404342418971
epsilon_H2,0.0
sigma_H2,0.0
