,sigma_C1,sigma_C2,sigma_H1,sigma_H2,sigma_H3,sigma_H4,sigma_O1,sigma_O2,epsilon_C1,epsilon_C2,epsilon_H1,epsilon_H2,epsilon_H3,epsilon_H4,epsilon_O1,epsilon_O2
2430,0.7043491005239014,0.011120467108750752,0.4302895143627089,0.962766432848454,0.5805824844318495,0.32842740432082784,0.4930758100879146,0.3466826980892022,0.12637501476841526,0.7195466899202108,0.30475306023120313,0.8782779560687434,0.0889767674494698,0.12550872219706388,0.27629706119549596,0.9487671474102833
3146,0.17993565234037834,0.7011886758008988,0.3953935169723643,0.14067913647362323,0.3979577481224423,0.022570130181765652,0.4089670534511005,0.8543499110955315,0.7263598836880536,0.059222122276752436,0.09315615262564811,0.4505449094529266,0.8110998856199118,0.02645253025137905,0.9537897839786945,0.3644351735587335
3659,0.03232378945196283,0.9386694768917827,0.19020363358825415,0.03781118921789469,0.43739878731549436,0.22301392742628037,0.5453746168297189,0.7616745744629458,0.5855490502972492,0.1353440710369181,0.7502742355825511,0.8710283977034647,0.7476039045886889,0.9820076020181631,0.7423103257569466,0.09388876271750629
1555,0.07800549346407912,0.17089416021937134,0.08355951747298138,0.7423031161046035,0.7767133837473388,0.03462364366003195,0.5846456976449785,0.7250765052652987,0.29586464779476757,0.23176272827697603,0.005159571015916832,0.8477494830644507,0.6286685994981493,0.14786992127209636,0.666312663502897,0.40512063793902614
4305,0.6735319912060744,0.8986691647430366,0.09759277376578486,0.989269574797487,0.6733387924388323,0.02918525933139453,0.5330203887065126,0.7262098937679463,0.4473254204873831,0.03512960819648551,0.1200768126958066,0.5229907225726032,0.1808925933380152,0.3496656653748802,0.41685109713650154,0.1583194335207234
3460,0.25875779782251296,0.965564232167165,0.02094539160885716,0.9950683159800201,0.09023709765139369,0.28100881139194933,0.5215582630395493,0.8566165414040031,0.9995234379676644,0.5212271361731188,0.8149890454299883,0.5813908531010695,0.7240288087338466,0.10509354091657569,0.4159879218908364,0.3179700796570416
1506,0.4444633605327215,0.887539939680698,0.2006946966331115,0.8226807093928901,0.5062804320633706,0.24373011221944077,0.5535744297186375,0.745315609491389,0.9542075021125518,0.9390563597096725,0.37843199673226485,0.09778330285387431,0.011092595761342812,0.811778363847891,0.4439777854932777,0.44995232681559005
1581,0.6564173391056087,0.10967124682252621,0.3667097180238187,0.7508870233264557,0.19079144872935713,0.057142575763224714,0.3738315365802327,0.797105782481625,0.6194217082301678,0.9606296189735346,0.30442881556926954,0.2844881634664195,0.1419882544110821,0.8657882723134799,0.8150893692698886,0.4251188080792002
2309,0.6806572493641074,0.03532889158007982,0.5308626873230469,0.07995043734009834,0.38739344262733705,0.11192240389974813,0.4955683363784008,0.6268120692860122,0.02505300048364678,0.7503263897198829,0.8788854527111516,0.4163268658070443,0.010966958824576354,0.7068277026406726,0.3403216559566364,0.23089841334033234
4303,0.8130518079994398,0.455736169823393,0.4686035629297615,0.03749396202791555,0.8213849218184543,0.27565905873202695,0.4560725028282558,0.6207895335300335,0.39625626433498073,0.08462139096483838,0.45520691132234437,0.6804449937350355,0.23881121545300438,0.326991059792077,0.3023865120792115,0.043948451360317546
