,sigma_C1,sigma_C2,sigma_H1,sigma_H2,sigma_H3,sigma_H4,sigma_O1,sigma_O2,epsilon_C1,epsilon_C2,epsilon_H1,epsilon_H2,epsilon_H3,epsilon_H4,epsilon_O1,epsilon_O2
776,0.5921623937839466,0.4274396282081258,0.12586608377288538,0.8902543960091516,0.1401083638510185,0.03661351892011194,0.4180293250297537,0.6891309923522507,0.4822445204680681,0.3984064606421477,0.5482725573253193,0.9020979945447529,0.9780279362109077,0.2273521974448282,0.006612364414181501,0.46412149928782737
2333,0.013421991504546428,0.0033557998662882985,0.34601451717217124,0.1020408851836201,0.43430444311556426,0.25597531368042287,0.5278467257271471,0.7105184619099018,0.5564418980178437,0.09579941972986633,0.952921452683239,0.6384965127749721,0.9952783347653162,0.06782135366356558,0.8096789096101981,0.14473697277423356
670,0.6727152858019877,0.8859222123519411,0.11533906809254486,0.0624983728897002,0.15598495224536232,0.5737676292629776,0.4827391357298475,0.8351073722242625,0.940608393172565,0.4324506943210953,0.7998818863117912,0.49044002797455105,0.45165144775203026,0.2992703292887728,0.4592059729111907,0.004763074537525011
3139,0.1847821724869659,0.5945618650200539,0.38430284277562954,0.5021454443789262,0.5421827244764744,0.7948025948893085,0.5700617802581528,0.6119243454346449,0.18146178615972966,0.7603567876392068,0.024253257082262985,0.38379328540986485,0.3423112564655348,0.00260484432051397,0.2907334228181834,0.5765808080085881
1382,0.5709238377589225,0.7505043155143044,0.15407864952853487,0.01476403381833995,0.2661337669519102,0.11634250943900636,0.6009250923701304,0.6964805347160126,0.25277060730348716,0.9611690957124396,0.8455722946666975,0.5415606197756553,0.11405911771341143,0.8179683399048177,0.28462258068052404,0.19871705556370822
676,0.3438002629766853,0.7530251374967256,0.08953510633700568,0.9745866366007272,0.14009024437188497,0.020975460655012244,0.3503752264128791,0.885771374271061,0.7138234154496713,0.4810468318983964,0.20959508289994191,0.8049217033700977,0.6996481598271492,0.9133006734864024,0.9779772078313136,0.3331028970828198
2600,0.004258745286214961,0.7153709394867404,0.19238132862281834,0.8579671790049439,0.03735859066001097,0.10496277101377227,0.5160330721919133,0.7695990018804169,0.682477230517217,0.014199610910013148,0.9953125388453744,0.1332722768888386,0.8862622587569726,0.07160241460836574,0.07281689868136369,0.7971272367508757
1078,0.47371181763828224,0.8805646472929969,0.2595258904824924,0.3953548999756067,0.7771346246601945,0.40372552532377154,0.46366999555344107,0.8609075375796418,0.9718456550474932,0.9128235051053475,0.5025802863228392,0.3768945719865266,0.013371322584869639,0.0878630867958562,0.2556625054676859,0.5379453002088113
2745,0.22667350638571038,0.003706691283859531,0.2663706912155622,0.8140892567145988,0.4665768382157584,0.09503603277338547,0.33203655537786486,0.8011691087366988,0.1633388708634409,0.37142977109230374,0.1694056975022147,0.17264069175507415,0.37129337010660135,0.6232661927527754,0.30276123983425407,0.07990972306168256
2959,0.4202068348884398,0.4429959037094758,0.39043019325269046,0.07321572415971597,0.00044797194723987906,0.06937292423211021,0.7599362430976506,0.2843915320085,0.9771149156559027,0.06707636308830577,0.6727966852847759,0.06964848901120588,0.49210283915229874,0.29961189052557385,0.05111684066373397,0.40640001486163635
2946,0.6944633010587328,0.6559765126447598,0.1554281246594834,0.926002546945645,0.3096901564303202,0.7203163394839386,0.38637503830833336,0.6510477994696757,0.22024192338790993,0.9268747265085148,0.17074857593176665,0.8202116473546222,0.4400011887357975,0.05145376661217548,0.5686008385708791,0.9632195038557809
766,0.8342435095732151,0.9976819725816435,0.024623990450992582,0.032485915778456116,0.08393031618065029,0.09410352139346961,0.5127819552206551,0.6677813842701968,0.7477740932816713,0.01190937726768864,0.43353302511296093,0.0750461797470382,0.06063574754257776,0.7001341736922342,0.9110407426699795,0.7562093472880133
2902,0.9913574113106182,0.5372561390267476,0.06366475034246978,0.5981233000935434,0.6309854795538142,0.0635366195721677,0.21442217782889963,0.9666326684234463,0.3273154843293044,0.9195730251158457,0.17960052501021062,0.6096178186090099,0.3670825744316676,0.14756442185134142,0.7927244535105055,0.43069398106774737
3597,0.7676061449522386,0.5194083726574994,0.2606942728583196,0.10190481991308667,0.9444951271998939,0.026805462393257477,0.39740513787656895,0.5821930024957708,0.13068507815424174,0.042506975377238486,0.7274682183269299,0.9151134564861506,0.5358169031620835,0.41454877924435585,0.02889746003590129,0.37894937103266213
2028,0.42629397737575736,0.07155933052176276,0.009473459944108009,0.8216175531625866,0.23909404079076274,0.26861384314352604,0.6529535259718999,0.41197491544495657,0.7515211416421581,0.11299123386977786,0.30611379651288706,0.6075486704724048,0.8753663788138615,0.02653979077789841,0.9608747640249393,0.8549653279868062
141,0.23787426272821702,0.4617996960574048,0.09505272880351308,0.2945925987347521,0.7088085902433312,0.45383297626263597,0.6041767184305823,0.5218912376593657,0.017970335737658348,0.049076335971816036,0.8591769477944896,0.8803690622364598,0.6033214246250179,0.527627127916038,0.9812536536102048,0.6253592315500616
553,0.1728151918237956,0.5965583562302593,0.06818330473848137,0.19929820837688905,0.09546142446919266,0.3058806506381317,0.4467806671329516,0.9851057360972164,0.9109237621665434,0.8320034177210986,0.8551134660136397,0.3219562191807158,0.9538058855306851,0.2585640911250998,0.010908086623483967,0.449350967234566
2801,0.15276822152788516,0.5268226127935668,0.7367229938458177,0.113756041396714,0.28871151228088177,0.10948307675936035,0.2866202406431842,0.8280087328852125,0.4244123369765971,0.9045579659988526,0.7943394656001443,0.7327644265892603,0.022193915879827046,0.2798252044313474,0.9658573542769661,0.07863106182832597
810,0.6704730560619794,0.7284472998929984,0.5502334619652787,0.15934343656882557,0.1569553578132622,0.8362247104083823,0.378689213835298,0.5944346481759931,0.04630640914203536,0.977123183555722,0.23499761194286792,0.5817322953223937,0.29453265460864764,0.2686335056263955,0.7613554000498045,0.08548955785382313
687,0.11117395540589511,0.35571648551963975,0.1421228371992856,0.9448351120948789,0.05823842446325714,0.718290128281016,0.4017923265599357,0.8467983996626001,0.7905463412250271,0.44433983143877953,0.9888067858834666,0.8246456991063668,0.5919634290280972,0.5953298141574402,0.6248121178597862,0.22620464479814129
2748,0.521332136256828,0.1368255082437484,0.40058320729532515,0.19332627047722478,0.5326081755415067,0.004277974981807924,0.430216301243864,0.7499494616649937,0.3963491356936773,0.770238048374009,0.43149694253865,0.8893959874488678,0.012414380592091602,0.5368170894570561,0.22689185644727747,0.14730812906430693
982,0.5468774810323315,0.02562288759639523,0.33692533542210057,0.553929290745373,0.9381008020895681,0.3059642182515769,0.4784824869221859,0.5633969424399335,0.17802774247000547,0.9785787527404887,0.18344549097459942,0.6033238874629917,0.28267011456390123,0.30266618932440803,0.0702943570574257,0.21489024487923875
592,0.156822489362121,0.9409327383272794,0.3890855688458034,0.5932469650037809,0.4988761307422522,0.14186983887460902,0.514804979418953,0.6535517070227433,0.41683430125080084,0.27900520303165127,0.43586381061464696,0.7219503913313456,0.6491481435030517,0.15509563899210838,0.9477809375094841,0.20737882774560248
37,0.21704267379177064,0.12137854069832213,0.08680415889317977,0.33281033825416273,0.1417729342493258,0.19631854840697224,0.5395747181632586,0.9642098778333958,0.6022653024157143,0.8130200980774147,0.7845746503473668,0.18165868510771094,0.1683805649140006,0.33355989857583673,0.4507394717725066,0.03930004646551313
3666,0.1202662719108483,0.7655846630503167,0.6477995688217414,0.3010107900959722,0.06817146629248474,0.7588667320430704,0.22675325843513155,0.9323902103211952,0.49840816554039513,0.4366174272057874,0.2179262723499537,0.9586498628587873,0.250480022388826,0.2985328320073346,0.4564486600755282,0.01171182930176679
1980,0.1543757998076784,0.005804646615408493,0.257003498347681,0.07294715264299736,0.7525445338875586,0.2663212643649904,0.638914626198382,0.5265258671682418,0.9215486052111321,0.001813357736547678,0.7209247844638862,0.49872178540025536,0.8304528195026778,0.18883199159531325,0.3431347452972144,0.9140952156129449
183,0.6462823490960538,0.4869455654565531,0.06941460292263207,0.9268574899442075,0.3028099176456053,0.2124450373755089,0.7270651225401052,0.44201143613475924,0.989070418411392,0.9790652964803195,0.2468394651870986,0.02798584308482662,0.22031287037085387,0.19312045938590972,0.9363548004214669,0.6557301851199736
1494,0.5557308817505141,0.5640722896287758,0.007622309613185208,0.21312633386881125,0.4265565844409333,0.6219806451219575,0.4444275357672298,0.8948615054360591,0.958027097793436,0.015236146991536238,0.9637550520692186,0.18072111825040546,0.2614340030338974,0.6594639069620948,0.6268482415292496,0.8944349376338453
2326,0.021078177425587163,0.7823910460982386,0.4510694801894205,0.6700608322582489,0.6542069835396385,0.5858184166313338,0.481527595327145,0.7254475689636392,0.6365571582948412,0.8407264025902353,0.8673319411157985,0.8441456486846032,0.03031015017502667,0.023639047223189307,0.8947374076776458,0.6639429687664131
1761,0.11052617722049264,0.010051161178693238,0.05905524182616881,0.5373155067366482,0.8498672764685998,0.25174186420874345,0.561457065598401,0.7346268836337775,0.21006308636483068,0.5579205325777303,0.8028666463135672,0.41040064609981375,0.0034413151762462384,0.8062728390241023,0.5714571452914416,0.5737207817167416
928,0.1506092837446508,0.13647177709991773,0.07222144214164285,0.37943792711800284,0.9112486818776637,0.6308224870394332,0.4911199867349673,0.8500763100818717,0.35378586378932475,0.13251044285937977,0.7230972742960767,0.08096962566465127,0.3978765434365309,0.028470851143261058,0.9561291040843903,0.09041060336128706
2962,0.6580442378851182,0.6049946304789424,0.330990695626751,0.009549672958481116,0.5398196964910938,0.15149333051916544,0.4509299000198109,0.7642263495493388,0.9421782741052614,0.9564187038530151,0.13940030986675864,0.8836005880632042,0.6214451851537359,0.7588311539760634,0.9702921817621359,0.17732931645829308
1042,0.2133229344497363,0.4987124212695835,0.48484683152551794,0.8227964715013534,0.35332433832348564,0.07097381971824483,0.359918336244073,0.6793749612949292,0.9196205318501013,0.04560465170031228,0.8025995851766886,0.9188721007710298,0.22626121852790515,0.7357856689969525,0.8176747109879952,0.5938084416981045
3434,0.40621026536061394,0.3951424498239578,0.04244453655145421,0.888339604050804,0.6186276350817684,0.1644233655920906,0.310632906789785,0.959171501538006,0.9855794888917778,0.20786401913274774,0.9033591391402702,0.05067270120749543,0.3938882535330607,0.2119655831771278,0.22400509706292973,0.9971530620244956
149,0.10250510201147368,0.8963103300784989,0.11577805347900723,0.8092985364045938,0.9345555634821274,0.125028414358901,0.48755918865867065,0.8748195028876371,0.3946992449442995,0.9977906714466402,0.020931582609659504,0.14260783221511564,0.015308117047729438,0.19570707097366247,0.9743489083121069,0.5267448605843361
3384,0.017269223775985207,0.6772205562709588,0.0916876830330544,0.34007072673584915,0.3275602929552568,0.3814795146625318,0.4660495286288002,0.8050711683240435,0.014448026377193394,0.0666516858600628,0.6392265353507854,0.4253780953168881,0.8560429791462975,0.04902969556519369,0.4004865061249783,0.01494297251181265
765,0.02262354676712146,0.4226091967144704,0.2194678683379854,0.052188464526625185,0.4482180714024338,0.030773394296450065,0.7066251765631031,0.6439604414534429,0.7160754938562203,0.7091766719427925,0.05476311470534463,0.32851868341726953,0.10356018681425136,0.25510443530371946,0.3887556419388344,0.2851683523050455
1452,0.40394163740266165,0.44727694925682454,0.1280144842328759,0.5823557665012229,0.17701723085006982,0.3594445538472833,0.5061791242865217,0.913853666717492,0.9816704632059412,0.9983146404041923,0.5016323690370798,0.9186905221521087,0.4087272587838814,0.41485432316856297,0.5598793877892277,0.0980548821919964
152,0.10890082629822626,0.3066733233908676,0.5623492952661195,0.5556713245660025,0.02325452001455236,0.4654423962075494,0.5711058989940511,0.5428001064702428,0.3281010188975672,0.6352870169730258,0.36214049792280734,0.17112674632843677,0.2717803197409816,0.14924514723984114,0.46079582940496644,0.953957970190054
1708,0.012835097142879717,0.9220097102604191,0.4087107373824567,0.20623624701052704,0.345111488943934,0.28418984528306646,0.3518537971579201,0.9453217007312157,0.4986402960170462,0.6121809544740351,0.14555233120774994,0.28881645850065774,0.33813270757711283,0.4703480742202925,0.9065633761590572,0.9153120172963264
712,0.7208081983585555,0.38788202538321037,0.0268386831761271,0.7995881468666731,0.18195618056063156,0.01792249810438531,0.36661138091933565,0.8332509914026427,0.9913792685358773,0.29763389855244615,0.0198770003048239,0.1471544289007255,0.2935493800106002,0.7424270523235423,0.6346189775564374,0.8087237358484514
3339,0.19314229034593725,0.43053678284162133,0.5720843275978017,0.9103311665384118,0.007828479769730605,0.11307440422051604,0.5085463163984796,0.649788497036017,0.5207361871887735,0.8486989500368215,0.1633351235006217,0.4800065722784921,0.6474108103284746,0.12126406480329184,0.5087254700228705,0.06231943912634817
373,0.5391977472922019,0.9592861022002467,0.3457602902527837,0.0667170492130411,0.2511776630981907,0.42644942461413243,0.5564967419807185,0.6779820513417354,0.4575520063695485,0.12659012292648977,0.4843777585561331,0.16123717114096592,0.37174759875157953,0.041204381744764186,0.2797872144263807,0.46275014602058306
3515,0.9955718996047276,0.9649436325662993,0.1699078915046898,0.8067044337864785,0.13289620012681647,0.1688850645874209,0.3306917475920391,0.6599533701966328,0.8576053721808539,0.6333327250266918,0.15498730248941905,0.98364816644911,0.10763980784607015,0.26840836259454354,0.5001601899800086,0.7692618804225276
97,0.4833577566619198,0.04899255937467674,0.08358097900173807,0.7054411087996849,0.09129390388768094,0.052556786365803104,0.7361753490685998,0.3782481570769722,0.11449536823931507,0.12012448302561413,0.849808281181719,0.7101725629792838,0.16033293246158292,0.1696926854627672,0.7610505651737547,0.6461589410884663
