,sigma_C1,sigma_C2,sigma_H1,sigma_H2,sigma_H3,sigma_H4,sigma_O1,sigma_O2,epsilon_C1,epsilon_C2,epsilon_H1,epsilon_H2,epsilon_H3,epsilon_H4,epsilon_O1,epsilon_O2
624,0.5877215214726377,0.0008734063192354809,0.358136881956635,0.35919568533139246,0.3342948651193678,0.2613702223760053,0.5246494576259216,0.8237307538931857,0.7846424842764753,0.0832881488467254,0.010264222640862202,0.8539169478564622,0.034509243805523095,0.06836662104116832,0.9981381317276553,0.3719292914786392
3612,0.7858188119112651,0.7718294168359384,0.11429898424329095,0.10804800054660314,0.25249037005494196,0.22066841339933166,0.5808701536088864,0.6194350377511424,0.1687154876915361,0.10590265621891688,0.725704261848517,0.9741425857711604,0.3720253522504142,0.10321540274866636,0.36307178011803615,0.09138740119750555
1037,0.03528439540840344,0.005093692528362097,0.41202020817961826,0.9955600880171415,0.6951051834092905,0.49076543627267283,0.3671881282377784,0.7366632056943603,0.8648160059580976,0.016376901822156134,0.33225097951637717,0.318148062430992,0.6495588665751135,0.1666817151491432,0.49451768446861716,0.7678212651254281
1214,0.5571256739752474,0.9299344765977093,0.4586738872202708,0.8946202063551326,0.2480413259596638,0.04022148901342128,0.5445655297244538,0.5040017181671775,0.7794953860140714,0.1155769409399916,0.9545781895663297,0.4802193899228137,0.40974910603361153,0.3124611920711911,0.3103844314929439,0.7555014849314607
2336,0.11167749230594946,0.910492024774031,0.13499647690986732,0.9197566503880787,0.5010212455385848,0.14292383421385532,0.7038521033275915,0.44046008916436263,0.9028356545075538,0.9878283219853707,0.8298067461924216,0.8090451179564655,0.1749289270195183,0.248987899048542,0.0469346546120647,0.8781140204356085
2751,0.3354262082214662,0.5825469830127367,0.5864918882401023,0.8349926204676901,0.663547260688428,0.007183527037292947,0.3805000563803769,0.6739461270097383,0.5420322212908237,0.8524840904170445,0.1375965473662442,0.4643378928506036,0.2778449076892389,0.6106496319717474,0.7958783814341748,0.621798742593058
2701,0.13026781128276593,0.15846052610870082,0.682662790545492,0.05872219243374887,0.1520877010808359,0.24395979246064592,0.39932998295909256,0.7628070296219325,0.8875090304216695,0.15529369586289346,0.06000911159785056,0.17378261524521424,0.05673657381937413,0.6147785217188325,0.6532027311685211,0.6746168057246182
502,0.2328285033578007,0.4640989939275518,0.10131945151143461,0.8701701230001927,0.9074160360552518,0.5991856315564926,0.5514898667534545,0.6047213686749057,0.34162154113147786,0.1615260084875798,0.7795555605442522,0.9963202540886641,0.08475598402473766,0.003135551751257522,0.7798792425571388,0.8618870244731094
2937,0.4440907290613629,0.8617894206495809,0.4560464096402874,0.4298460166207676,0.5456227340610366,0.5782675580779731,0.23301972380684258,0.9347097243978466,0.5468416378901613,0.08367823166317664,0.5507994869546903,0.7277703427919974,0.004202914455854943,0.02472161573442414,0.48493266301977395,0.18497163486866244
3054,0.754194251538509,0.8750572577500584,0.3944099409631516,0.4995027825442156,0.04596794332255324,0.3800395759325567,0.5689184946429147,0.5651901684714398,0.03397825352289477,0.7124974835961192,0.9591919421601934,0.9239944509062903,0.20745493620167973,0.3689347617685778,0.05456833669804849,0.8655477917799224
1759,0.5179499019243856,0.6914278704353092,0.04968590472508983,0.7294984832087076,0.08880228494588449,0.6276038866215299,0.6692884719997487,0.49714651513721314,0.41491329315257897,0.7707148061683796,0.15581279038132673,0.9498764554549504,0.061652306348231475,0.571242785591666,0.8933909671722754,0.5801952284518286
32,0.6120220315614151,0.3478754458294063,0.0859289293316733,0.03686216763378372,0.03769767486377015,0.4281295277870295,0.6430051511216824,0.723492749910114,0.9736525973581097,0.6199562225837217,0.5010805857021104,0.6728596122019909,0.04541747712553462,0.4643962920365771,0.5524989565724,0.16256872539860773
3486,0.5232399571547023,0.4419711660677433,0.17027219818422176,0.3902621431191347,0.01490948981213173,0.09704011272760511,0.3500092936642055,0.7046248127619867,0.04702799061744024,0.423413571492121,0.08286304350821437,0.9743699172763071,0.8271685978525876,0.8706965003374796,0.5611578302030122,0.28196580926332254
1588,0.8337437441832349,0.37758459655200455,0.1078164131494559,0.2913297426052996,0.6266747707376694,0.07436844418235229,0.4207865668811853,0.687862913187688,0.2070619652985217,0.7310930943942605,0.6482372160864575,0.9443920049066542,0.7338468649456367,0.22582314165884435,0.038126735357479465,0.4949552116902433
1692,0.7864629507308669,0.40187403861240095,0.26696702048361715,0.6378015990656674,0.6916106323436912,0.2626872977923897,0.46874042538865823,0.6257990606440775,0.6469986806215977,0.09735974442023067,0.2699603032077875,0.6669208198970807,0.024726017993411595,0.23887810066126258,0.01948518238392937,0.011227188115116271
