,sigma_C1,sigma_C2,sigma_H1,sigma_H2,sigma_H3,sigma_H4,sigma_O1,sigma_O2,epsilon_C1,epsilon_C2,epsilon_H1,epsilon_H2,epsilon_H3,epsilon_H4,epsilon_O1,epsilon_O2
0,0.20099547517203278,0.2645479002527556,0.22687607603725196,0.2236039889255123,0.0,0.0,0.3093273084200879,0.3303178915489515,0.34619484865986705,0.3760435560817636,0.07550074241019167,0.0778848858949319,0.0,0.0,0.6488297322576612,0.6633860150913794
1,0.2036143501117294,0.36304161307296245,0.15172420275183993,0.29581131629394075,0.0,0.0,0.3007906109176383,0.39541074744197113,0.5251638443396338,0.22378639682071974,0.02824169861092253,0.02157549701745631,0.0,0.0,0.9263632245207243,0.95665059700667
2,0.20509246509635246,0.29214873033816235,0.22665122229561752,0.19438135159416142,0.0,0.0,0.29224766479520536,0.368955529921861,0.578988379782567,0.3755127417442879,0.05888569795173698,0.08267981770958253,0.0,0.0,0.9195229287174209,0.949827013728783
3,0.21368124973755573,0.20528351905922856,0.15601004034886096,0.27498113385235334,0.0,0.0,0.30514986702162233,0.3864211264540499,0.602712687651891,0.40266930926652905,0.06024999717097934,0.027505678813864152,0.0,0.0,0.9590440341806588,0.9100824880918559
4,0.21833867577022528,0.23476684590154187,0.21302307827721778,0.2477590324995888,0.0,0.0,0.3234379290663621,0.3177218889581862,0.5287328035405895,0.1900753919512887,0.07279844041224239,0.04978693159210065,0.0,0.0,0.9307845765671052,0.8616513004007628
5,0.2225873589912787,0.3794787312419838,0.18035384356913886,0.15429447659069023,0.0,0.0,0.3216956560017502,0.36776506207267107,0.5415693107077283,0.44676642693009166,0.0814354582281375,0.0713446645416676,0.0,0.0,1.0945757993948677,1.0815136699375043
6,0.2288888564486956,0.31911374938275544,0.17157023740099095,0.17348775839981212,0.0,0.0,0.3139730196316043,0.39345679936184363,0.6019535624838326,0.44482384663993624,0.03834614901889557,0.02954322120971209,0.0,0.0,1.0591431906439763,0.6378239194871087
7,0.2479432918647047,0.2842671738599472,0.18313692754822633,0.1796661048200638,0.0,0.0,0.3317538363403688,0.35535664267107775,0.49015914183477893,0.24355488990556534,0.027185585730111934,0.021459115617230812,0.0,0.0,0.7951872579384075,0.6810491071967166
8,0.257505963426733,0.34329540075204346,0.15052081268562081,0.2851145725193503,0.0,0.0,0.30250228899165243,0.392099731193596,0.612243593763352,0.21905925828392,0.07124920670492337,0.08029729652371609,0.0,0.0,0.7744574629195373,0.7234184765211769
9,0.27158835385009306,0.3470772404238315,0.1739484634859086,0.2884275023535741,0.0,0.0,0.33674900075333525,0.3231939608527379,0.3272168788031883,0.386555534082517,0.06896692625943174,0.07251156820641254,0.0,0.0,0.6754596418149248,1.1198315779319212
10,0.30434247012489235,0.2301356969032198,0.17961646548394222,0.18338575054783648,0.0,0.0,0.3097562089843048,0.3923898056445935,0.614109778183243,0.5487082804539265,0.026973211184349075,0.024394928043759,0.0,0.0,0.6620822513840728,0.7135092014204144
11,0.30470552277836666,0.3758096574528755,0.17564611705876745,0.2452025457874223,0.0,0.0,0.343180062238035,0.3262089947615191,0.5386526165400095,0.622459985956793,0.07120319549661229,0.07998845156028227,0.0,0.0,0.6486362151370432,0.6639233771504316
12,0.309999094944131,0.3627737157741372,0.1969431526381928,0.16067904047303405,0.0,0.0,0.28611989345404126,0.397257703487343,0.19103535349560308,0.5936266871050112,0.02940554834121971,0.058660348819117206,0.0,0.0,0.9440898282258918,0.9834522475691068
13,0.36082295745304643,0.2370316142509583,0.16295909445126303,0.23674271099003918,0.0,0.0,0.3254634266137101,0.3293635378378823,0.607508621182263,0.5510886031555753,0.028839573650733627,0.062122140740424936,0.0,0.0,0.8113241933685619,0.6708323474982794
14,0.37350454987892434,0.2637192115328757,0.16115916771708366,0.20504395573590395,0.0,0.0,0.2948142848627482,0.3631755530517939,0.19835059869665578,0.349297881882443,0.0697412712625701,0.06466317206754374,0.0,0.0,0.7679136551217688,0.7555441547366906
15,0.3989579147146013,0.21278439894920603,0.19026959537985116,0.19148286516897042,0.0,0.0,0.30709895300509016,0.3150640404333206,0.39806652077877164,0.439186002048897,0.08068176891362373,0.07424130632290647,0.0,0.0,0.7056104914705139,1.080752809902346
