,sigma_C1,sigma_C2,sigma_H1,sigma_H2,sigma_H3,sigma_H4,sigma_O1,sigma_O2,epsilon_C1,epsilon_C2,epsilon_H1,epsilon_H2,epsilon_H3,epsilon_H4,epsilon_O1,epsilon_O2
2856,0.421233129919987,0.865753876837747,0.4994019452148683,0.6391027067795271,0.11404095635522722,0.7751373875539108,0.4484915963268217,0.7096143516879777,0.4003005095770222,0.9282695507790784,0.061398579963421206,0.18074689541516079,0.40313890212389825,0.009106615939611575,0.9607226169029338,0.6927384995245991
2060,0.09960612223511768,0.09414856236332439,0.596821567897396,0.25982951816281197,0.7893932184241718,0.39394457571999925,0.2211955360992609,0.8445986878656648,0.03988812845755736,0.0834060872108365,0.7802249354083043,0.9761118583913854,0.4694628488018003,0.1889977996896029,0.8118166663955086,0.21023231459213354
120,0.25128945882450365,0.020952256289648304,0.1753663177369165,0.1836521639021483,0.7308840713609024,0.7121534728371551,0.48744966094562003,0.7390607166189168,0.05890925364362621,0.10666006966351302,0.11600701925890892,0.7778874800697009,0.09725832619570385,0.05074284532876139,0.6494306129320853,0.6674146032952185
725,0.3470093762195614,0.7155794840079214,0.14692076419024455,0.7745382938328051,0.6235051029926972,0.6322438900609038,0.33302216422190856,0.9229453156929307,0.7583858641885797,0.21055713586264735,0.9628812779850083,0.8291234182821231,0.49083063980980707,0.12196399480823804,0.7900968271183599,0.37057285501555043
3040,0.10774483349566677,0.5937949674468062,0.16390835503866996,0.32598806862195384,0.652055559707421,0.8915209157166689,0.4510796568469189,0.8847159245384847,0.9212287292848548,0.6742924036015006,0.7578940921389089,0.9943862172138818,0.0791072787546699,0.6022051521403061,0.44304920244237905,0.041556995061195166
2914,0.3006263727632239,0.2934377620683699,0.1326915357871677,0.15398837561386566,0.19631136298539908,0.08983918214661504,0.5604285044406676,0.7742806973595662,0.3988844911869414,0.42810013473625813,0.8262042538360544,0.9942393902932489,0.17832254611481982,0.646694358176149,0.43435547170734257,0.2917339801155347
1084,0.13219969255126182,0.02274616744253099,0.10054090442371415,0.7635334062272514,0.5080168627723137,0.16664369586193511,0.5186841092311033,0.7486908835076603,0.5470139147593268,0.13895239179456592,0.1621933383839396,0.03131947740605563,0.05050838595105703,0.9546763605554479,0.4117584431451605,0.26436543959592995
2185,0.12427814693256027,0.2170681111229378,0.3213473707179653,0.3738107058950065,0.3193431182194108,0.06793312799674366,0.5920628199935852,0.4831285960995048,0.05800898315373762,0.949505177903086,0.6969536506084747,0.9751927675723532,0.7576259531868234,0.21802761672283896,0.396959524010355,0.5075373780182668
1951,0.010339031906877546,0.4435873024977632,0.09418064382722739,0.7964410137089296,0.01141245770178947,0.14063514196204796,0.649868828733276,0.6150126404165841,0.9280173094601826,0.5476499035279583,0.322244169390547,0.0805185857161003,0.6586223946334778,0.309604248540036,0.5416689209255096,0.026694223792980375
980,0.008377481755401837,0.46521224697267655,0.5143146218030794,0.19740972741682744,0.305812983926139,0.5782894276463041,0.40215067488877887,0.7310176495166053,0.7458232627098519,0.9873574659299728,0.0616180122641709,0.8502534058955565,0.7826875961259558,0.23522797416442348,0.7888646434883193,0.4072207580597771
1487,0.23251661632916745,0.30008677500764164,0.46597106214105255,0.16936163425319387,0.06796462616704871,0.21152942616771353,0.44357703890412686,0.547933784192615,0.04842926250176654,0.0804413496098622,0.4511837190512364,0.9407372541164964,0.6848012810710775,0.7545042096895667,0.8710903002445436,0.14557347760705783
216,0.7385236641528542,0.5382591778727063,0.3887001080089563,0.2294240447904002,0.27750837194080546,0.45803650565292847,0.17548313234458368,0.8889204477263691,0.18851249848172202,0.3154250460456515,0.767319764626972,0.9868158325559747,0.4068738389582399,0.6066597170217666,0.8686660779089679,0.061026607354427886
3156,0.5995752781006801,0.8538165794133453,0.19992431763587518,0.0027317039763151713,0.3935979684462933,0.032926978368015836,0.7188604371289273,0.6297200800650341,0.7827939458141754,0.8933992573564569,0.31423039014687226,0.16792503563249017,0.04976342652432939,0.04139835301405191,0.13552074355887234,0.2191875726050989
