,sigma_C1,sigma_C2,sigma_H1,sigma_H2,sigma_H3,sigma_H4,sigma_O1,sigma_O2,epsilon_C1,epsilon_C2,epsilon_H1,epsilon_H2,epsilon_H3,epsilon_H4,epsilon_O1,epsilon_O2
113,0.4840869073200618,0.15579261009712778,0.01991415494903751,0.11126486396506063,0.1778422249844114,0.9483968317286366,0.6080821922980734,0.7031940237067587,0.7769874571840653,0.1652995474663874,0.8923032701026221,0.9609508920435413,0.6895931789401423,0.06521106641600852,0.17692538091848872,0.18618435669153544
555,0.07340443913195846,0.18810671673599424,0.29597288425018226,0.4175554374821728,0.5926892625746935,0.2787191638648259,0.3883210089957559,0.8416214586111315,0.48801312495939203,0.18485859203346053,0.9265567082030649,0.8165657939377601,0.6337987356875259,0.9403607332671932,0.18251570940681364,0.7335425946656061
1482,0.24732314777667366,0.18513511410444658,0.3785578891519426,0.4376799758074014,0.08744371400500006,0.06809795573305807,0.6027765168432586,0.6543626428975943,0.6937578752138627,0.3947244671780023,0.9750760630083131,0.5877783735111445,0.5286279511858676,0.19074258367257974,0.09978243152252927,0.904285553193445
1229,0.0014179951655636331,0.4925805821373097,0.09873293898771446,0.4068795272543841,0.5849552456511804,0.8380176158392798,0.5263874237401571,0.8781006032383177,0.812783426494235,0.07173394898435469,0.9044777408264004,0.08041595132581314,0.529066162847866,0.28306635523264845,0.020719298152253793,0.1621672823569508
2257,0.3684560836869115,0.68878086041233,0.5736611187504385,0.8505041130829655,0.1643323451468384,0.19670355669333026,0.1982934674930994,0.9839357943541712,0.9877306814992297,0.9304498338093582,0.04313357607458899,0.7314720599268869,0.28994667187091744,0.5116242870118505,0.575545441442079,0.5915281046773299
280,0.9929444523824399,0.45198178486088997,0.3015025840542241,0.587411829998334,0.3460544703802064,0.535642905963536,0.41271344847731056,0.43858568185729196,0.052962318307747794,0.20891107008932194,0.5730243032467882,0.958720658051213,0.042837201930301126,0.11010536133109339,0.7975822073718318,0.3888262408319776
1107,0.9586590649901306,0.9866019280809497,0.2750197984635557,0.027576539991137967,0.85004419069457,0.10056979922814459,0.3910156476631497,0.6171200136606388,0.4873322269428991,0.17855616081300482,0.263547055468822,0.9929757822545204,0.1670325157861946,0.4757995060995943,0.43775428867273963,0.039187656219450286
67,0.46724967533328715,0.9184935559011055,0.02269875497570359,0.41832662885468264,0.24250898081494507,0.4036167842520729,0.6080331896488734,0.8187207390929897,0.6076813313624967,0.3834741173970447,0.3589407004110962,0.009857103209607802,0.318071636851032,0.027994911218660323,0.704938690060774,0.644010063019015
4617,0.5649656419843829,0.506660122974504,0.2202512403562515,0.25834152538094773,0.33545935157250306,0.08589803910834332,0.5071567133590237,0.8517196554760894,0.3553323869965097,0.967307543484615,0.2553249787479838,0.22736437514554236,0.01591066442692576,0.6582946103623035,0.9678225975959699,0.746674837269544
548,0.8287125999868562,0.27904111146261434,0.05598747817706471,0.6445702887952967,0.3332684055438068,0.7760312013327574,0.4814018900786165,0.6830179751595196,0.6599063775951034,0.7045349949998366,0.528447994518203,0.9063199933958486,0.6330636068543737,0.4153561503373277,0.7229096172835957,0.6573362484755377
4597,0.9858828069539132,0.6406960484566582,0.33176015864601166,0.6943527400017494,0.17994603353829186,0.234151432748873,0.3655109437940524,0.6369428003817217,0.8807145512078324,0.17417391725678238,0.6830483717021538,0.9530827072452568,0.6047784939276879,0.9569887970254077,0.8904700929337839,0.11785222480882841
1092,0.03864256195064548,0.46415425619318834,0.10216488907161947,0.9559544424772323,0.8375536773161147,0.14458165239836124,0.40631963083352457,0.9632363541072637,0.9917526494443045,0.13499180152162352,0.5256888985145448,0.028847771168397318,0.21115080966462302,0.4119126768998357,0.3784583494422895,0.1110851393763722
