,sigma_C1,sigma_H1,sigma_H2,sigma_O1,epsilon_C1,epsilon_H1,epsilon_H2,epsilon_O1,temperature,liq_density,iter
0,0.20032362275954335,0.2995896503997298,0.0,0.39089961930759604,0.617476861422446,0.02109091648120175,0.0,0.8049943811691779,378.15,,1
1,0.20032362275954335,0.2995896503997298,0.0,0.39089961930759604,0.617476861422446,0.02109091648120175,0.0,0.8049943811691779,383.15,,1
2,0.20032362275954335,0.2995896503997298,0.0,0.39089961930759604,0.617476861422446,0.02109091648120175,0.0,0.8049943811691779,393.15,,1
3,0.20032362275954335,0.2995896503997298,0.0,0.39089961930759604,0.617476861422446,0.02109091648120175,0.0,0.8049943811691779,403.15,,1
4,0.20032362275954335,0.2995896503997298,0.0,0.39089961930759604,0.617476861422446,0.02109091648120175,0.0,0.8049943811691779,413.15,,1
5,0.20111233224506964,0.17152599615339542,0.0,0.2611418444748868,0.2701413015654582,0.02665200806564805,0.0,1.0980007219602295,378.15,,1
6,0.20111233224506964,0.17152599615339542,0.0,0.2611418444748868,0.2701413015654582,0.02665200806564805,0.0,1.0980007219602295,383.15,,1
7,0.20111233224506964,0.17152599615339542,0.0,0.2611418444748868,0.2701413015654582,0.02665200806564805,0.0,1.0980007219602295,393.15,,1
8,0.20111233224506964,0.17152599615339542,0.0,0.2611418444748868,0.2701413015654582,0.02665200806564805,0.0,1.0980007219602295,403.15,,1
9,0.20111233224506964,0.17152599615339542,0.0,0.2611418444748868,0.2701413015654582,0.02665200806564805,0.0,1.0980007219602295,413.15,,1
10,0.20279218233287657,0.1826201429878589,0.0,0.3950850440972611,0.24246491600555387,0.06707597524032313,0.0,1.2282547574639955,378.15,647.8998365985638,1
11,0.20279218233287657,0.1826201429878589,0.0,0.3950850440972611,0.24246491600555387,0.06707597524032313,0.0,1.2282547574639955,383.15,641.5217225609756,1
12,0.20279218233287657,0.1826201429878589,0.0,0.3950850440972611,0.24246491600555387,0.06707597524032313,0.0,1.2282547574639955,393.15,629.1989464224076,1
13,0.20279218233287657,0.1826201429878589,0.0,0.3950850440972611,0.24246491600555387,0.06707597524032313,0.0,1.2282547574639955,403.15,615.745064449806,1
14,0.20279218233287657,0.1826201429878589,0.0,0.3950850440972611,0.24246491600555387,0.06707597524032313,0.0,1.2282547574639955,413.15,602.0664917382657,1
15,0.20356518658762338,0.2963370581514584,0.0,0.26328911844680347,0.22880183830218917,0.05596387153150882,0.0,0.7800240719645929,378.15,,1
16,0.20356518658762338,0.2963370581514584,0.0,0.26328911844680347,0.22880183830218917,0.05596387153150882,0.0,0.7800240719645929,383.15,,1
17,0.20356518658762338,0.2963370581514584,0.0,0.26328911844680347,0.22880183830218917,0.05596387153150882,0.0,0.7800240719645929,393.15,,1
18,0.20356518658762338,0.2963370581514584,0.0,0.26328911844680347,0.22880183830218917,0.05596387153150882,0.0,0.7800240719645929,403.15,,1
19,0.20356518658762338,0.2963370581514584,0.0,0.26328911844680347,0.22880183830218917,0.05596387153150882,0.0,0.7800240719645929,413.15,,1
20,0.20468125241128587,0.2112935406990641,0.0,0.36301372661177556,0.5685601977763335,0.033992607752635975,0.0,0.9709839444316518,378.15,790.2331088560669,1
21,0.20468125241128587,0.2112935406990641,0.0,0.36301372661177556,0.5685601977763335,0.033992607752635975,0.0,0.9709839444316518,383.15,782.5119719690249,1
22,0.20468125241128587,0.2112935406990641,0.0,0.36301372661177556,0.5685601977763335,0.033992607752635975,0.0,0.9709839444316518,393.15,768.0739010792167,1
23,0.20468125241128587,0.2112935406990641,0.0,0.36301372661177556,0.5685601977763335,0.033992607752635975,0.0,0.9709839444316518,403.15,751.1962844988958,1
24,0.20468125241128587,0.2112935406990641,0.0,0.36301372661177556,0.5685601977763335,0.033992607752635975,0.0,0.9709839444316518,413.15,735.4525709735638,1
25,0.20591611961541006,0.2665031177785231,0.0,0.29438279567631787,0.14138518482455592,0.02885944545399261,0.0,1.2207788127059958,378.15,947.8120091562985,1
26,0.20591611961541006,0.2665031177785231,0.0,0.29438279567631787,0.14138518482455592,0.02885944545399261,0.0,1.2207788127059958,383.15,939.1303627474791,1
27,0.20591611961541006,0.2665031177785231,0.0,0.29438279567631787,0.14138518482455592,0.02885944545399261,0.0,1.2207788127059958,393.15,925.829305460433,1
28,0.20591611961541006,0.2665031177785231,0.0,0.29438279567631787,0.14138518482455592,0.02885944545399261,0.0,1.2207788127059958,403.15,911.5087992390934,1
29,0.20591611961541006,0.2665031177785231,0.0,0.29438279567631787,0.14138518482455592,0.02885944545399261,0.0,1.2207788127059958,413.15,895.9974290069129,1
30,0.2069184685396974,0.28218545089772473,0.0,0.3197003061271095,0.2991110908795756,0.03799270830467086,0.0,0.9224899700704332,378.15,732.9850270097039,1
31,0.2069184685396974,0.28218545089772473,0.0,0.3197003061271095,0.2991110908795756,0.03799270830467086,0.0,0.9224899700704332,383.15,723.9381082527926,1
32,0.2069184685396974,0.28218545089772473,0.0,0.3197003061271095,0.2991110908795756,0.03799270830467086,0.0,0.9224899700704332,393.15,704.9331531059452,1
33,0.2069184685396974,0.28218545089772473,0.0,0.3197003061271095,0.2991110908795756,0.03799270830467086,0.0,0.9224899700704332,403.15,685.1510302129149,1
34,0.2069184685396974,0.28218545089772473,0.0,0.3197003061271095,0.2991110908795756,0.03799270830467086,0.0,0.9224899700704332,413.15,664.8319647726847,1
35,0.20707359868776087,0.2472736146501895,0.0,0.20797776311547223,0.09477292666461493,0.04009447486861814,0.0,1.2152615704870593,378.15,,1
36,0.20707359868776087,0.2472736146501895,0.0,0.20797776311547223,0.09477292666461493,0.04009447486861814,0.0,1.2152615704870593,383.15,,1
37,0.20707359868776087,0.2472736146501895,0.0,0.20797776311547223,0.09477292666461493,0.04009447486861814,0.0,1.2152615704870593,393.15,,1
38,0.20707359868776087,0.2472736146501895,0.0,0.20797776311547223,0.09477292666461493,0.04009447486861814,0.0,1.2152615704870593,403.15,,1
39,0.20707359868776087,0.2472736146501895,0.0,0.20797776311547223,0.09477292666461493,0.04009447486861814,0.0,1.2152615704870593,413.15,,1
40,0.2084067716068143,0.23608335233607955,0.0,0.2511213091152523,0.23393322352419532,0.07567680743772008,0.0,1.1451904209711616,378.15,,1
41,0.2084067716068143,0.23608335233607955,0.0,0.2511213091152523,0.23393322352419532,0.07567680743772008,0.0,1.1451904209711616,383.15,,1
42,0.2084067716068143,0.23608335233607955,0.0,0.2511213091152523,0.23393322352419532,0.07567680743772008,0.0,1.1451904209711616,393.15,,1
43,0.2084067716068143,0.23608335233607955,0.0,0.2511213091152523,0.23393322352419532,0.07567680743772008,0.0,1.1451904209711616,403.15,,1
44,0.2084067716068143,0.23608335233607955,0.0,0.2511213091152523,0.23393322352419532,0.07567680743772008,0.0,1.1451904209711616,413.15,,1
45,0.20982059397243283,0.25924045392066564,0.0,0.39142666728238884,0.48215131866222044,0.04780099871190928,0.0,0.778094977184574,378.15,477.29757043715716,1
46,0.20982059397243283,0.25924045392066564,0.0,0.39142666728238884,0.48215131866222044,0.04780099871190928,0.0,0.778094977184574,383.15,461.9283923271512,1
47,0.20982059397243283,0.25924045392066564,0.0,0.39142666728238884,0.48215131866222044,0.04780099871190928,0.0,0.778094977184574,393.15,,1
48,0.20982059397243283,0.25924045392066564,0.0,0.39142666728238884,0.48215131866222044,0.04780099871190928,0.0,0.778094977184574,403.15,,1
49,0.20982059397243283,0.25924045392066564,0.0,0.39142666728238884,0.48215131866222044,0.04780099871190928,0.0,0.778094977184574,413.15,,1
50,0.2100720034217099,0.21654118657659033,0.0,0.2823195378198934,0.170010919244798,0.02780247940590802,0.0,1.3413712404093165,378.15,1331.8677988277345,1
51,0.2100720034217099,0.21654118657659033,0.0,0.2823195378198934,0.170010919244798,0.02780247940590802,0.0,1.3413712404093165,383.15,1325.6138515297007,1
52,0.2100720034217099,0.21654118657659033,0.0,0.2823195378198934,0.170010919244798,0.02780247940590802,0.0,1.3413712404093165,393.15,1311.0528176424743,1
53,0.2100720034217099,0.21654118657659033,0.0,0.2823195378198934,0.170010919244798,0.02780247940590802,0.0,1.3413712404093165,403.15,1299.3779903077832,1
54,0.2100720034217099,0.21654118657659033,0.0,0.2823195378198934,0.170010919244798,0.02780247940590802,0.0,1.3413712404093165,413.15,1286.092779196915,1
55,0.21113344230311373,0.2352652761280373,0.0,0.26480197891824053,0.5548940762909578,0.059588736193433176,0.0,0.8684237289782643,378.15,,1
56,0.21113344230311373,0.2352652761280373,0.0,0.26480197891824053,0.5548940762909578,0.059588736193433176,0.0,0.8684237289782643,383.15,,1
57,0.21113344230311373,0.2352652761280373,0.0,0.26480197891824053,0.5548940762909578,0.059588736193433176,0.0,0.8684237289782643,393.15,,1
58,0.21113344230311373,0.2352652761280373,0.0,0.26480197891824053,0.5548940762909578,0.059588736193433176,0.0,0.8684237289782643,403.15,,1
59,0.21113344230311373,0.2352652761280373,0.0,0.26480197891824053,0.5548940762909578,0.059588736193433176,0.0,0.8684237289782643,413.15,,1
60,0.21252565197484635,0.28348869541610217,0.0,0.39983707755008646,0.45531962682492444,0.06858019786904727,0.0,1.201594235209388,378.15,537.0390551543055,1
61,0.21252565197484635,0.28348869541610217,0.0,0.39983707755008646,0.45531962682492444,0.06858019786904727,0.0,1.201594235209388,383.15,531.4785556358511,1
62,0.21252565197484635,0.28348869541610217,0.0,0.39983707755008646,0.45531962682492444,0.06858019786904727,0.0,1.201594235209388,393.15,519.6563944490563,1
63,0.21252565197484635,0.28348869541610217,0.0,0.39983707755008646,0.45531962682492444,0.06858019786904727,0.0,1.201594235209388,403.15,,1
64,0.21252565197484635,0.28348869541610217,0.0,0.39983707755008646,0.45531962682492444,0.06858019786904727,0.0,1.201594235209388,413.15,,1
65,0.2139942933260435,0.2533274898721819,0.0,0.3711451238805688,0.3651758736544423,0.08063067734616107,0.0,0.764280646110084,378.15,584.3680289114823,1
66,0.2139942933260435,0.2533274898721819,0.0,0.3711451238805688,0.3651758736544423,0.08063067734616107,0.0,0.764280646110084,383.15,574.4974527034889,1
67,0.2139942933260435,0.2533274898721819,0.0,0.3711451238805688,0.3651758736544423,0.08063067734616107,0.0,0.764280646110084,393.15,549.3328562861965,1
68,0.2139942933260435,0.2533274898721819,0.0,0.3711451238805688,0.3651758736544423,0.08063067734616107,0.0,0.764280646110084,403.15,521.470330300497,1
69,0.2139942933260435,0.2533274898721819,0.0,0.3711451238805688,0.3651758736544423,0.08063067734616107,0.0,0.764280646110084,413.15,473.5325768862377,1
70,0.21454684967850826,0.2632735810139417,0.0,0.3119582779413546,0.2874520312821778,0.01857338645933904,0.0,1.1206818446198945,378.15,908.3309378641121,1
71,0.21454684967850826,0.2632735810139417,0.0,0.3119582779413546,0.2874520312821778,0.01857338645933904,0.0,1.1206818446198945,383.15,900.4006430142787,1
72,0.21454684967850826,0.2632735810139417,0.0,0.3119582779413546,0.2874520312821778,0.01857338645933904,0.0,1.1206818446198945,393.15,883.7747607988055,1
73,0.21454684967850826,0.2632735810139417,0.0,0.3119582779413546,0.2874520312821778,0.01857338645933904,0.0,1.1206818446198945,403.15,868.4570759342747,1
74,0.21454684967850826,0.2632735810139417,0.0,0.3119582779413546,0.2874520312821778,0.01857338645933904,0.0,1.1206818446198945,413.15,851.9970412225734,1
75,0.21599720949472775,0.2248968968644024,0.0,0.38937541532962444,0.11289412352870623,0.03256959011365221,0.0,1.2290987450006519,378.15,590.4283735236374,1
76,0.21599720949472775,0.2248968968644024,0.0,0.38937541532962444,0.11289412352870623,0.03256959011365221,0.0,1.2290987450006519,383.15,582.9601959265123,1
77,0.21599720949472775,0.2248968968644024,0.0,0.38937541532962444,0.11289412352870623,0.03256959011365221,0.0,1.2290987450006519,393.15,565.829284765586,1
