,sigma_C1,sigma_H1,sigma_H2,sigma_O1,epsilon_C1,epsilon_H1,epsilon_H2,epsilon_O1
3881,0.9328917482916064,0.49223446386740355,0.036085757243512866,0.513855927580525,0.3542764671287192,0.1812292985831166,0.0005523761750392619,0.39883998924222697
2813,0.5654475985758838,0.03324654509615453,0.022339212528441902,0.6272217093193643,0.3880348239470892,0.9074862093855659,0.7543564574558892,0.5535854870559339
6426,0.5197249221544145,0.69094422200063,0.48298917224227583,0.5266986209226666,0.9312990510924312,0.8453128475838868,0.031169442656116073,0.8948683402991554
2455,0.5599480316144051,0.712243439418674,0.03383290564546476,0.5856739072455831,0.9952775316541853,0.30591033891891833,0.14917976597377863,0.868337687321663
5427,0.5862026090794181,0.5780576352460343,0.2873675539768317,0.4611747213625708,0.4338224542372316,0.14832202848666917,0.6143122559631501,0.7666490536872795
8614,0.7239065285269572,0.33178810961076427,0.4268575588702565,0.4337847474459362,0.173513824755038,0.5964241882597997,0.7201207925510013,0.8141956668558774
5490,0.21574983121924968,0.8395013014430551,0.027126440351426927,0.42666599267910166,0.7708129883190716,0.45519381801268244,0.0650394702206598,0.5839957657660654
1883,0.49571928556010647,0.2784685141598152,0.43806333410676135,0.5308442587749348,0.023111235640441846,0.7225816366437855,0.4385265893119068,0.06597090334969785
1364,0.3518592777414223,0.25982440028659093,0.7762334479314135,0.6367236452401686,0.9009852637978403,0.714689283342375,0.07054273606922595,0.43852929827734843
262,0.7243966807788508,0.65033531827782,0.5617136781473934,0.4551125486219845,0.7026723936581444,0.22790769561661553,0.34601037770236526,0.49920186498522173
4066,0.8775851683560828,0.5488393705019319,0.3132855393583463,0.4951463373042084,0.7147741604368024,0.9915268347045015,0.4363271591175473,0.3208449226504714
7587,0.5248069103876326,0.41041983154391865,0.3726416728798413,0.5236126101722471,0.6509667142158568,0.8590026304367057,0.6724337942448535,0.5632654227904772
8382,0.01992761511036925,0.35522979165121094,0.24801779899477217,0.5197244408917527,0.10211853749012814,0.9954770691883126,0.7769548627332862,0.9702832139693762
6599,0.9379254094208503,0.9775544317215651,0.14597846182113433,0.23925477833693215,0.29001372137716563,0.9732603463675783,0.09505265971743736,0.933994814046567
8399,0.7721717545422537,0.5288920477274043,0.2534843297470398,0.5762567158615285,0.8881348271970884,0.43978716284331704,0.1381310499472498,0.44118297059936773
6420,0.70443030826485,0.18373757660565554,0.988380688695604,0.5060889739779435,0.25132352925152307,0.4402518208789065,0.21544589061487454,0.8331440573761933
7938,0.7487782062983593,0.9755568596886551,0.1079829595032846,0.4441049351177134,0.997271003458407,0.4202125298797048,0.2959369351518409,0.19471791595408167
3565,0.10108954079062038,0.47224130555145793,0.606838041003008,0.4905417676649272,0.06187952596341116,0.6152470452431398,0.23458472180825382,0.4103502307162517
108,0.8484884922499665,0.4134930909072273,0.5606301909284546,0.3993348146815284,0.15043464749183788,0.9975805209538074,0.5197138715929234,0.6524273820395355
8306,0.6901242926166112,0.017361530256640483,0.8952656960307025,0.5731635521173218,0.5153293891632019,0.5475143884862602,0.018436173885509017,0.005986250594380413
7766,0.8248101029492346,0.8653079570148161,0.27862999353575074,0.3909341221027375,0.8479170526561457,0.6605186313183807,0.342271677605167,0.5930789347867707
2042,0.6563018334560538,0.03337064435029637,0.2215385357577172,0.6170291287509706,0.011445915866594202,0.8582868402655738,0.2641045064587331,0.19876884614069212
7698,0.5072855444477086,0.4788564164927386,0.6276363491396907,0.5605115567349571,0.87927300221683,0.047692494591554765,0.2753601374843773,0.7135325918229216
2012,0.39554515670689844,0.011543719787938654,0.7272821656803231,0.7145880022441752,0.7161718170476966,0.891396002387032,0.2629811585466513,0.9909191761279892
5888,0.08268142535558748,0.0636074972598462,0.7720651645974014,0.5921529890567108,0.01898682708670123,0.6216056052523481,0.7143486072927289,0.9992357982547687
4655,0.00942406956203075,0.17552592456948832,0.19272199306831553,0.6927330322919045,0.5309714517805689,0.4835553477484026,0.02425781289010841,0.6575776308243455
4660,0.4208650314331607,0.016716496204356713,0.37894116044145437,0.631305530370853,0.08235153140471628,0.6215750530166558,0.5871851402124663,0.5620058725542125
2129,0.8276244538243512,0.16000995255687167,0.21404712964461114,0.6178578858803346,0.45925322468307583,0.7867348451934446,0.13511222427936614,0.7820053253256778
7046,0.017340648094706743,0.31141801371166117,0.52549760925903,0.6324216612464838,0.8163079465876772,0.9529223490950982,0.09722910035850067,0.622416151145755
