,sigma_C1,sigma_C2,sigma_F1,sigma_F2,sigma_H1,epsilon_C1,epsilon_C2,epsilon_F1,epsilon_F2,epsilon_H1,mse_liq_density,mapd_liq_density,mae_liq_density,mse_vap_density,mapd_vap_density,mae_vap_density,mse_Pvap,mapd_Pvap,mae_Pvap,mse_Hvap,mapd_Hvap,mae_Hvap,mse_Tc,mapd_Tc,mae_Tc,mse_rhoc,mapd_rhoc,mae_rhoc
0,0.3054407607992991,0.3995672175831363,0.2794129941999181,0.301666193304402,0.1856443283435379,0.2231496414796078,0.3506980254106728,0.3208342909883875,0.1842695225036855,0.073236574291776,327.777294273625,1.3685446709924756,17.87299034666653,0.5818511208194675,1.9017820750848864,0.6426282097666682,0.1413873133830502,3.5517682663265884,0.2968617182157774,9.420199206782554,2.4291486228711032,3.043186831396875,3.406205090224392,0.5437804112533391,1.8455907157938327,0.1786541742660619,0.07390715545572549,0.42267502205129404
1,0.3085657281785031,0.3934484199324989,0.312885158296206,0.2794306797079631,0.2211689258436396,0.3655426758760585,0.4727877769172585,0.1724320978311486,0.1862846713799649,0.0792273480750937,28.70325581192667,0.37062462372080857,4.669398590666788,6.273797166325577,2.7969754756419323,1.7581208863444484,0.29760288443791455,4.2750052953344255,0.40228137356666654,0.8613321484827985,0.6678655819559012,0.7677976807944873,3.406205090224392,0.5437804112533391,1.8455907157938327,0.1786541742660619,0.07390715545572549,0.42267502205129404
2,0.3120243277642329,0.3912620319789399,0.298220850088118,0.2794807761521929,0.2499817751013847,0.2493481767933668,0.2898705251578143,0.308107843181062,0.2518280671514338,0.0455502367080193,16.445964821721553,0.2764572282045906,3.7140564442222965,21.25120547863772,7.886764474891242,3.726041503380005,0.882412172871945,9.419474310129388,0.7436930807164439,0.20573961303880015,0.34676568410738434,0.4375042814266578,3.406205090224392,0.5437804112533391,1.8455907157938327,0.1786541742660619,0.07390715545572549,0.42267502205129404
3,0.3141587874944143,0.3720020333023133,0.3282851142287679,0.2549464126089318,0.2633176046695947,0.2320468019340233,0.4743082919850495,0.286434225616239,0.2281902142286912,0.0378685200609373,81.75253997083952,0.48015960348545184,5.632638637777791,3.1086293125681217,2.3063515949346023,1.2845401334288844,0.16251880167968719,2.337468036328123,0.22325343923733337,8.599926868192878,2.3092618443342947,2.823280794678581,3.406205090224392,0.5437804112533391,1.8455907157938327,0.1786541742660619,0.07390715545572549,0.42267502205129404
4,0.3232162753559555,0.3871531309853275,0.3075718542211542,0.2828303765626039,0.1804144615254788,0.4320638723387509,0.1847560443656455,0.3085812542203666,0.2165599779182221,0.0597843336176508,79.54344757578039,0.646463405327722,8.100970284444566,24.616928043034385,7.399292146398315,3.778184238562223,0.713098747838771,8.23138936799079,0.6528305987533324,0.32248997167272464,0.40017861636526253,0.4579275859591746,3.406205090224392,0.5437804112533391,1.8455907157938327,0.1786541742660619,0.07390715545572549,0.42267502205129404
5,0.3261655007012475,0.3370797852993841,0.3201553541112943,0.2794298240460106,0.2089174986828837,0.2857928386501334,0.3947233675630913,0.2676072275285133,0.2973625153354386,0.0770848345769293,28.443916264038176,0.3470195045908503,4.350015500000017,3.540804310143943,3.4905559350912068,1.4494004348333365,0.03642082338201582,2.562397016018916,0.16495785609733288,38.09943338143798,4.797267143684094,6.1709268287608925,3.406205090224392,0.5437804112533391,1.8455907157938327,0.1786541742660619,0.07390715545572549,0.42267502205129404
6,0.3296430372223348,0.3281150184959454,0.3356686551057532,0.267089035891779,0.1841883750171342,0.4231537605887117,0.2952335686824555,0.2533325502495515,0.3186759897888872,0.032259722917851,108.21414685773667,0.754378581178185,10.009906353111138,5.189098643179564,2.354413564455678,1.5979687592488852,0.14736598642424042,1.7379533952146216,0.20909023582799985,16.03181838687364,3.043945004086381,3.97440396644499,3.406205090224392,0.5437804112533391,1.8455907157938327,0.1786541742660619,0.07390715545572549,0.42267502205129404
7,0.3302896789157137,0.3945220871627485,0.3045205771596764,0.2790380706276933,0.2662951269619069,0.4582135221889752,0.3982284967008053,0.2185108226085445,0.1442013001902929,0.050230146177598,317.0112643392537,1.2724692460338127,15.886810664444557,18.245441274529504,5.309916800512192,3.2949206920955563,0.03455916370847746,2.428073443239595,0.13924325749355596,14.176466318475827,2.7821158212246364,3.1968320325247306,3.406205090224392,0.5437804112533391,1.8455907157938327,0.1786541742660619,0.07390715545572549,0.42267502205129404
8,0.3328259955946153,0.3855712094423045,0.3108972205996301,0.2897231307281782,0.1911545986810648,0.1814530716581185,0.4539091361157877,0.1279583800527564,0.3014018922964068,0.0417450705534759,364.60365068525454,1.4302654054476394,18.939064050222168,1.0795030963945846,3.0365180960798996,0.904329350333326,0.1294867429441243,4.4395290199482815,0.30545724772577704,0.8247216879209445,0.6994251146436479,0.8330441184735292,3.406205090224392,0.5437804112533391,1.8455907157938327,0.1786541742660619,0.07390715545572549,0.42267502205129404
9,0.3425832513037278,0.3847692723125629,0.327302417900696,0.2608185913342291,0.2667702519879936,0.3027642394755263,0.3359983624626561,0.2041725364244668,0.2513835578859001,0.0722018001961082,477.1004618030468,1.5608395596007536,21.060834010444523,27.959175421445003,5.771944569251336,3.605311987535554,0.04762221620915544,3.445371223995068,0.1922187887811117,6.545702964681993,1.8037971658851757,2.015957116679002,3.406205090224392,0.5437804112533391,1.8455907157938327,0.1786541742660619,0.07390715545572549,0.42267502205129404
