sigma_C1,sigma_C2,sigma_H1,sigma_H2,sigma_H3,sigma_H4,sigma_O1,sigma_O2,epsilon_C1,epsilon_C2,epsilon_H1,epsilon_H2,epsilon_H3,epsilon_H4,epsilon_O1,epsilon_O2,temperature
2.1781867250957378e-06,7.538840551823967e-08,-0.004578702990493379,-0.09154884797696808,0.0,0.0,-0.9908944704433245,4.961210689545411e-06,0.0073769490111887034,0.016892840087571956,0.040145991989095145,0.002877918219741128,0.0,0.0,-0.009418083419922257,0.014751545723300515,-0.08637079033423128
4.538222537466687e-06,-1.3127834741166744e-05,-0.010134196601772349,-0.9023036830330653,0.0,0.0,0.11461772272390024,-6.367188392034664e-07,0.010824362499534204,0.024796655241332406,-0.11112639292240947,0.004136978779671183,0.0,0.0,-0.013793047798044324,0.021662855066087658,-0.3985603855116927
1.2983054326779018e-06,-8.337961426079128e-06,-0.008803411488345465,-0.40326399488167347,1.1102230246251565e-16,0.0,-0.045783034845238366,7.163594152977275e-06,-0.01611061743245772,-0.036880232788168585,-0.05629934056578089,-0.006315913973506003,0.0,0.0,0.020571763510189797,-0.03217792320974884,0.9104486463815719
-5.5639652041961786e-05,-6.388968286676067e-05,0.32850249302651546,0.05336774383605665,2.7755575615628914e-17,0.0,-0.04374784871995939,-0.00013459913018607706,-0.21773214173482786,-0.49843696232084517,-0.5611048085031493,-0.0844426598454721,0.0,0.0,0.27780742785758816,-0.4349193238493052,-0.05636001527159948
1.0250628402735831e-05,0.00011337136136474295,0.01144986785143524,0.1042122472625526,-1.1102230246251565e-16,0.0,-0.02910492226745485,6.834362671769772e-05,0.17326087216602035,0.39669762542550857,-0.791652337987912,0.06700302254424369,-9.902150250035163e-36,0.0,-0.22110412050806144,0.3458553820144752,0.03267187520951845
-6.451625103538502e-05,-0.00023105744114052147,0.9443269609812707,-0.03371508684281215,1.1102230246251565e-16,-1.1102230246251565e-16,0.011570172618321816,-0.0003139140164902162,0.07373231795760783,0.16839377479142173,0.2032669830914015,0.029022950721615946,-1.1972072176263465e-33,0.0,-0.09414088258809786,0.1470767583863152,0.023001388681492076
0.0686032522816094,0.5065427045883146,-0.00019751958520778518,-7.530575605230183e-05,-1.5681900222830336e-15,1.1303458169464875e-14,9.758505243928628e-06,0.1805931415720106,0.09579042868863415,-0.05654316730575989,-7.552984836479287e-05,0.6967800655532052,-1.6252444675441888e-19,0.0,-0.321385609458436,-0.3239290709278182,1.5105772698115194e-05
-0.09057565903819316,0.24151914889059203,0.000525962143031326,-6.09910953167786e-06,-1.2612133559741778e-13,5.352489285126438e-14,2.3197358203774776e-07,0.7429057471828596,0.18256158208320597,0.19003049646695888,0.00024159838274144183,-0.5019511176133089,-9.75781955236954e-19,0.0,-0.04558233861837448,-0.2410026364650713,-2.7891640875216117e-05
-0.15043229232709315,0.2878408055063935,0.00013603016852588821,2.132376355991339e-05,-7.254613576535007e-14,1.193802001697719e-13,2.2473589399440996e-06,0.27328317871547025,0.10097378771925529,-0.12758990175021834,-0.00011840554376083695,0.25981462515531856,0.0,0.0,0.6966870981846383,0.4903902793438949,1.5048768186379236e-05
0.09218526784472021,-0.3330528985298198,-7.042855857687137e-05,1.727200659063649e-05,-1.3742479376688266e-14,5.027228633380787e-15,3.3072962441482723e-06,0.49016139024275013,-0.2887193597249909,-0.46890648117956535,-0.00015339340821344388,0.10907846082515474,0.0,0.0,-0.4032712354711949,0.40318912325170214,5.8703254429276486e-06
0.2908871165811626,0.14056892851986025,-7.654568496538727e-05,1.5400899724658107e-05,3.493559608269692e-13,2.469682444661281e-13,-5.197477812218798e-06,-0.17769326359487486,0.7329613951509745,-0.486734066873514,-2.3990333266618938e-05,-0.222294469653774,0.0,0.0,-0.13986814500210915,0.14467125208591425,-8.597385618692305e-06
0.047082439833365776,0.686570204990115,0.0002349803535867563,8.381470619850395e-06,-2.8534119511647305e-13,-2.6014260190443395e-13,8.418032125812047e-07,-0.23269351827761856,-0.47019621938079714,-0.09563325755180349,9.531343520565588e-05,-0.34766944509380854,-1.1102230246251565e-16,0.0,-0.20163597842441594,0.28371983387873423,-2.495732841820142e-06
