molecule,avg_mse_liq_density,avg_mapd_liq_density,avg_mse_surf_tens,avg_mapd_surf_tens
EG,0.21063236717260242,0.029829163294613346,0.9927554875978648,2.054320697751681
MeOH,0.9244464139740843,0.08277241296555268,0.7941776691215913,2.924204804750801
Gly,24.41495713221437,0.25191358433018063,1027.332066896977,26.61177995956278
DMSO,0.10754272361039527,0.02193221246575685,0.4795845378487602,1.6092196616707457
DMF,0.21641661930288275,0.03424167999589143,0.8831275236696582,2.504707121412297
DEC,661.367876888409,0.4199346991603821,0.6049480318627201,4.612256076157919
