split,kernel_liq_density,mse_liq_density,mapd_liq_density,kernel_surf_tens,mse_surf_tens,mapd_surf_tens
0,RQ,13164.218705516194,12.348471226776663,RQ,11.602988726126158,257.35861063672525
1,RQ,37366.84884724652,20.443764035210364,RQ,0.45164256112567,2.593034299218351
2,RQ,39255.10225751226,17.83592194186569,RQ,0.2755545426199001,2.0543647652349906
3,RQ,1511.3481275021843,3.963686558878135,RQ,1.7706173834691523,6.247471208607168
4,RQ,21.646982813826728,0.4018309134658893,RQ,13.405054454411095,15.597524720074311
5,RQ,5.41748089064893,0.2397730706069178,RQ,0.0961066379417573,0.9485100565558932
6,RQ,195.11941152756216,1.4445018673755643,RQ,0.6957057403853968,3.1685627430869348
7,RQ,180.2009633210357,1.1441413940855496,RQ,1.2111804515904667,4.038585816848029
8,RQ,92.03910109636762,0.8705167148236409,RQ,3.70259737919708,8.798355515270547
9,RQ,146.45240378949765,1.2679266439137864,RQ,82.79211475394675,36.2988293506995
10,RQ,225.77300253315804,1.5745734044683706,RQ,1.0300652816215468,4.062684825194076
11,RQ,294.84638680232564,1.817650657710871,RQ,2.3608737073824004,7.102477296766054
12,RQ,127.2185198687204,1.0257550101536523,RQ,1.3394080405988944,4.990493002062332
13,RQ,31.68709851564531,0.5038102398109665,RQ,2.5780542620395144,4.531711968569979
14,RQ,162.76516910757724,1.175002301732441,RQ,11.855138472619249,15.1415293395694
15,RQ,226.759221001504,1.565688564086514,RQ,0.7907252533360817,2.1201957693986
16,RQ,216.76893691208195,1.5498618844730794,RQ,0.9035240710251172,3.3226737479518
17,RQ,211.7444894646288,1.511745020743024,RQ,3.063827636951418,5.987504908989435
18,RQ,30.476366829239804,0.4959347467190099,RQ,23.103410956206176,15.937709691413763
19,RQ,288.47770653458093,1.453296009983049,RQ,0.237257664954887,2.1133306867609827
20,RQ,8.715251216955846,0.2583984071676648,RQ,0.1248154697935218,1.055320490910142
21,RQ,465.8433342907967,2.2808309324954776,RQ,3.0173849180203933,6.458974148242377
22,RQ,1097.9485240596705,3.450740349404528,RQ,9.019402496979655,11.12463144503612
23,RQ,254.06837554093173,1.3704089805823558,RQ,27.71706000108174,13.681772128636322
24,RQ,720.983579632128,2.7023475839660853,RQ,21.27268775469052,17.1186796304453
