,sigma_C1,sigma_C2,sigma_C3,sigma_H1,sigma_H2,sigma_O1,sigma_O2,epsilon_C1,epsilon_C2,epsilon_C3,epsilon_H1,epsilon_H2,epsilon_O1,epsilon_O2,temperature,liq_density,liq_density_unc,surf_tens,surf_tens_unc
10,0.27657624757854,0.38158509147427855,0.3792206746442511,0.2683682382406774,0.2477702794405351,0.23428116052095513,0.31248365997988864,0.6077141030257673,0.41424889749034693,0.3791304098857019,0.03615637663471484,0.07785018094328201,0.8306573305772214,0.6592654985744273,273.18,995.8999359728765,0.14670600508932122,29.002499999999998,0.2345207879911715
11,0.27657624757854,0.38158509147427855,0.3792206746442511,0.2683682382406774,0.2477702794405351,0.23428116052095513,0.31248365997988864,0.6077141030257673,0.41424889749034693,0.3791304098857019,0.03615637663471484,0.07785018094328201,0.8306573305772214,0.6592654985744273,293.16,971.1057507416955,0.1730129437575157,25.7854,0.20615528128088303
12,0.27657624757854,0.38158509147427855,0.3792206746442511,0.2683682382406774,0.2477702794405351,0.23428116052095513,0.31248365997988864,0.6077141030257673,0.41424889749034693,0.3791304098857019,0.03615637663471484,0.07785018094328201,0.8306573305772214,0.6592654985744273,313.19,947.032058929358,0.2941930154813493,23.7611,0.2645751311064591
13,0.27657624757854,0.38158509147427855,0.3792206746442511,0.2683682382406774,0.2477702794405351,0.23428116052095513,0.31248365997988864,0.6077141030257673,0.41424889749034693,0.3791304098857019,0.03615637663471484,0.07785018094328201,0.8306573305772214,0.6592654985744273,333.18,920.9102072305843,0.18327210245381784,22.192,0.21213203435596426
14,0.27657624757854,0.38158509147427855,0.3792206746442511,0.2683682382406774,0.2477702794405351,0.23428116052095513,0.31248365997988864,0.6077141030257673,0.41424889749034693,0.3791304098857019,0.03615637663471484,0.07785018094328201,0.8306573305772214,0.6592654985744273,353.19,895.5883353445731,0.186186063095808,18.656950000000002,0.21794494717703372
15,0.2770912062536905,0.2898034066436188,0.2733040839589594,0.23320221320276524,0.2304646949738182,0.36152625076837697,0.37217713978572314,0.47429440798923,0.32052284941423037,0.4559230073365367,0.020038067007591847,0.07257423886861111,0.7584667721687885,0.6617100507185398,273.18,1005.6592402833788,0.21688501699674645,26.494799999999998,0.2
16,0.2770912062536905,0.2898034066436188,0.2733040839589594,0.23320221320276524,0.2304646949738182,0.36152625076837697,0.37217713978572314,0.47429440798923,0.32052284941423037,0.4559230073365367,0.020038067007591847,0.07257423886861111,0.7584667721687885,0.6617100507185398,293.16,978.2735719188887,0.16789559829614514,23.601,0.2
17,0.2770912062536905,0.2898034066436188,0.2733040839589594,0.23320221320276524,0.2304646949738182,0.36152625076837697,0.37217713978572314,0.47429440798923,0.32052284941423037,0.4559230073365367,0.020038067007591847,0.07257423886861111,0.7584667721687885,0.6617100507185398,313.19,949.8488317807643,0.21042652752683613,19.90005,0.2449489742783178
18,0.2770912062536905,0.2898034066436188,0.2733040839589594,0.23320221320276524,0.2304646949738182,0.36152625076837697,0.37217713978572314,0.47429440798923,0.32052284941423037,0.4559230073365367,0.020038067007591847,0.07257423886861111,0.7584667721687885,0.6617100507185398,333.18,920.9412523808836,0.38542595947796265,17.97865,0.10488088481701517
19,0.2770912062536905,0.2898034066436188,0.2733040839589594,0.23320221320276524,0.2304646949738182,0.36152625076837697,0.37217713978572314,0.47429440798923,0.32052284941423037,0.4559230073365367,0.020038067007591847,0.07257423886861111,0.7584667721687885,0.6617100507185398,353.19,891.4955016772587,0.09424084716048158,15.54645,0.2
20,0.2834335827878711,0.3447215847192474,0.3223817499737863,0.26797445390596847,0.2944896361444328,0.3059015609030472,0.20814763965595295,0.5963047282262737,0.610221819405345,0.6052788480477554,0.04309956364630902,0.07817346292254201,0.453497902925569,0.6460355131953894,273.18,1013.2280062584341,0.37584564761355127,28.1734,0.20615528128088303
21,0.2834335827878711,0.3447215847192474,0.3223817499737863,0.26797445390596847,0.2944896361444328,0.3059015609030472,0.20814763965595295,0.5963047282262737,0.610221819405345,0.6052788480477554,0.04309956364630902,0.07817346292254201,0.453497902925569,0.6460355131953894,293.16,988.0175636288453,0.15654496631769682,25.722500000000004,0.18708286933869708
22,0.2834335827878711,0.3447215847192474,0.3223817499737863,0.26797445390596847,0.2944896361444328,0.3059015609030472,0.20814763965595295,0.5963047282262737,0.610221819405345,0.6052788480477554,0.04309956364630902,0.07817346292254201,0.453497902925569,0.6460355131953894,313.19,961.2725403979033,0.3366608686217634,24.4996,0.223606797749979
23,0.2834335827878711,0.3447215847192474,0.3223817499737863,0.26797445390596847,0.2944896361444328,0.3059015609030472,0.20814763965595295,0.5963047282262737,0.610221819405345,0.6052788480477554,0.04309956364630902,0.07817346292254201,0.453497902925569,0.6460355131953894,333.18,934.5384738438609,0.2917341195751303,21.425250000000002,0.18027756377319948
24,0.2834335827878711,0.3447215847192474,0.3223817499737863,0.26797445390596847,0.2944896361444328,0.3059015609030472,0.20814763965595295,0.5963047282262737,0.610221819405345,0.6052788480477554,0.04309956364630902,0.07817346292254201,0.453497902925569,0.6460355131953894,353.19,907.432177666043,0.22224344411481642,19.30675,0.21794494717703372
25,0.287739190598724,0.39123819778691027,0.385542964122187,0.25088179082708817,0.21530808037426777,0.376710464923795,0.2070971303072365,0.17479371884216893,0.5217015300016576,0.39283932704477276,0.050487806707147684,0.017825429692241046,0.35490158619580914,1.0784087976731218,273.18,989.0983773482794,0.3336262477500234,28.149900000000002,0.19364916731037085
26,0.287739190598724,0.39123819778691027,0.385542964122187,0.25088179082708817,0.21530808037426777,0.376710464923795,0.2070971303072365,0.17479371884216893,0.5217015300016576,0.39283932704477276,0.050487806707147684,0.017825429692241046,0.35490158619580914,1.0784087976731218,293.16,966.6024937925221,0.28641514593605094,26.33865,0.19364916731037085
27,0.287739190598724,0.39123819778691027,0.385542964122187,0.25088179082708817,0.21530808037426777,0.376710464923795,0.2070971303072365,0.17479371884216893,0.5217015300016576,0.39283932704477276,0.050487806707147684,0.017825429692241046,0.35490158619580914,1.0784087976731218,313.19,943.4852005730911,0.1153542292960906,23.873500000000003,0.16583123951777
28,0.287739190598724,0.39123819778691027,0.385542964122187,0.25088179082708817,0.21530808037426777,0.376710464923795,0.2070971303072365,0.17479371884216893,0.5217015300016576,0.39283932704477276,0.050487806707147684,0.017825429692241046,0.35490158619580914,1.0784087976731218,333.18,920.0697829510774,0.1476870591555895,21.7607,0.223606797749979
29,0.287739190598724,0.39123819778691027,0.385542964122187,0.25088179082708817,0.21530808037426777,0.376710464923795,0.2070971303072365,0.17479371884216893,0.5217015300016576,0.39283932704477276,0.050487806707147684,0.017825429692241046,0.35490158619580914,1.0784087976731218,353.19,896.414890415904,0.2333343358008933,18.7749,0.2
30,0.2946016204546037,0.38740459103682867,0.3999262149403909,0.2279104559828593,0.28995709284926574,0.30354764710527316,0.32546648318085414,0.24567960960944818,0.42748044185457723,0.31413053617244335,0.022783470766972555,0.024281584882133805,0.7711099093817109,0.829215319957497,273.18,992.5905743415525,0.15844252653289467,30.439800000000005,0.30000000000000004
31,0.2946016204546037,0.38740459103682867,0.3999262149403909,0.2279104559828593,0.28995709284926574,0.30354764710527316,0.32546648318085414,0.24567960960944818,0.42748044185457723,0.31413053617244335,0.022783470766972555,0.024281584882133805,0.7711099093817109,0.829215319957497,293.16,969.753125629631,0.2688927658090134,27.8465,0.21794494717703372
32,0.2946016204546037,0.38740459103682867,0.3999262149403909,0.2279104559828593,0.28995709284926574,0.30354764710527316,0.32546648318085414,0.24567960960944818,0.42748044185457723,0.31413053617244335,0.022783470766972555,0.024281584882133805,0.7711099093817109,0.829215319957497,313.19,947.0715927008104,0.17679546229541923,25.4773,0.20615528128088303
33,0.2946016204546037,0.38740459103682867,0.3999262149403909,0.2279104559828593,0.28995709284926574,0.30354764710527316,0.32546648318085414,0.24567960960944818,0.42748044185457723,0.31413053617244335,0.022783470766972555,0.024281584882133805,0.7711099093817109,0.829215319957497,333.18,923.583794924413,0.17144228763357366,23.38145,0.19364916731037085
34,0.2946016204546037,0.38740459103682867,0.3999262149403909,0.2279104559828593,0.28995709284926574,0.30354764710527316,0.32546648318085414,0.24567960960944818,0.42748044185457723,0.31413053617244335,0.022783470766972555,0.024281584882133805,0.7711099093817109,0.829215319957497,353.19,899.3698367088712,0.29329481271541963,21.37865,0.2
35,0.32356541289245616,0.3208568187516691,0.3192140464600474,0.2737442036176229,0.23258520950285497,0.32040014084770274,0.3197603852111513,0.4933836744544798,0.39605467869290567,0.19140044301258421,0.030084891962411247,0.020275142234728444,0.8210790893815134,1.0431884833757206,273.18,1008.0598158929787,0.26437437181601003,26.99885,0.223606797749979
36,0.32356541289245616,0.3208568187516691,0.3192140464600474,0.2737442036176229,0.23258520950285497,0.32040014084770274,0.3197603852111513,0.4933836744544798,0.39605467869290567,0.19140044301258421,0.030084891962411247,0.020275142234728444,0.8210790893815134,1.0431884833757206,293.16,982.6467231954874,0.22205451344333213,24.8218,0.20615528128088303
37,0.32356541289245616,0.3208568187516691,0.3192140464600474,0.2737442036176229,0.23258520950285497,0.32040014084770274,0.3197603852111513,0.4933836744544798,0.39605467869290567,0.19140044301258421,0.030084891962411247,0.020275142234728444,0.8210790893815134,1.0431884833757206,313.19,957.0917513853833,0.4412474072401807,22.1884,0.1332291259447423
38,0.32356541289245616,0.3208568187516691,0.3192140464600474,0.2737442036176229,0.23258520950285497,0.32040014084770274,0.3197603852111513,0.4933836744544798,0.39605467869290567,0.19140044301258421,0.030084891962411247,0.020275142234728444,0.8210790893815134,1.0431884833757206,333.18,931.0701924552444,0.3376010183100658,20.572300000000002,0.18708286933869708
39,0.32356541289245616,0.3208568187516691,0.3192140464600474,0.2737442036176229,0.23258520950285497,0.32040014084770274,0.3197603852111513,0.4933836744544798,0.39605467869290567,0.19140044301258421,0.030084891962411247,0.020275142234728444,0.8210790893815134,1.0431884833757206,353.19,904.0949997686472,0.17662681962846496,18.031450000000003,0.11937336386313323
40,0.3275396347114807,0.23431255506073073,0.31444711527619357,0.23153718118578154,0.29065547589080953,0.3190839501026919,0.26025981366063816,0.4984088652465274,0.6066062368171555,0.1841809746452404,0.07333171454842186,0.08248619158460187,0.8202668401526823,0.9948495647799154,273.18,1005.3766644709303,0.05768059679044173,27.875950000000003,0.17320508075688773
41,0.3275396347114807,0.23431255506073073,0.31444711527619357,0.23153718118578154,0.29065547589080953,0.3190839501026919,0.26025981366063816,0.4984088652465274,0.6066062368171555,0.1841809746452404,0.07333171454842186,0.08248619158460187,0.8202668401526823,0.9948495647799154,293.16,978.3857967311122,0.17284544809334743,24.1077,0.2
42,0.3275396347114807,0.23431255506073073,0.31444711527619357,0.23153718118578154,0.29065547589080953,0.3190839501026919,0.26025981366063816,0.4984088652465274,0.6066062368171555,0.1841809746452404,0.07333171454842186,0.08248619158460187,0.8202668401526823,0.9948495647799154,313.19,949.1905367979762,0.5147836424314127,21.414050000000003,0.229128784747792
43,0.3275396347114807,0.23431255506073073,0.31444711527619357,0.23153718118578154,0.29065547589080953,0.3190839501026919,0.26025981366063816,0.4984088652465274,0.6066062368171555,0.1841809746452404,0.07333171454842186,0.08248619158460187,0.8202668401526823,0.9948495647799154,333.18,919.978421668442,0.4285579705764866,19.906100000000002,0.19364916731037085
44,0.3275396347114807,0.23431255506073073,0.31444711527619357,0.23153718118578154,0.29065547589080953,0.3190839501026919,0.26025981366063816,0.4984088652465274,0.6066062368171555,0.1841809746452404,0.07333171454842186,0.08248619158460187,0.8202668401526823,0.9948495647799154,353.19,889.5465261405203,0.17960058380729554,16.691100000000002,0.2
45,0.3359213838438353,0.3973181065449525,0.25131415582696964,0.241352300098916,0.24084551795249445,0.3600361085144054,0.26380501525876543,0.6023017245231492,0.1967899178761128,0.545716190489503,0.06683959990317222,0.018247736662953883,0.3371743902331416,1.0824363636791396,273.18,998.1095142509403,0.08309338932345048,30.747100000000003,0.158113883008419
46,0.3359213838438353,0.3973181065449525,0.25131415582696964,0.241352300098916,0.24084551795249445,0.3600361085144054,0.26380501525876543,0.6023017245231492,0.1967899178761128,0.545716190489503,0.06683959990317222,0.018247736662953883,0.3371743902331416,1.0824363636791396,293.16,973.9948268495336,0.10899657843481354,29.002050000000004,0.158113883008419
47,0.3359213838438353,0.3973181065449525,0.25131415582696964,0.241352300098916,0.24084551795249445,0.3600361085144054,0.26380501525876543,0.6023017245231492,0.1967899178761128,0.545716190489503,0.06683959990317222,0.018247736662953883,0.3371743902331416,1.0824363636791396,313.19,950.2569584714942,0.18967910924487066,25.391450000000003,0.17320508075688773
48,0.3359213838438353,0.3973181065449525,0.25131415582696964,0.241352300098916,0.24084551795249445,0.3600361085144054,0.26380501525876543,0.6023017245231492,0.1967899178761128,0.545716190489503,0.06683959990317222,0.018247736662953883,0.3371743902331416,1.0824363636791396,333.18,925.9259239907552,0.2604461136233791,24.006050000000002,0.18708286933869708
49,0.3359213838438353,0.3973181065449525,0.25131415582696964,0.241352300098916,0.24084551795249445,0.3600361085144054,0.26380501525876543,0.6023017245231492,0.1967899178761128,0.545716190489503,0.06683959990317222,0.018247736662953883,0.3371743902331416,1.0824363636791396,353.19,900.7814482605395,0.23895236114709287,19.957,0.18708286933869708
50,0.3393152683094691,0.39264284349637213,0.22329749842298505,0.17272143379445504,0.24911930885421624,0.30689745717112704,0.3465575770090788,0.4794924160795775,0.10051866327448278,0.40611809970063656,0.02953535872150867,0.08228963381681413,0.7812462361954137,0.809900969716423,273.18,1007.4611357605395,0.09381789575765144,28.273750000000003,0.25
51,0.3393152683094691,0.39264284349637213,0.22329749842298505,0.17272143379445504,0.24911930885421624,0.30689745717112704,0.3465575770090788,0.4794924160795775,0.10051866327448278,0.40611809970063656,0.02953535872150867,0.08228963381681413,0.7812462361954137,0.809900969716423,293.16,980.5994506250235,0.22313044019190426,24.0682,0.32015621187164245
52,0.3393152683094691,0.39264284349637213,0.22329749842298505,0.17272143379445504,0.24911930885421624,0.30689745717112704,0.3465575770090788,0.4794924160795775,0.10051866327448278,0.40611809970063656,0.02953535872150867,0.08228963381681413,0.7812462361954137,0.809900969716423,313.19,953.6970251450201,0.19071391139610386,22.0731,0.2598076211353316
53,0.3393152683094691,0.39264284349637213,0.22329749842298505,0.17272143379445504,0.24911930885421624,0.30689745717112704,0.3465575770090788,0.4794924160795775,0.10051866327448278,0.40611809970063656,0.02953535872150867,0.08228963381681413,0.7812462361954137,0.809900969716423,333.18,926.717349095518,0.2920895241186059,20.64965,0.2345207879911715
54,0.3393152683094691,0.39264284349637213,0.22329749842298505,0.17272143379445504,0.24911930885421624,0.30689745717112704,0.3465575770090788,0.4794924160795775,0.10051866327448278,0.40611809970063656,0.02953535872150867,0.08228963381681413,0.7812462361954137,0.809900969716423,353.19,898.5166854400818,0.384158322623162,17.01795,0.229128784747792
55,0.3424953997899972,0.2996171298198288,0.27902528864138915,0.2865835584739259,0.1510494942186512,0.37358114664586023,0.271899068749331,0.531308298177201,0.12426803934904329,0.6212463499247279,0.02423538643330938,0.08113269973302843,0.62417405511163,1.0414308049020904,273.18,995.5626934284879,0.504489007584546,23.481450000000002,0.18708286933869708
56,0.3424953997899972,0.2996171298198288,0.27902528864138915,0.2865835584739259,0.1510494942186512,0.37358114664586023,0.271899068749331,0.531308298177201,0.12426803934904329,0.6212463499247279,0.02423538643330938,0.08113269973302843,0.62417405511163,1.0414308049020904,293.16,970.6767076372576,0.08288749949993632,21.94245,0.18027756377319948
57,0.3424953997899972,0.2996171298198288,0.27902528864138915,0.2865835584739259,0.1510494942186512,0.37358114664586023,0.271899068749331,0.531308298177201,0.12426803934904329,0.6212463499247279,0.02423538643330938,0.08113269973302843,0.62417405511163,1.0414308049020904,313.19,944.7148010912822,0.20403150565435713,20.842200000000002,0.18708286933869708
58,0.3424953997899972,0.2996171298198288,0.27902528864138915,0.2865835584739259,0.1510494942186512,0.37358114664586023,0.271899068749331,0.531308298177201,0.12426803934904329,0.6212463499247279,0.02423538643330938,0.08113269973302843,0.62417405511163,1.0414308049020904,333.18,918.4329899387901,0.3269387051000606,17.330350000000003,0.16583123951777
59,0.3424953997899972,0.2996171298198288,0.27902528864138915,0.2865835584739259,0.1510494942186512,0.37358114664586023,0.271899068749331,0.531308298177201,0.12426803934904329,0.6212463499247279,0.02423538643330938,0.08113269973302843,0.62417405511163,1.0414308049020904,353.19,891.7673804013551,0.16834276436819925,16.063,0.2
60,0.3450278933796803,0.29999328582379836,0.22970493684106497,0.1846341119353333,0.2076782012333934,0.3580717038733668,0.3871654425631257,0.14220647157818259,0.5868554210532564,0.13298535772184297,0.020721737066607068,0.047456674974939494,0.6783333456073642,0.9372706907076479,273.18,1005.1600687605817,0.13173455762329717,26.236050000000002,0.21213203435596426
61,0.3450278933796803,0.29999328582379836,0.22970493684106497,0.1846341119353333,0.2076782012333934,0.3580717038733668,0.3871654425631257,0.14220647157818259,0.5868554210532564,0.13298535772184297,0.020721737066607068,0.047456674974939494,0.6783333456073642,0.9372706907076479,293.16,978.9837861730308,0.125471769821616,23.176750000000002,0.2345207879911715
62,0.3450278933796803,0.29999328582379836,0.22970493684106497,0.1846341119353333,0.2076782012333934,0.3580717038733668,0.3871654425631257,0.14220647157818259,0.5868554210532564,0.13298535772184297,0.020721737066607068,0.047456674974939494,0.6783333456073642,0.9372706907076479,313.19,952.5088444358585,0.15753740615383938,21.63315,0.17320508075688773
63,0.3450278933796803,0.29999328582379836,0.22970493684106497,0.1846341119353333,0.2076782012333934,0.3580717038733668,0.3871654425631257,0.14220647157818259,0.5868554210532564,0.13298535772184297,0.020721737066607068,0.047456674974939494,0.6783333456073642,0.9372706907076479,333.18,924.8912935070113,0.20264950488636885,17.686000000000003,0.19364916731037085
64,0.3450278933796803,0.29999328582379836,0.22970493684106497,0.1846341119353333,0.2076782012333934,0.3580717038733668,0.3871654425631257,0.14220647157818259,0.5868554210532564,0.13298535772184297,0.020721737066607068,0.047456674974939494,0.6783333456073642,0.9372706907076479,353.19,896.9025615583845,0.26514024207962555,16.12255,0.229128784747792
65,0.3551913859767767,0.3920857865772558,0.24901509245391082,0.16494730322615225,0.28287775888728584,0.36398922312843207,0.30941741908890286,0.1269727851165992,0.5841671840782187,0.14494516431492063,0.06402422727886904,0.05317973730124052,0.5703187575747909,0.7539149770350637,273.18,1001.0497678370058,0.18416498393132136,37.5584,0.229128784747792
66,0.3551913859767767,0.3920857865772558,0.24901509245391082,0.16494730322615225,0.28287775888728584,0.36398922312843207,0.30941741908890286,0.1269727851165992,0.5841671840782187,0.14494516431492063,0.06402422727886904,0.05317973730124052,0.5703187575747909,0.7539149770350637,293.16,980.5568266833891,0.09198010871245088,34.5454,0.19364916731037085
67,0.3551913859767767,0.3920857865772558,0.24901509245391082,0.16494730322615225,0.28287775888728584,0.36398922312843207,0.30941741908890286,0.1269727851165992,0.5841671840782187,0.14494516431492063,0.06402422727886904,0.05317973730124052,0.5703187575747909,0.7539149770350637,313.19,960.1606611261745,0.20376076080449737,32.0503,0.21213203435596426
68,0.3551913859767767,0.3920857865772558,0.24901509245391082,0.16494730322615225,0.28287775888728584,0.36398922312843207,0.30941741908890286,0.1269727851165992,0.5841671840782187,0.14494516431492063,0.06402422727886904,0.05317973730124052,0.5703187575747909,0.7539149770350637,333.18,939.8270478429722,0.39525264911694535,28.6853,0.2
69,0.3551913859767767,0.3920857865772558,0.24901509245391082,0.16494730322615225,0.28287775888728584,0.36398922312843207,0.30941741908890286,0.1269727851165992,0.5841671840782187,0.14494516431492063,0.06402422727886904,0.05317973730124052,0.5703187575747909,0.7539149770350637,353.19,919.0342768166171,0.27037069249808615,26.829700000000003,0.18027756377319948
70,0.35710494354775285,0.39575741907581674,0.3230237410592678,0.180375620285013,0.28353985616560407,0.37792066585784484,0.2101786623852188,0.23456319726627134,0.22659876063927253,0.2678446906989147,0.03582242736243005,0.024591557501190936,0.5788903448411856,1.02202687991124,273.18,992.1359946255873,0.27207945684430995,26.970100000000002,0.1341640786499874
71,0.35710494354775285,0.39575741907581674,0.3230237410592678,0.180375620285013,0.28353985616560407,0.37792066585784484,0.2101786623852188,0.23456319726627134,0.22659876063927253,0.2678446906989147,0.03582242736243005,0.024591557501190936,0.5788903448411856,1.02202687991124,293.16,968.389440732496,0.13549657216655583,24.987250000000003,0.17320508075688773
72,0.35710494354775285,0.39575741907581674,0.3230237410592678,0.180375620285013,0.28353985616560407,0.37792066585784484,0.2101786623852188,0.23456319726627134,0.22659876063927253,0.2678446906989147,0.03582242736243005,0.024591557501190936,0.5788903448411856,1.02202687991124,313.19,943.8541201195303,0.1556498432311361,22.980000000000004,0.20615528128088303
73,0.35710494354775285,0.39575741907581674,0.3230237410592678,0.180375620285013,0.28353985616560407,0.37792066585784484,0.2101786623852188,0.23456319726627134,0.22659876063927253,0.2678446906989147,0.03582242736243005,0.024591557501190936,0.5788903448411856,1.02202687991124,333.18,918.9522870539284,0.3205117038929224,20.892750000000003,0.19364916731037085
74,0.35710494354775285,0.39575741907581674,0.3230237410592678,0.180375620285013,0.28353985616560407,0.37792066585784484,0.2101786623852188,0.23456319726627134,0.22659876063927253,0.2678446906989147,0.03582242736243005,0.024591557501190936,0.5788903448411856,1.02202687991124,353.19,893.56337709057,0.059697552217679126,17.832,0.17320508075688773
75,0.35835859121264046,0.20412059465406351,0.38005674625746866,0.16628296065044174,0.24810015373807903,0.3829526278963084,0.3576901244999323,0.6133526571114587,0.5025651975209592,0.49132083914614977,0.061995891510445766,0.042717390186494654,0.34133897547640984,1.1182954323251713,273.18,991.9652915689193,0.15692740543261707,37.12285,0.18708286933869708
76,0.35835859121264046,0.20412059465406351,0.38005674625746866,0.16628296065044174,0.24810015373807903,0.3829526278963084,0.3576901244999323,0.6133526571114587,0.5025651975209592,0.49132083914614977,0.061995891510445766,0.042717390186494654,0.34133897547640984,1.1182954323251713,293.16,971.8856738310535,0.1353720446737553,32.87695,0.23979157616563596
77,0.35835859121264046,0.20412059465406351,0.38005674625746866,0.16628296065044174,0.24810015373807903,0.3829526278963084,0.3576901244999323,0.6133526571114587,0.5025651975209592,0.49132083914614977,0.061995891510445766,0.042717390186494654,0.34133897547640984,1.1182954323251713,313.19,951.8790951636923,0.06283886043751594,31.96055,0.2
78,0.35835859121264046,0.20412059465406351,0.38005674625746866,0.16628296065044174,0.24810015373807903,0.3829526278963084,0.3576901244999323,0.6133526571114587,0.5025651975209592,0.49132083914614977,0.061995891510445766,0.042717390186494654,0.34133897547640984,1.1182954323251713,333.18,931.5009968424739,0.27748244304857433,28.856700000000004,0.19364916731037085
79,0.35835859121264046,0.20412059465406351,0.38005674625746866,0.16628296065044174,0.24810015373807903,0.3829526278963084,0.3576901244999323,0.6133526571114587,0.5025651975209592,0.49132083914614977,0.061995891510445766,0.042717390186494654,0.34133897547640984,1.1182954323251713,353.19,910.6456315179006,0.19707370404714447,27.69505,0.223606797749979
80,0.3608611183116067,0.39353626540305375,0.2532407955660693,0.1922040311744928,0.265269301873673,0.28460114532924174,0.34910079913798464,0.08653900135102138,0.5609602521116226,0.5939255183045217,0.038368366246719646,0.022432446761540215,0.8195096714734926,0.7901620363444645,273.18,992.4219870889535,0.29065429323511094,27.71645,0.13601470508735444
81,0.3608611183116067,0.39353626540305375,0.2532407955660693,0.1922040311744928,0.265269301873673,0.28460114532924174,0.34910079913798464,0.08653900135102138,0.5609602521116226,0.5939255183045217,0.038368366246719646,0.022432446761540215,0.8195096714734926,0.7901620363444645,293.16,968.141552314621,0.40652568043239434,26.13255,0.18708286933869708
82,0.3608611183116067,0.39353626540305375,0.2532407955660693,0.1922040311744928,0.265269301873673,0.28460114532924174,0.34910079913798464,0.08653900135102138,0.5609602521116226,0.5939255183045217,0.038368366246719646,0.022432446761540215,0.8195096714734926,0.7901620363444645,313.19,943.5922570180912,0.08319896288662597,24.11385,0.15572411502397437
83,0.3608611183116067,0.39353626540305375,0.2532407955660693,0.1922040311744928,0.265269301873673,0.28460114532924174,0.34910079913798464,0.08653900135102138,0.5609602521116226,0.5939255183045217,0.038368366246719646,0.022432446761540215,0.8195096714734926,0.7901620363444645,333.18,918.6586160213649,0.16396758826895858,20.86155,0.2449489742783178
84,0.3608611183116067,0.39353626540305375,0.2532407955660693,0.1922040311744928,0.265269301873673,0.28460114532924174,0.34910079913798464,0.08653900135102138,0.5609602521116226,0.5939255183045217,0.038368366246719646,0.022432446761540215,0.8195096714734926,0.7901620363444645,353.19,893.001270683133,0.3786540410999399,19.189850000000003,0.18708286933869708
