,sigma_C1,sigma_C2,sigma_C3,sigma_H1,sigma_H2,sigma_O1,sigma_O2,epsilon_C1,epsilon_C2,epsilon_C3,epsilon_H1,epsilon_H2,epsilon_O1,epsilon_O2,mse_liq_density,mapd_liq_density,mae_liq_density,mpd_liq_density,mse_surf_tens,mapd_surf_tens,mae_surf_tens,mpd_surf_tens
0,0.20766331540162405,0.34292250203026264,0.2618677769751711,0.1933617958279989,0.15052206147824104,0.2195524842757794,0.2050720034217099,0.1877780882535728,0.09152526388962758,0.10562567819490998,0.04727487009166447,0.0643861128466806,0.34005332845229164,0.7463386300041893,20635.749392839098,10.414036093883643,101.61050691539793,-10.414036093883643,707.9851645170625,95.0074209006338,26.592332499999998,-95.00742090063382
1,0.24904913098429407,0.27186414131695036,0.3957614646223324,0.23351034374456997,0.23281126726209989,0.33833956737446547,0.39977137247677097,0.6019838347264174,0.38889175732788267,0.6011668810403331,0.026988318060997794,0.04624729887175044,0.35121795698366365,1.0136422406257763,90.23338125810815,0.8600594171900681,8.006192074927844,-0.8600594171900682,4.035063802999991,8.112793721506277,1.9608599999999974,-8.112793721506275
2,0.27657624757854,0.38158509147427855,0.3792206746442511,0.2683682382406774,0.2477702794405351,0.23428116052095513,0.31248365997988864,0.6077141030257673,0.41424889749034693,0.3791304098857019,0.03615637663471484,0.07785018094328201,0.8306573305772214,0.6592654985744273,47.62165312492158,0.6677475419071144,6.252742356182535,-0.6677475419071145,0.8077319844999993,3.209108388118613,0.74041,-3.209108388118613
3,0.2770912062536905,0.2898034066436188,0.2733040839589594,0.23320221320276524,0.2304646949738182,0.36152625076837697,0.37217713978572314,0.47429440798923,0.32052284941423037,0.4559230073365367,0.020038067007591847,0.07257423886861111,0.7584667721687885,0.6617100507185398,71.00611285080875,0.7602035789695194,7.12944527267216,-0.35578924456752015,15.983022293500005,16.55036054575057,3.9158100000000005,-16.550360545750568
4,0.2834335827878711,0.3447215847192474,0.3223817499737863,0.26797445390596847,0.2944896361444328,0.3059015609030472,0.20814763965595295,0.5963047282262737,0.610221819405345,0.6052788480477554,0.04309956364630902,0.07817346292254201,0.453497902925569,0.6460355131953894,97.07592698097518,0.8798434630891256,8.537752359017304,0.8798434630891258,0.7925894189999962,3.262300133749743,0.7944999999999979,-3.2623001337497426
5,0.287739190598724,0.39123819778691027,0.385542964122187,0.25088179082708817,0.21530808037426777,0.376710464923795,0.2070971303072365,0.17479371884216893,0.5217015300016576,0.39283932704477276,0.050487806707147684,0.017825429692241046,0.35490158619580914,1.0784087976731218,85.22619484740999,0.9706578961053928,9.225850983825216,-0.9706578961053929,0.8295341164999975,3.5567598619856233,0.8404699999999984,-3.556759861985623
6,0.2946016204546037,0.38740459103682867,0.3999262149403909,0.2279104559828593,0.28995709284926574,0.30354764710527316,0.32546648318085414,0.24567960960944818,0.42748044185457723,0.31413053617244335,0.022783470766972555,0.024281584882133805,0.7711099093817109,0.829215319957497,34.95085169562766,0.6199488467230935,5.886215138944408,-0.6199488467230935,1.1879683010000035,4.47121899068981,1.0847400000000014,4.47121899068981
7,0.32356541289245616,0.3208568187516691,0.3192140464600474,0.2737442036176229,0.23258520950285497,0.32040014084770274,0.3197603852111513,0.4933836744544798,0.39605467869290567,0.19140044301258421,0.030084891962411247,0.020275142234728444,0.8210790893815134,1.0431884833757206,35.060159542858756,0.5274314548730819,5.114696632089294,0.4301126760425508,4.428985502999993,8.649880259101836,2.097439999999998,-8.649880259101836
8,0.3275396347114807,0.23431255506073073,0.31444711527619357,0.23153718118578154,0.29065547589080953,0.3190839501026919,0.26025981366063816,0.4984088652465274,0.6066062368171555,0.1841809746452404,0.07333171454842186,0.08248619158460187,0.8202668401526823,0.9948495647799154,86.71052826274641,0.8344003296551235,7.809395319020791,-0.43670861816949386,7.411318302999985,11.136060367677306,2.621019999999997,-11.136060367677306
9,0.3359213838438353,0.3973181065449525,0.25131415582696964,0.241352300098916,0.24084551795249445,0.3600361085144054,0.26380501525876543,0.6023017245231492,0.1967899178761128,0.545716190489503,0.06683959990317222,0.018247736662953883,0.3371743902331416,1.0824363636791396,9.695242051204353,0.2739716095633296,2.5462656353474586,-0.2739716095633296,2.1351342635000083,5.105259989174913,1.2979300000000022,4.624071870363034
10,0.3393152683094691,0.39264284349637213,0.22329749842298505,0.17272143379445504,0.24911930885421624,0.30689745717112704,0.3465575770090788,0.4794924160795775,0.10051866327448278,0.40611809970063656,0.02953535872150867,0.08228963381681413,0.7812462361954137,0.809900969716423,35.49262641425164,0.5341702151833777,5.104715398996632,0.08807088809283355,5.479936247499997,9.367574436235387,2.2034699999999985,-9.367574436235387
11,0.3424953997899972,0.2996171298198288,0.27902528864138915,0.2865835584739259,0.1510494942186512,0.37358114664586023,0.271899068749331,0.531308298177201,0.12426803934904329,0.6212463499247279,0.02423538643330938,0.08113269973302843,0.62417405511163,1.0414308049020904,83.55606204137962,0.8696004239513105,8.129085500565429,-0.8696004239513107,22.49864541349998,19.15032438384556,4.688109999999998,-19.15032438384556
12,0.3450278933796803,0.29999328582379836,0.22970493684106497,0.1846341119353333,0.2076782012333934,0.3580717038733668,0.3871654425631257,0.14220647157818259,0.5868554210532564,0.13298535772184297,0.020721737066607068,0.047456674974939494,0.6783333456073642,0.9372706907076479,33.05018932286718,0.5049272849879053,4.771768860815018,-0.09102830559675723,13.795832717999982,15.320314143808858,3.649099999999998,-15.320314143808858
13,0.3551913859767767,0.3920857865772558,0.24901509245391082,0.16494730322615225,0.28287775888728584,0.36398922312843207,0.30941741908890286,0.1269727851165992,0.5841671840782187,0.14494516431492063,0.06402422727886904,0.05317973730124052,0.5703187575747909,0.7539149770350637,73.52540650300813,0.8294371247818559,7.765716061231728,0.8294371247818558,54.063803998000026,29.84452537060289,7.3138200000000015,29.844525370602888
14,0.35710494354775285,0.39575741907581674,0.3230237410592678,0.180375620285013,0.28353985616560407,0.37792066585784484,0.2101786623852188,0.23456319726627134,0.22659876063927253,0.2678446906989147,0.03582242736243005,0.024591557501190936,0.5788903448411856,1.02202687991124,86.03306361299798,0.9524025596188378,8.980956075577591,-0.9524025596188379,3.689628626999989,7.811256985133548,1.887579999999997,-7.811256985133548
