split,kernel_liq_density,mse_liq_density,mapd_liq_density
0,RQ,40239.860128766195,20.09740017294251
1,RQ,40391.85229176308,26.014918076469506
2,RQ,2.8203398179466426,0.16837923570346616
3,RQ,0.15842794613619396,0.04097776911160866
4,RQ,0.046863805296036135,0.022921938974902058
5,RQ,0.04321562162564187,0.022652745012526038
6,RQ,0.11760301534355636,0.038491511569969356
7,RQ,2.199961095357149,0.14893329430328617
8,RQ,0.750420401290865,0.08920430014112198
9,RQ,0.9450918191884368,0.10265315953587295
10,RQ,0.33054058407232295,0.06243025494183199
11,RQ,0.5605929885869313,0.08360175653705
12,RQ,0.0021982439402950986,0.0046621591413637045
13,RQ,3.16931155934694e-05,0.000575469281663474
14,RQ,0.007885718616337696,0.009349021212706442
15,RQ,0.04670300391112607,0.02346607640832118
16,RQ,0.2755684510182157,0.058883767789807875
17,RQ,0.7725687619520801,0.08674838265135203
18,RQ,0.23277111938940942,0.04883147948065695
19,RQ,0.10980999294609738,0.03447262819788395
20,RQ,0.0014910703141190298,0.0041319197346685954
21,RQ,0.13875127444520344,0.04104916383956713
22,RQ,0.0550126480436209,0.02371328853955615
23,RQ,0.02644301029165397,0.016823158464476958
24,RQ,0.012848805554671446,0.012014239526361072
25,RQ,0.021255832453775828,0.01584595036720023
26,RQ,0.45199472076409647,0.07499937066424266
27,RQ,0.6111715240260313,0.07876103395042454
28,RQ,0.11897821344848054,0.03556907192384121
29,RQ,0.06201676853709054,0.026294914094713923
30,RQ,0.01689428114876184,0.014073222513377528
31,RQ,0.7443346043141597,0.09592808768881966
32,RQ,6.123407672696581,0.24547670441109035
33,RQ,0.05020956532809512,0.02280320127186368
34,RQ,0.005305391496623383,0.007610359020015053
35,RQ,0.01123371081331485,0.011383588719563381
36,RQ,12.623356819889082,0.39298263642367354
37,RQ,2.613349895811594,0.1607940519747129
38,RQ,0.6785870437334336,0.0841962293186924
39,RQ,0.25008944314104414,0.052685885052058574
40,RQ,0.0030816912136351076,0.0060341613543006874
41,RQ,0.009125314075662801,0.010738787348221554
42,RQ,0.8392889976862965,0.0917862379062305
43,RQ,0.13067517628295475,0.03711418234076924
44,RQ,0.037993547589537144,0.020512276639727493
45,RQ,0.018785429094956518,0.014802474316122265
46,RQ,0.09378238471659457,0.03399704755174239
47,RQ,0.5273533867943843,0.0720812929484371
48,RQ,0.06614029205760787,0.026226564731662485
49,RQ,0.02144963491865011,0.015356757431849622
50,RQ,0.155161112570739,0.04250540405999103
51,RQ,0.4436197882859966,0.07412749236323384
52,RQ,8.922262222618699,0.30003289842011177
53,RQ,0.19329522177975172,0.045293507224315445
54,RQ,0.00406667125080674,0.006750233767328344
55,RQ,0.10805390731194695,0.035790911828660635
56,RQ,0.5367429117766684,0.08215454155463033
