,sigma_C1,sigma_C2,sigma_C3,sigma_H1,sigma_H2,sigma_O1,sigma_O2,epsilon_C1,epsilon_C2,epsilon_C3,epsilon_H1,epsilon_H2,epsilon_O1,epsilon_O2
377,0.985079609296576,0.9768385354495456,0.8416246508131341,0.36439285898932344,0.05794098286266684,0.9952277626647331,0.02005432569916893,0.009689945086930501,0.3191690895019904,0.4975996693339577,0.834107534809991,0.22753603125159572,0.8216636209916082,0.9039392254930134
347,0.9307133139100214,0.9663223650443272,0.7181054737495925,0.11048612799538708,0.9124770201428317,0.12978160162537486,0.1869669730108094,0.1323641292442708,0.9846987294136809,0.033821716440635995,0.6098199073984378,0.17700410404065967,0.47520239644528717,0.750645805175894
242,0.7251394668984017,0.4999664291189919,0.14852468420532491,0.23089407956888872,0.384521341555956,0.7903585193668341,0.9358272128156285,0.10928474170833802,0.932038270322647,0.09222250874452662,0.0615315324019168,0.46346579826395495,0.6930792269465058,0.6287959948402546
210,0.6429816837789314,0.9076240366150572,0.07824362912347602,0.7198545483779564,0.4142452048862768,0.4204829389013988,0.7935314586992269,0.42560719833356075,0.9979197945835605,0.9945897044503588,0.36704729461462127,0.2925029710920552,0.9993979839583047,0.9500853858885939
370,0.9668573320462541,0.7723189596022938,0.3480219794635255,0.6810459310061473,0.9206328127542717,0.18910314368155895,0.12431845637590978,0.9094340417960898,0.6351020163477584,0.1752920434857204,0.3738466640884945,0.7701504621320893,0.1639609116643829,0.3724676199190592
331,0.9039042727976014,0.27045901904333663,0.8930744189452249,0.5511079024162338,0.5029038675741636,0.6223071177927857,0.29072578595631493,0.6623306784618449,0.03135640507918241,0.958947611732098,0.3880020990357541,0.8686902262853338,0.5245404430103021,0.1598722754546206
343,0.9275017793041545,0.7965490925834239,0.11841231281404326,0.10286680860557322,0.22814862375796405,0.9299112584745421,0.11214401746179285,0.17946933685190816,0.7630425938997013,0.1649125793733006,0.1413959552642741,0.19461607447962206,0.1425058010495092,0.881820762193746
366,0.9582810887160752,0.37891120670720163,0.6721604152616444,0.5863122014727353,0.45682448899540673,0.8546299270074363,0.2915884384061808,0.5273981936198207,0.8271057322376439,0.07782219644646661,0.1911553981049867,0.5982546411562131,0.7424031108853789,0.9504818366912344
126,0.39812541230752274,0.5394641638058472,0.13517276326811004,0.7269526760006749,0.5724708335392406,0.7144547935466099,0.7329289848631775,0.9089712019422869,0.8968241131138097,0.5865895593818428,0.279782358467614,0.5563606113851937,0.9198237676352771,0.352814749904488
305,0.865318621408223,0.9539028531944803,0.6651590147478297,0.258017249877574,0.8637629085249064,0.5188314789720598,0.5174077558997013,0.19766516980522042,0.5155694977872893,0.3297459894586821,0.9547801208941573,0.2742360761696935,0.686971678129836,0.05109327696654508
323,0.8892972567227605,0.8883269712984564,0.2445816099447794,0.5873960868473002,0.7378064525597349,0.9696192089098248,0.01545019557505606,0.9675016155947566,0.24515053141514803,0.6385713958876295,0.42082646472038776,0.8938674618244881,0.5057690930627377,0.030868360254905775
332,0.9050904599541564,0.10547574405120345,0.7814882110847903,0.635939866778214,0.22799094003640813,0.9497464883876388,0.09589705894851018,0.5288234878697269,0.8956851410323519,0.45583597185468655,0.8834778486972157,0.9137895418769385,0.12335618582913652,0.023562951404518653
