mode_index,sing_value,sigma_C1,sigma_H1,sigma_H2,sigma_O1,epsilon_C1,epsilon_H1,epsilon_H2,epsilon_O1
0,26.322305703927018,0.17848411740410186,0.13151282773835812,0.0,0.9076054655934201,0.3083740805788085,0.13952596678557777,0.0,0.1119734156816479
1,5.634391058921021,0.6644489399437618,0.1316069918869862,0.0,-0.39381247177259454,0.5374699900416142,0.24318192204068612,0.0,0.1951602048771552
2,3.822986140440599,-0.6430382084104967,0.5853172606643807,0.0,-0.14392933866888397,0.4086412638674584,0.18489242899587516,0.0,0.14838133146630128
3,0.9324691034005959,0.3363820574381231,0.7891689807608153,0.0,0.021175489879729968,-0.4441060798366449,-0.20093875310778236,0.0,-0.16125891360976377
4,2.589354470311115e-07,-4.883842648040823e-08,9.392634998490617e-09,0.0,-3.2594723678679606e-08,-0.18444733922666073,0.8300416896137018,0.0,-0.5263173686621344
5,1.2268920946508516e-07,-2.8522375786195884e-08,-6.403582252265612e-09,0.0,-1.9176982263699188e-08,-0.46668267870254176,0.39732135367718907,0.0,0.7901537947204613
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
