split,kernel_liq_density,mse_liq_density,mapd_liq_density
0,Matern52,278.67540727874695,1.7714484048521126
1,Matern52,71.01375709257059,0.8937297846509086
2,Matern52,24.397668477573184,0.5047966130235568
3,Matern52,339.4061610720913,1.9213598393290905
4,Matern52,191.52672989029338,1.459918107909897
5,Matern52,13.443000069424722,0.3531024997873013
6,Matern52,436.09314703262754,2.2418531769496868
7,Matern52,56.906070973525814,0.8009441982919165
8,Matern52,1.869411963620114,0.12472196980935397
9,Matern52,82.97368224186233,0.9782304414715146
10,Matern52,53.980497062844584,0.7822670692373034
11,Matern52,47.73480066670452,0.740559512743481
12,Matern52,0.7211174385216997,0.08367860333965974
13,Matern52,26.221978194586903,0.44792388836364766
14,Matern52,156.78999509701484,1.3525498869909929
15,Matern52,0.24959412994845978,0.04661114773570051
16,Matern52,9.167674328958224,0.2881639139622748
17,Matern52,2.859970244726399,0.16797656745678027
18,Matern52,2.503697991730033,0.1664898771668429
19,Matern52,108.25470466486142,1.1084297756811672
20,Matern52,65.52798288669047,0.8236648920162227
21,Matern52,1.3421549712803533,0.11810534760123019
22,Matern52,9.789238914602208,0.3310389641959529
23,Matern52,2.3289430426925803,0.13423082374639422
24,Matern52,48.290291967424736,0.7442375088003187
