sigma_C1,sigma_H1,sigma_H2,sigma_O1,epsilon_C1,epsilon_H1,epsilon_H2,epsilon_O1
3.847629437280452,2.005781304271653,0.0,2.9502660861611,53.07897190892808,5.587043132854125,0.0,113.58112113517576
3.839720982265849,1.943781863551659,0.0,2.97148042616368,45.77673424528486,7.584352821109729,0.0,118.17389198725476
3.86231447882468,1.882516770449301,0.0,2.992102975258575,60.41586899601322,7.541597316965303,0.0,84.60527181299352
3.872675051997045,1.8064231301664928,0.0,2.9623222936731928,66.80249276363972,3.8604024116844777,0.0,103.40509543983794
3.8106087677784695,2.3700189641827234,0.0,2.8903311844747943,48.69250155889178,6.163248168106698,0.0,111.45161261789382
3.838244566734087,2.339764041901505,0.0,2.813202263787218,43.25617774486675,5.817032932195986,0.0,131.0755564135739
3.728538003160416,1.9232268799644443,0.0,3.0421606771209,56.93897497529347,7.173332520929611,0.0,110.07893130344084
