param_rank,sensitivity_score
sigma_C1,234.5261286475618
sigma_O1,218.82232100760234
sigma_H1,208.93941727499634
epsilon_C1,123.0973118592241
epsilon_O1,44.45815277697079
epsilon_H1,41.71984946132912
epsilon_H2,0.0
sigma_H2,0.0
