,sigma_C1,sigma_C2,sigma_H1,sigma_H2,sigma_H3,sigma_H4,sigma_O1,sigma_O2,epsilon_C1,epsilon_C2,epsilon_H1,epsilon_H2,epsilon_H3,epsilon_H4,epsilon_O1,epsilon_O2,temperature,liq_density
0,0.2002835990331127,0.2985161164274619,0.16480994084815714,0.2110319290881576,0.0,0.0,0.3052774847480314,0.3756201206476635,0.5224053285481227,0.12191251967645497,0.07679089179258959,0.021977847356886723,0.0,0.0,0.6339208501325161,0.7044846847472547,293.15,1325.3710008672313
1,0.2002835990331127,0.2985161164274619,0.16480994084815714,0.2110319290881576,0.0,0.0,0.3052774847480314,0.3756201206476635,0.5224053285481227,0.12191251967645497,0.07679089179258959,0.021977847356886723,0.0,0.0,0.6339208501325161,0.7044846847472547,303.15,1313.8832001867222
2,0.2002835990331127,0.2985161164274619,0.16480994084815714,0.2110319290881576,0.0,0.0,0.3052774847480314,0.3756201206476635,0.5224053285481227,0.12191251967645497,0.07679089179258959,0.021977847356886723,0.0,0.0,0.6339208501325161,0.7044846847472547,313.15,1313.553289279991
3,0.2002835990331127,0.2985161164274619,0.16480994084815714,0.2110319290881576,0.0,0.0,0.3052774847480314,0.3756201206476635,0.5224053285481227,0.12191251967645497,0.07679089179258959,0.021977847356886723,0.0,0.0,0.6339208501325161,0.7044846847472547,323.15,1306.6338333319015
4,0.2002835990331127,0.2985161164274619,0.16480994084815714,0.2110319290881576,0.0,0.0,0.3052774847480314,0.3756201206476635,0.5224053285481227,0.12191251967645497,0.07679089179258959,0.021977847356886723,0.0,0.0,0.6339208501325161,0.7044846847472547,333.15,1297.4122146551535
5,0.2010563838736499,0.2603461326377389,0.19453412110369844,0.170094563472789,0.0,0.0,0.34703229034306204,0.2752254483794069,0.344575346258809,0.2557192135582485,0.07077507250148427,0.03502504492913223,0.0,0.0,0.7366740401424983,0.7007577327040707,293.15,
6,0.2010563838736499,0.2603461326377389,0.19453412110369844,0.170094563472789,0.0,0.0,0.34703229034306204,0.2752254483794069,0.344575346258809,0.2557192135582485,0.07077507250148427,0.03502504492913223,0.0,0.0,0.7366740401424983,0.7007577327040707,303.15,
7,0.2010563838736499,0.2603461326377389,0.19453412110369844,0.170094563472789,0.0,0.0,0.34703229034306204,0.2752254483794069,0.344575346258809,0.2557192135582485,0.07077507250148427,0.03502504492913223,0.0,0.0,0.7366740401424983,0.7007577327040707,313.15,
8,0.2010563838736499,0.2603461326377389,0.19453412110369844,0.170094563472789,0.0,0.0,0.34703229034306204,0.2752254483794069,0.344575346258809,0.2557192135582485,0.07077507250148427,0.03502504492913223,0.0,0.0,0.7366740401424983,0.7007577327040707,323.15,
9,0.2010563838736499,0.2603461326377389,0.19453412110369844,0.170094563472789,0.0,0.0,0.34703229034306204,0.2752254483794069,0.344575346258809,0.2557192135582485,0.07077507250148427,0.03502504492913223,0.0,0.0,0.7366740401424983,0.7007577327040707,333.15,
10,0.20120003672956757,0.3486402717845287,0.15988510973583284,0.15937771058822509,0.0,0.0,0.3288753871489828,0.33676909181150616,0.5609001360259944,0.2807581842397454,0.044983829577297504,0.05315332090810883,0.0,0.0,0.8168283216079668,1.0544973242887767,293.15,1350.9477748939487
11,0.20120003672956757,0.3486402717845287,0.15988510973583284,0.15937771058822509,0.0,0.0,0.3288753871489828,0.33676909181150616,0.5609001360259944,0.2807581842397454,0.044983829577297504,0.05315332090810883,0.0,0.0,0.8168283216079668,1.0544973242887767,303.15,1341.6178900998195
12,0.20120003672956757,0.3486402717845287,0.15988510973583284,0.15937771058822509,0.0,0.0,0.3288753871489828,0.33676909181150616,0.5609001360259944,0.2807581842397454,0.044983829577297504,0.05315332090810883,0.0,0.0,0.8168283216079668,1.0544973242887767,313.15,1331.1334445225816
13,0.20120003672956757,0.3486402717845287,0.15988510973583284,0.15937771058822509,0.0,0.0,0.3288753871489828,0.33676909181150616,0.5609001360259944,0.2807581842397454,0.044983829577297504,0.05315332090810883,0.0,0.0,0.8168283216079668,1.0544973242887767,323.15,1321.7889422844144
14,0.20120003672956757,0.3486402717845287,0.15988510973583284,0.15937771058822509,0.0,0.0,0.3288753871489828,0.33676909181150616,0.5609001360259944,0.2807581842397454,0.044983829577297504,0.05315332090810883,0.0,0.0,0.8168283216079668,1.0544973242887767,333.15,1311.1625222957691
