,sigma_C1,sigma_H1,sigma_H2,sigma_O1,epsilon_C1,epsilon_H1,epsilon_H2,epsilon_O1
126783,0.935303195346481,0.4809915518252508,0.5321144598102067,0.4571221811899632,0.6333020479373761,0.5994458521949905,0.3231741483080538,0.9941158016146218
144947,0.7954492114545214,0.6065062606096896,0.09595523542339546,0.5606979304127658,0.8471505153513127,0.7286593116590273,0.3329656859785653,0.9333190865024813
47888,0.9831977743613015,0.5368532979361709,0.14560929726884264,0.49197392940249085,0.5871464745303107,0.23177255600639327,0.20823155590156261,0.43549673363336777
104980,0.8616608956675108,0.4259951264313474,0.1392548993587341,0.6006871266539026,0.7354466576414329,0.5435873001434731,0.06255217168511173,0.8805184526738393
124211,0.9063932007251609,0.36940369687821506,0.3805244064109379,0.5710348140803415,0.9526468014525277,0.6129198684002507,0.058124181145812116,0.28425182969833435
20424,0.5035211880736468,0.9006526411911754,0.10157908130276642,0.4606140585259135,0.9574298802067701,0.8391178022278891,0.16933696533369197,0.9623410050925615
1370,0.8822732164641818,0.11157187582998912,0.34376471739180536,0.5997385504459403,0.6280450137068192,0.9955015025534276,0.14424607688292979,0.9407004433895655
37858,0.9817109757193624,0.44888784250699937,0.3132821281461941,0.5155792255956066,0.7642527087206775,0.8329574352981357,0.165540011904995,0.07856654603788474
142121,0.8246687923445291,0.8200745589251142,0.1313270159194589,0.525188649449053,0.8110436532416819,0.007691564933450091,0.006635733269623235,0.7963958016851054
115846,0.8487921710543646,0.6641266554359357,0.13184250113561324,0.561232120979834,0.8732273780278287,0.49176616604131546,0.10713121139566459,0.754355807563308
82948,0.5669135910106374,0.91414967118903,0.13865945296556867,0.4176965459352073,0.5139650847730899,0.5762066310895699,0.11397021493145927,0.6650664630512622
19416,0.9107263970881416,0.10278136025409107,0.029577987934015455,0.5912061374386907,0.550027553383529,0.8965278708183335,0.2604728868566713,0.8103456842925034
69332,0.7281928073867745,0.6607090742047532,0.2389822614921026,0.46948279891410377,0.7557178619889268,0.779909904624596,0.5860524299657591,0.9699737723171039
128162,0.8662632051015119,0.371579345638856,0.21192237242663833,0.6033404469257787,0.9788222795485566,0.4797799770083679,0.20682637400358214,0.2549803307984159
93202,0.6800005059606052,0.8313440536022964,0.11626938570385999,0.4185056906776476,0.3233070392229542,0.9818997737303788,0.2902339414198255,0.9444975336686549
37097,0.6960699586292504,0.8261535674157019,0.16626185210676003,0.47346527400531535,0.6601628580975603,0.9777849746133679,0.23962121425581462,0.6137234566696299
152528,0.8664165727182668,0.39591875165424206,0.14952775712257202,0.5959207748664574,0.9916605796151096,0.23367268783164538,0.28211066029122955,0.5104173313413806
91194,0.8487595623862366,0.009110759160528283,0.34642951947894335,0.6277590329211574,0.9791684114427972,0.574752195879135,0.26279960727409435,0.5298299721851211
144216,0.6641371973266509,0.13934521674852765,0.25885177531098985,0.6905808733159542,0.8458687421110814,0.32179102095225126,0.10744997257871203,0.9429863840167533
109305,0.9061680239514808,0.4631019297357518,0.26027530204547306,0.5386876510096538,0.48881596097424845,0.9994000524702403,0.1498322657841589,0.508994399751464
54260,0.7442398197122548,0.8416836206139553,0.1662653050418907,0.4165167434118259,0.5231491752547288,0.9824645008724142,0.37739417769234507,0.6209312180920863
74564,0.9598758946551961,0.27439084737610026,0.5020173775932251,0.5139793987555678,0.61158042972562,0.9055620857080084,0.0017734778731800156,0.8601714016165897
83877,0.8988943372210847,0.5093437520391186,0.5244520982306851,0.4810792039107211,0.5710239621841596,0.7579879602623693,0.12824052093052116,0.3512753958887209
13620,0.8045407629202636,0.4967989261698999,0.3936501911144567,0.5365613481767781,0.9302423155804019,0.974787895649458,0.40911269884807855,0.5447281816332901
