,sigma_C1,sigma_H1,sigma_H2,sigma_O1,epsilon_C1,epsilon_H1,epsilon_H2,epsilon_O1,temperature,liq_density,liq_density_unc
0,0.20056211614126715,0.233486522115313,0.0,0.2971103950291228,0.23271171359536025,0.07992241914158503,0.0,1.0496453055088906,378.15,1084.8836773884195,0.7410816851086436
1,0.20056211614126715,0.233486522115313,0.0,0.2971103950291228,0.23271171359536025,0.07992241914158503,0.0,1.0496453055088906,383.15,1077.542223345037,0.7788956846321871
2,0.20056211614126715,0.233486522115313,0.0,0.2971103950291228,0.23271171359536025,0.07992241914158503,0.0,1.0496453055088906,393.15,1064.5249012699608,0.7968785881575886
3,0.20056211614126715,0.233486522115313,0.0,0.2971103950291228,0.23271171359536025,0.07992241914158503,0.0,1.0496453055088906,403.15,1049.5667267028734,0.6783970016207825
4,0.20056211614126715,0.233486522115313,0.0,0.2971103950291228,0.23271171359536025,0.07992241914158503,0.0,1.0496453055088906,413.15,1037.6946923135042,0.4632064203565006
5,0.20125056171423433,0.16119557159176467,0.0,0.33714106567866503,0.5487856674167317,0.04672078274039364,0.0,0.9330820756822572,378.15,1110.5043607556977,0.3952151011549327
6,0.20125056171423433,0.16119557159176467,0.0,0.33714106567866503,0.5487856674167317,0.04672078274039364,0.0,0.9330820756822572,383.15,1102.699517653876,0.393510651050525
7,0.20125056171423433,0.16119557159176467,0.0,0.33714106567866503,0.5487856674167317,0.04672078274039364,0.0,0.9330820756822572,393.15,1088.0475477777638,0.6876654085146879
8,0.20125056171423433,0.16119557159176467,0.0,0.33714106567866503,0.5487856674167317,0.04672078274039364,0.0,0.9330820756822572,403.15,1074.469897343797,0.7597947726547462
9,0.20125056171423433,0.16119557159176467,0.0,0.33714106567866503,0.5487856674167317,0.04672078274039364,0.0,0.9330820756822572,413.15,1059.454749667516,0.22337405624740173
10,0.20399489304712093,0.15588459773360197,0.0,0.3436572084730172,0.5379517145886181,0.06958553280989263,0.0,0.9074940173633292,378.15,1062.5005001905488,0.36989001521106574
11,0.20399489304712093,0.15588459773360197,0.0,0.3436572084730172,0.5379517145886181,0.06958553280989263,0.0,0.9074940173633292,383.15,1054.9536966707458,0.3288710631982044
12,0.20399489304712093,0.15588459773360197,0.0,0.3436572084730172,0.5379517145886181,0.06958553280989263,0.0,0.9074940173633292,393.15,1039.672873623988,0.9127500676560711
13,0.20399489304712093,0.15588459773360197,0.0,0.3436572084730172,0.5379517145886181,0.06958553280989263,0.0,0.9074940173633292,403.15,1026.713460929105,0.714203888620023
14,0.20399489304712093,0.15588459773360197,0.0,0.3436572084730172,0.5379517145886181,0.06958553280989263,0.0,0.9074940173633292,413.15,1011.3899341630536,1.0294858319657023
15,0.20416762140009193,0.2438689952379759,0.0,0.28961148064878267,0.10020142058620242,0.04302101568498978,0.0,1.0945294583887863,378.15,1067.6297898809225,1.0965311098649366
16,0.20416762140009193,0.2438689952379759,0.0,0.28961148064878267,0.10020142058620242,0.04302101568498978,0.0,1.0945294583887863,383.15,1059.9743221607841,0.9206350981151017
17,0.20416762140009193,0.2438689952379759,0.0,0.28961148064878267,0.10020142058620242,0.04302101568498978,0.0,1.0945294583887863,393.15,1048.462563485348,1.1910129097413478
18,0.20416762140009193,0.2438689952379759,0.0,0.28961148064878267,0.10020142058620242,0.04302101568498978,0.0,1.0945294583887863,403.15,1033.6254242687692,1.39391806476525
19,0.20416762140009193,0.2438689952379759,0.0,0.28961148064878267,0.10020142058620242,0.04302101568498978,0.0,1.0945294583887863,413.15,1020.0266983782659,1.5739569316943716
20,0.20531377289157632,0.16918491071481187,0.0,0.3301228167357567,0.23528614341231321,0.056564581956850615,0.0,0.7586247872159863,378.15,1084.3173909147279,0.6233583511271664
21,0.20531377289157632,0.16918491071481187,0.0,0.3301228167357567,0.23528614341231321,0.056564581956850615,0.0,0.7586247872159863,383.15,1075.661207050383,0.321682886995604
22,0.20531377289157632,0.16918491071481187,0.0,0.3301228167357567,0.23528614341231321,0.056564581956850615,0.0,0.7586247872159863,393.15,1058.4275664490062,0.5500522153561416
23,0.20531377289157632,0.16918491071481187,0.0,0.3301228167357567,0.23528614341231321,0.056564581956850615,0.0,0.7586247872159863,403.15,1042.135838169615,0.25499719751598665
24,0.20531377289157632,0.16918491071481187,0.0,0.3301228167357567,0.23528614341231321,0.056564581956850615,0.0,0.7586247872159863,413.15,1025.4162692344937,0.8453958772288983
25,0.20590629558565915,0.2134580615509098,0.0,0.3118307373137291,0.3833758000099029,0.027477095431078236,0.0,0.9857585477404563,378.15,1126.1807342980776,0.7370586633063272
26,0.20590629558565915,0.2134580615509098,0.0,0.3118307373137291,0.3833758000099029,0.027477095431078236,0.0,0.9857585477404563,383.15,1120.0360977191156,0.34124012655775027
27,0.20590629558565915,0.2134580615509098,0.0,0.3118307373137291,0.3833758000099029,0.027477095431078236,0.0,0.9857585477404563,393.15,1105.269753817223,0.3721807813625723
28,0.20590629558565915,0.2134580615509098,0.0,0.3118307373137291,0.3833758000099029,0.027477095431078236,0.0,0.9857585477404563,403.15,1089.5709875229595,0.4669331244576223
29,0.20590629558565915,0.2134580615509098,0.0,0.3118307373137291,0.3833758000099029,0.027477095431078236,0.0,0.9857585477404563,413.15,1074.9358416301448,0.6329802189402062
30,0.20648730505721494,0.1551571490796604,0.0,0.3305024793422639,0.18909538867769693,0.017518189168036043,0.0,1.0423922792532223,378.15,1159.4156234478864,0.3593237085234292
31,0.20648730505721494,0.1551571490796604,0.0,0.3305024793422639,0.18909538867769693,0.017518189168036043,0.0,1.0423922792532223,383.15,1152.4289193502286,0.715328467764004
32,0.20648730505721494,0.1551571490796604,0.0,0.3305024793422639,0.18909538867769693,0.017518189168036043,0.0,1.0423922792532223,393.15,1136.801932986571,0.6695043532985724
33,0.20648730505721494,0.1551571490796604,0.0,0.3305024793422639,0.18909538867769693,0.017518189168036043,0.0,1.0423922792532223,403.15,1120.9787877817623,0.6408290321769975
34,0.20648730505721494,0.1551571490796604,0.0,0.3305024793422639,0.18909538867769693,0.017518189168036043,0.0,1.0423922792532223,413.15,1105.9542126996857,0.3032249633055974
35,0.20679087602818685,0.25388215100210604,0.0,0.3009946418444818,0.6097713948912064,0.04520271319049214,0.0,0.9996837070773097,378.15,1029.9324367176957,0.7952465258966562
36,0.20679087602818685,0.25388215100210604,0.0,0.3009946418444818,0.6097713948912064,0.04520271319049214,0.0,0.9996837070773097,383.15,1023.8524170165917,1.075331492415497
37,0.20679087602818685,0.25388215100210604,0.0,0.3009946418444818,0.6097713948912064,0.04520271319049214,0.0,0.9996837070773097,393.15,1011.6411452020754,1.5011923317329672
38,0.20679087602818685,0.25388215100210604,0.0,0.3009946418444818,0.6097713948912064,0.04520271319049214,0.0,0.9996837070773097,403.15,997.479005126465,0.7030546175221024
39,0.20679087602818685,0.25388215100210604,0.0,0.3009946418444818,0.6097713948912064,0.04520271319049214,0.0,0.9996837070773097,413.15,983.0092047897638,0.10827978039139526
40,0.2069613400687894,0.1793126723871819,0.0,0.33011165339860515,0.29175630013934756,0.07034197054755446,0.0,1.113492115868309,378.15,1084.7163860041921,0.522225844509447
41,0.2069613400687894,0.1793126723871819,0.0,0.33011165339860515,0.29175630013934756,0.07034197054755446,0.0,1.113492115868309,383.15,1077.3222841722686,0.5593522330253078
