,sigma_C1,sigma_C2,sigma_F1,sigma_F2,sigma_H1,epsilon_C1,epsilon_C2,epsilon_F1,epsilon_F2,epsilon_H1
72123,0.07802076203474652,0.8911047155914686,0.1635853791375359,0.8233562891318171,0.4442146652741245,0.7763289037939178,0.9132896176707819,0.17249729846174816,0.6361796472819141,0.27947654419216533
3066,0.3629748524236022,0.9157745671312191,0.2700984394414332,0.7651690309679743,0.180263612105867,0.8483861977494734,0.15988926292801903,0.7724839106701665,0.5668631559202107,0.08436035686542873
57589,0.696071544204487,0.8073910530225251,0.5615512771456396,0.3802906310412467,0.6183763213661672,0.5583406823383732,0.41868736239124216,0.14938089574451674,0.6822771202483568,0.03310884754427812
159006,0.5448180401533509,0.9594518322775331,0.34390640688331214,0.5810985825719872,0.7314916975213979,0.9545883785054122,0.1745191983745838,0.11367317399303174,0.6178323212002701,0.17155962895065044
339541,0.7140742745203625,0.949819936709895,0.2971320238882054,0.5954666790918374,0.3475059602818748,0.7636406763274993,0.46648617268023407,0.2628204908946695,0.059959745249912356,0.6786922756678407
230890,0.053919125169150844,0.6466831974980235,0.0029492297150592152,0.9609685580490971,0.1837967312305197,0.7601138730709496,0.5636942040995967,0.5217347680533729,0.9779426493991586,0.10596692131473148
156689,0.2238195751842235,0.9093530770226106,0.352791901445899,0.5925187612119509,0.4879146612566703,0.7514542601114261,0.6489449046956461,0.5842578626971726,0.35342533786025393,0.41489222361562306
149393,0.8787442745879356,0.7945044926817156,0.7465447258641273,0.02913875357334721,0.8268008211726309,0.2224108566001688,0.6591000773179504,0.3149276164423342,0.3193673063806476,0.45396981927283936
164097,0.7901887430330081,0.6251046963721959,0.23906851593079548,0.5646177309875643,0.6344244579849425,0.7329667074370826,0.4234296093513345,0.3435582452745864,0.35561337002576415,0.6090968702480938
408,0.7521378344177958,0.5195057605862532,0.30952250845769186,0.5810117393296877,0.9844987772926446,0.9877423664724975,0.11699887388089968,0.6648998396277408,0.5741215871163067,0.054686919242596985
282390,0.7296041766701655,0.9863651698624868,0.30550338964058044,0.5008378200432021,0.865377764192638,0.5525057272094385,0.5317117160696416,0.15435526075943384,0.1439156283861927,0.6366469043056232
5530,0.3417376929212246,0.9433481734386292,0.1852834549520614,0.6562800589740222,0.5068694331516318,0.363152272620377,0.6822125664590994,0.10430615761445967,0.45913597802527956,0.5237191902666236
51826,0.2655407947528895,0.8538663263049969,0.35591494927168543,0.61483815596766,0.13387614895095679,0.8152295259776239,0.3589767912713924,0.34741059226890997,0.6332236321172512,0.6421015496455009
202666,0.32022668483332956,0.7998412180449898,0.44461840859809465,0.5088194162930639,0.8221974069170646,0.876346277702642,0.5742592954328051,0.7916707706821178,0.5101405393065807,0.05520210025471801
28088,0.6329839202706709,0.9953732259365572,0.6945637735099687,0.18356397910936345,0.6822617621205916,0.9580389464509337,0.20553172601843459,0.14818256201536645,0.5640884499740894,0.48218214666853254
158254,0.543809982969467,0.9547796626985453,0.7257734169830137,0.22442604024487578,0.6812998251986377,0.9681046290013083,0.3421759950557089,0.6452323586596355,0.16353610180011155,0.4273958029708284
212549,0.767029182795766,0.9195741962588787,0.7155014412536084,0.21993197267917744,0.46156860229845387,0.5671143031048367,0.30826187649128184,0.23841028767165984,0.5910349761090078,0.27327539288041736
206607,0.33110420800104146,0.6293006204815403,0.11090058017567822,0.8124798944665447,0.34890963864888275,0.8771178668773609,0.6986920858976705,0.2437679535522309,0.7521010557973103,0.03702882003468143
169090,0.028500981810537892,0.9162040850697631,0.5712809650888492,0.40754074568904725,0.44576055461785785,0.8891176706884735,0.706962014389847,0.30606447700479983,0.625577373594339,0.6873787282656078
58024,0.6256789833051025,0.8882751292759589,0.07560347988993951,0.6997266524818337,0.8560855770720821,0.8568443859792749,0.27016424186247956,0.16007999338140583,0.4032046042037954,0.5224735921610212
300369,0.17471518730355784,0.7968436935706068,0.2627513171259198,0.7416076795831124,0.16778252033745433,0.9164190235549883,0.39979687478171494,0.4462189648454583,0.7383257896832546,0.21350689484906196
218725,0.14689916830249825,0.8327153167208502,0.2610070630804923,0.6937252034466943,0.6735712076072213,0.5645121210860519,0.49291241403119396,0.6682209613598903,0.7990424887990445,0.13476515160466435
117091,0.05927303566948219,0.9641224432794254,0.1572330405368959,0.5710330936536737,0.6885730965008338,0.13759579955227647,0.8301659128824829,0.9617363082187592,0.23580012448561977,0.842912440953459
197443,0.3808514259216846,0.9713786286488574,0.07910966745279936,0.6239779459112823,0.9688947800338784,0.2101529161916409,0.5170294879545335,0.8834179266448939,0.3520645966951777,0.7062127808110384
69758,0.33036670534338153,0.9982560805153524,0.6206549650766321,0.3295711429088108,0.4511866552105407,0.6708104978951758,0.8175923472453903,0.2702924174073447,0.2224084608752405,0.2536954005395748
149617,0.6723979274361387,0.8118309125597905,0.6172729564565507,0.40704972258004424,0.22317937450503106,0.6364939532849532,0.7842409194672066,0.21962753453407594,0.13514462211678913,0.6384979575552112
104734,0.1447366864273066,0.8448258672345573,0.022152272833801414,0.7926561135542507,0.7290900197559813,0.5874403067535158,0.7729145602925838,0.4743796453233076,0.521323685829492,0.4526175025242003
115755,0.26580744265725054,0.8943774488239344,0.0027502574726864684,0.7718124421106944,0.9027066509429944,0.6303061599439832,0.7203502503539514,0.3819469831086017,0.37828431303312504,0.9566196487146921
109313,0.6100360742610202,0.72292125908534,0.1141767031289053,0.6837337559870551,0.22488607502411564,0.42238650016909557,0.7413972415006302,0.23621044559600735,0.3637766138502322,0.6096253716939398
302115,0.7958004072055149,0.48653502063359044,0.5563243834497341,0.41966097207247094,0.6166284835375239,0.7840445469409313,0.07876803215594959,0.8531893310150919,0.49982380637617957,0.013122268915266676
153117,0.5621483025024743,0.9218357743536965,0.7600555900031538,0.0605755435125974,0.8651132071565929,0.9779049526604383,0.49895225597199516,0.016369858074069595,0.4156539046252427,0.8489246036909015
257714,0.6766772614802461,0.30567616957955646,0.16009978056858482,0.7779147695690047,0.1152656531815259,0.9386999007111696,0.3769130112501108,0.3329147984987795,0.8845215956360003,0.13106194463745593
92196,0.7376325551457723,0.6154459314174641,0.7836127985816984,0.03197966365146378,0.8713935680571319,0.20692299882805515,0.7898094878983084,0.9715891286147866,0.04944273771193294,0.3355487957580207
52027,0.7500712776594237,0.30752235425181124,0.5907583368126224,0.4017118005956695,0.7476808677023843,0.7815848109979049,0.4601685113938722,0.7388561683030714,0.5791730268921431,0.06030763455062071
239180,0.7690078693292737,0.7511764951321921,0.736027454766175,0.21282555044475765,0.6534612657826192,0.5191939738819266,0.3823393226188927,0.6415118819074708,0.2993725676132827,0.3878057437467356
285198,0.8171224350361571,0.9380997832009264,0.7222163568631921,0.06982673428695536,0.9987799616371535,0.5085246928504279,0.5776861566474528,0.2549257136230738,0.08083203752533283,0.1132447197596057
106137,0.10380008449080574,0.9034075553393452,0.01865306850785662,0.7578721882336088,0.41336610734850304,0.24979590733247153,0.8053928350633796,0.8919739791231491,0.3231595459706492,0.33546616509932264
207568,0.9534188651182176,0.6790986824459581,0.5922044747968896,0.3532520476936173,0.546108420275801,0.6098978411003741,0.41706295653955305,0.16908813175443704,0.3854485521236077,0.5791263649470564
212205,0.8293122345626105,0.7725641336559282,0.34700401617035365,0.5480860540647725,0.0894595914763175,0.6893892825087499,0.4292065738644893,0.19261686833142463,0.25252764991974025,0.448816013729326
11797,0.8098530185967815,0.9561589526804513,0.6397851928171071,0.2999264006301302,0.3128854018197712,0.501426314052161,0.479970740652708,0.12612771231604838,0.20994108440925266,0.7277253030186266
207829,0.3663946424836364,0.9143904779008241,0.751242828246388,0.0492681800843527,0.7729044567027603,0.41954851440506763,0.45284448196199123,0.9404951064381307,0.3736735483653145,0.28503007862543495
324375,0.3212370377598646,0.9419704469338426,0.19826409021930447,0.5782280434920904,0.798743922573012,0.12013516174879918,0.31637426297890975,0.6905374030736623,0.7269700500180494,0.20708870238048863
290120,0.5227511120264632,0.6265946776465343,0.09855745352100563,0.7840433185556945,0.34745561563868155,0.8033439999223013,0.8667558002872913,0.037881899958529516,0.5768875578369697,0.16706916854106357
83103,0.9330312530729588,0.5906793028148454,0.30504413164278005,0.5340824875847286,0.8119770424489634,0.9356304748130793,0.43942562921618045,0.061510999389629846,0.32294758852929795,0.9449434673060455
160993,0.6030183776290744,0.8286472818139476,0.33029276955777864,0.6417369386267762,0.41968502204340496,0.8741294779402374,0.25598776405453205,0.8115874727485897,0.3229283812243064,0.35632855891275206
72022,0.2291192894296994,0.9215626855591011,0.36258222402653345,0.5859110693782527,0.6736845683411515,0.5745360684223553,0.4823978405140612,0.3489805558178753,0.7841871799770016,0.3782677601189874
93639,0.6017945705689036,0.6632479756620704,0.25008880338774764,0.6443649044246709,0.4739941585238568,0.6236164915040417,0.6588463657099505,0.3988264272841219,0.473006407916151,0.18165776798950303
332082,0.801300384218309,0.9034012387588015,0.6189264384764115,0.3366774707374332,0.36885089982510555,0.705751349517199,0.3723693832064491,0.3966221753154431,0.010843743244427983,0.3263534374303906
14111,0.8585866308642924,0.8097900542827426,0.771539142205294,0.16364928782374275,0.14259038610669458,0.8836404044990812,0.32443535998614287,0.16049911995738583,0.08772399857961663,0.1946180992305184
92318,0.7757683419197189,0.6962186710487007,0.8219534008892642,0.05445068742743171,0.054794397973843924,0.8433775653372826,0.19017984423256407,0.2135758533179758,0.6585562045417057,0.046458947024920275
191276,0.9197219947787626,0.9136713117223467,0.6862660584192137,0.11514298442711786,0.7795365661095528,0.4994655728188439,0.1544003035857688,0.5210960332929371,0.16823459910191108,0.68077453986313
278731,0.08076291602722903,0.8868863460254556,0.178888448539534,0.5689073392239375,0.7648880603418815,0.35230263060808154,0.5760972052442429,0.9819237722622881,0.4124759424857998,0.42087982094813736
73977,0.32991818085552943,0.9090102024191311,0.7010456590130201,0.14266309807490815,0.9530694290402121,0.6984248195876133,0.8103855481089947,0.17278135339575354,0.6500515633540053,0.6145356916124296
215999,0.03601021285800669,0.8742272225659596,0.282386459529315,0.5802520291213543,0.2846619936515339,0.4650926182655305,0.6709579529897763,0.7848445975462468,0.3847930075095541,0.03411833340168997
27267,0.7450718956612441,0.6772448494892015,0.7555296496295527,0.15533693702135107,0.931130769043351,0.7483922849502113,0.7717258357769006,0.048074107318536674,0.44709564799082263,0.3993246759950461
43990,0.20863155422112803,0.7868442897455725,0.5696804143666555,0.28731676882074525,0.9749814841059854,0.7773581803406401,0.5013927601616699,0.6756507116956536,0.8169370634392625,0.18235591768358503
289243,0.7480810944938847,0.6425552559233989,0.4531756440017453,0.4940976392815183,0.625536160779102,0.8717868563618675,0.4091107596973464,0.21143115576233154,0.4593231259901653,0.22503309301181007
330761,0.31121760846648544,0.8964772891839892,0.34772039964890145,0.5538542495110083,0.23495258918212306,0.5004469398833492,0.6684150049257548,0.9098568178145374,0.13464409324663296,0.3803671400443752
161740,0.2549284732014773,0.8944229831120795,0.04850666819007897,0.753622355791289,0.08764884683177962,0.6806810406250627,0.2407653426864658,0.008736574355650471,0.6689779415841121,0.7474639562942424
27767,0.362504055259894,0.9176152782992715,0.7731721403205728,0.0944364311323771,0.8350373315729882,0.8338547819125464,0.5993543130255715,0.41388450134739974,0.5375246077782138,0.5022749248679808
3884,0.35946359594502886,0.9268166219998784,0.5608818527346299,0.40737588973396033,0.38703129929801106,0.7211463934568975,0.42198201001899927,0.1668301411568027,0.788221663614595,0.3359520323702141
200061,0.14912659516150073,0.9388873171503873,0.7820071452851273,0.003494794662850514,0.6309637065154354,0.99935819100215,0.45366828909792234,0.4608076983131981,0.6263662197718839,0.6934551947842315
172785,0.3084688724069996,0.6275257305614512,0.187763750090854,0.7157514351763491,0.04346508449584962,0.5859563889028734,0.28625513010299763,0.7424298843486833,0.8093024571547783,0.241713006563899
252980,0.34181182974806673,0.9525443115920968,0.2710555777107967,0.6841560433767291,0.510027877345599,0.551814643650744,0.13460904591891462,0.9214557133297374,0.6347030868790372,0.05404995800348976
177777,0.9866073323154286,0.6240746248298301,0.5411001070962806,0.33308839809342955,0.8958069686469511,0.843297462501417,0.4020477708926472,0.18898996080542665,0.12795187785565842,0.299088271611677
64018,0.4723842645246775,0.6657491624658464,0.06376267244054154,0.8202658524543361,0.3009607902532313,0.8464086669367139,0.6375933627083872,0.8450877521880431,0.3884798179250515,0.42526501468599714
155309,0.4993487399188592,0.9539765762495153,0.7094649646097597,0.2348408797726142,0.29832855590831214,0.8456263189162351,0.5046551592210815,0.0351919131414882,0.48527560723285224,0.9392358877412293
328410,0.5128457162794691,0.952515162201816,0.7483572749842948,0.27494418829344935,0.4821417285749537,0.7587753382679977,0.7583572619805157,0.17617698148453717,0.27024252798434617,0.6395496116771681
198154,0.39330724895621566,0.923967202024719,0.25044204623984373,0.6659898536352448,0.8191741918591935,0.7158159119986105,0.5619118802230754,0.3861046340140778,0.4706342195926345,0.3866196108631389
52913,0.5349238552965113,0.8839281810450788,0.8185516010794119,0.049193782602303726,0.5119292804036122,0.8991645544034553,0.4468296994311745,0.059749342773424675,0.8516929430173594,0.6607655096767509
204574,0.14235996209076365,0.8576468140494613,0.08097821445738672,0.6847823396782917,0.8636940284278458,0.5121316433743756,0.5435398285447497,0.2804282856731287,0.7228239271659483,0.1887152591058834
188188,0.2517285121621059,0.9509688090120094,0.17070028464516823,0.7426337433485887,0.5011429910635773,0.753052449047157,0.24968185015199834,0.6995903792824175,0.4911937861853778,0.7905003703523927
32690,0.424979898074559,0.7441691951281882,0.4127310347545515,0.6001292832849588,0.5222236642966612,0.9441040909307327,0.282875290853478,0.3863289708726417,0.9519741784585889,0.0026304852844842314
314808,0.3598200602664583,0.8973767162780032,0.5189173178705024,0.39041991859559133,0.7897984062476724,0.5926766439111828,0.8516247027920326,0.31269170983238487,0.3974435588624867,0.14064504783083487
52727,0.7998406735910133,0.5792013479378035,0.26444455666606553,0.46658983009658866,0.9561502468150197,0.7268901286867306,0.15088244948129068,0.10747732565176628,0.7328409749610637,0.7856330374080036
332911,0.5845826518242618,0.9838246591511086,0.36118990689733393,0.44113413896024034,0.9048411597288731,0.29699394953999314,0.5826084496558698,0.5602053461803144,0.19777143417969872,0.8836450387487709
149351,0.04804022103634313,0.9935228768021545,0.7105523233168815,0.012292580357599598,0.6667829364091712,0.1554437446160322,0.6447404590320425,0.6409927345854035,0.570058595600989,0.05158959430403212
120541,0.24549189551631323,0.9546409831864638,0.41831284620743076,0.5974666246063741,0.20125148264510304,0.3953760280351865,0.7535043489050832,0.09853146874886037,0.6820345303381252,0.03301909975471577
233933,0.4390850718911619,0.9400428854801602,0.03418661235709783,0.7620867537859385,0.8734369989423928,0.7867241969218204,0.2538592778221265,0.5461531925755548,0.41855452570921353,0.4051288129415725
341595,0.12687605752627917,0.9504088354260146,0.5752011564043009,0.29373975931631635,0.20905605155970394,0.712858713470491,0.3377747708809132,0.7789414968320068,0.4402834973473103,0.03658588647881839
247156,0.5785564679329641,0.967086344268093,0.7211746873282125,0.08360309815250776,0.6882240181782541,0.26441655782838885,0.8495508155020797,0.4507118350704853,0.05682398943090088,0.3640584938238598
41468,0.7185834774788891,0.43267521253467517,0.28150583321536415,0.6277916985797432,0.31511465145915135,0.8936756427252533,0.502639273174716,0.34507574052230966,0.5999314593361292,0.27567652625917005
86882,0.2866178175692742,0.9214554546201268,0.48628270345252256,0.3930046818166823,0.5478818117382559,0.5103944919233947,0.43271899994894986,0.3954401467780981,0.7067471325707498,0.11859550013608151
267389,0.38642668620464976,0.7948816417423313,0.404841827859658,0.5009120966947365,0.7131676256347868,0.8654561190379998,0.23154900371152404,0.3076187716117364,0.9762467924055525,0.4432114154131409
40534,0.019675304424685746,0.9185475040339062,0.5942750522433915,0.17085704397695828,0.6398124050296072,0.7038708623807688,0.5384538508241069,0.6016505239854164,0.5320679799533541,0.4988118185032237
111717,0.7674303390093471,0.5848147959803922,0.6767356918682881,0.23726208254951753,0.8144005535937272,0.8060715203882222,0.7570488680964783,0.11581716966723177,0.37617797912266815,0.39806858854261307
267156,0.6359439115835377,0.8662030828385519,0.6318989322638597,0.3192116665713657,0.21712293821474746,0.4504370489617109,0.5324307926535718,0.2869084202784018,0.4038998930131063,0.31785710008255913
16853,0.2601653456396209,0.739007348199709,0.1687691632594113,0.736006935150297,0.7483729518480153,0.7291949465057305,0.6021554189407897,0.6301827155508936,0.6707949923445298,0.3551664589865765
38445,0.7846895508483681,0.39788908687778296,0.6255391913246099,0.28759338238277515,0.4886778813793913,0.9209598870434262,0.20698030970508727,0.08144036267770587,0.9372434597778954,0.5136494093497602
177525,0.19048778185011364,0.9822116740081334,0.19043891891173223,0.7431825745543155,0.9316402491328656,0.7782085137690483,0.7247516662860058,0.4395867160547786,0.45682934532456443,0.6772928869350535
170226,0.8244765862410482,0.32206027922236924,0.2330185632098214,0.6256223543696346,0.050706909007515434,0.6046394012978584,0.4337568876774863,0.4269846826902689,0.7469883985968587,0.09055311295963697
251525,0.16418528267631224,0.7540052638389533,0.6460708036113447,0.3435843363711046,0.24065825529556134,0.7965634344996061,0.6631349428398327,0.502057619841423,0.7222788203101641,0.17552134132522929
321051,0.20506168183486814,0.8985209161979685,0.6263142870086835,0.24984157812754387,0.6131377267521897,0.6942746039965833,0.8291655070193473,0.84969393579735,0.04987320042421587,0.4116661093746724
302030,0.08959778234022224,0.9432319187143139,0.8170894461063692,0.14258775256334263,0.5388886674301261,0.9455180775592806,0.9371650174465347,0.48190980162221625,0.2282369389032017,0.7408588199662646
144438,0.21424281979175722,0.9399413095048816,0.4888643382282256,0.33687456854189474,0.763407449703666,0.38434909790888344,0.6457972862309005,0.4844444125601489,0.4999923049875082,0.7159768671388145
218883,0.6910614618216632,0.5340672153430782,0.03136280700818549,0.7133672957496662,0.3781049565564135,0.7940001651901664,0.6505599045644828,0.6904139984179501,0.2702398770415159,0.823907739347626
200442,0.4117399769880527,0.9883076192531899,0.14644232479942632,0.8321794075534844,0.6268686824709075,0.9628245673564273,0.273708814292582,0.32142574865471646,0.5323016769553813,0.403972188293085
9252,0.7212166026996847,0.6337764099692947,0.7241284821182231,0.26877570257643896,0.5160606910132923,0.5641262745014901,0.5917532774013923,0.7262458686603904,0.2353675222041463,0.01650324177299093
52263,0.30027552025742754,0.7884008798433638,0.11684468568779552,0.8300739654946583,0.013550040057835925,0.8389465435928267,0.4253287434294867,0.514433438459168,0.5013900191668001,0.09938756586777257
2343,0.07699404100396168,0.9902139537127056,0.55636759957384,0.38273019067817077,0.7204350539942699,0.9669759539394136,0.33996375897362735,0.36867989420347597,0.9513913399454897,0.4497406490806942
250984,0.4970557925835155,0.7435816667871128,0.36264793467431194,0.6544363747457358,0.3951347857321881,0.9468650703186425,0.8793358296710732,0.44438721987152613,0.27894370849926775,0.2151863075129096
176537,0.40613469104573147,0.48767804879956833,0.06522016035855015,0.7165375805098491,0.5643562752150267,0.637223881408186,0.624875726690955,0.5650354515190399,0.7819328228694694,0.41939104651889786
26102,0.05050203645684901,0.9863519046856571,0.6601299196463366,0.26149898816256895,0.29073396244474414,0.9901104790924024,0.584779178908007,0.6115170679553059,0.24861744318425824,0.7565605732335869
281468,0.010339155416753816,0.9695021819163058,0.13443180846432706,0.7647546601262586,0.7649882375881494,0.6590679824978942,0.6523940491905066,0.19237516247501832,0.7424646208043375,0.5150378314857982
138763,0.16992662933097114,0.7496807599315909,0.4794795796754486,0.49008104157846416,0.5237318763550716,0.8458045773667336,0.7648739213108705,0.5280618652070792,0.6313847783558254,0.5398800194299501
9950,0.14153484434704047,0.8829379037140397,0.5037289872289628,0.4249014779734004,0.6280306289006884,0.6440685236310433,0.3882272945003382,0.7246901538424049,0.7285727881301368,0.39586530232804545
18886,0.433638667049227,0.916029048203892,0.25027641282720214,0.5359690538754884,0.5153915468303825,0.12827469257065463,0.5457852689414869,0.8272031045978724,0.3073361216452503,0.4792911916587142
282698,0.036248107573093276,0.9975514205258197,0.6664980041874666,0.20781969040844434,0.8902842003880315,0.8659821227664889,0.25799398386781197,0.9593872133021245,0.7604485426741059,0.09343417559629923
331258,0.5646259025719862,0.4717481899557746,0.007836459154881733,0.7328522517494525,0.3861927291797019,0.572467463188416,0.7537256515296437,0.0271895101382251,0.7855109535345445,0.6863597812255323
307270,0.3009324261801781,0.7069212242623459,0.41398323006881593,0.5596648232315334,0.19497532290180145,0.428718333860414,0.44718795241155246,0.5288939190198033,0.9162939615847628,0.17889630166434972
253946,0.2626187515748455,0.890001795710795,0.15557432738831495,0.8495418187757922,0.47423008440625447,0.8522393244502848,0.26694304654485096,0.34350224367972887,0.8034677231927095,0.14246211317249835
301018,0.7377792614101233,0.8668650756737638,0.03155286639549199,0.7309714297580612,0.26320208448343113,0.9404913095163481,0.1590982509078035,0.02531604263525164,0.36568120566001727,0.13595505188879067
265669,0.8916739279656215,0.7066706849728666,0.6042953648531239,0.2573554659910172,0.9308489222335408,0.6942541572508553,0.54822518765801,0.18962754691387282,0.027838755290050688,0.7657297040197127
266695,0.1293609940677176,0.9875584203926367,0.1499786943005848,0.9197717770851092,0.8462040429154372,0.8604542387396809,0.32180423808361636,0.8638907237067264,0.7486772413021855,0.026907587290119293
171403,0.1637064119039437,0.8912650923139197,0.41718660253192685,0.4934709990975399,0.345686970809999,0.7226702983489338,0.3938629450490227,0.590929089458338,0.5375139066485713,0.6044891841185108
