,sigma_C1,sigma_C2,sigma_C3,sigma_H1,sigma_H2,sigma_O1,sigma_O2,epsilon_C1,epsilon_C2,epsilon_C3,epsilon_H1,epsilon_H2,epsilon_O1,epsilon_O2
240,0.7917929560632024,0.020602973270317654,0.9002837312873434,0.10855307100294495,0.6540010249205269,0.9147631394815422,0.7884506224996617,0.9810672728450838,0.7760723585156879,0.7552664271381374,0.6820490373365466,0.392215176374124,0.017560746359299818,0.9916672153851004
329,0.9668573320462541,0.7723189596022938,0.3480219794635255,0.6810459310061473,0.9206328127542717,0.18910314368155895,0.12431845637590978,0.9094340417960898,0.6351020163477584,0.1752920434857204,0.3738466640884945,0.7701504621320893,0.1639609116643829,0.3724676199190592
125,0.4730081022730186,0.9370229551841435,0.9996310747019546,0.5194030398857288,0.9330472856617716,0.5177382355263659,0.6273324159042708,0.3007456448152093,0.6371397292075823,0.4274034080531731,0.0925277301152151,0.11505044548936322,0.879053501147569,0.41219475061156224
263,0.8462414811975687,0.0392501228655083,0.2472708728636654,0.748583172578007,0.14038225896245501,0.6061315918564688,0.5809672666518344,0.8642192005961657,0.004560290237031312,0.6163102488003218,0.6665340280369887,0.46583910697576625,0.9533008180649425,0.19200340426901585
203,0.6965763415473457,0.9632142174818608,0.11648749211492533,0.15147622529636695,0.6607953923614417,0.5344872858556353,0.7327878850453942,0.7333797751456969,0.032147954535992215,0.5976120469598901,0.19403591904365852,0.9871460771527998,0.8993721672584213,0.37347837525102034
178,0.6376981735574035,0.17156277530365377,0.572235576380968,0.5435812079052104,0.9377031726053969,0.5954197505134597,0.3012990683031909,0.7683817139096019,0.968584074337124,0.1869520128241779,0.8524723136625731,0.9901011355249616,0.9775905039225209,0.744215114489362
234,0.7759569298838835,0.9604289328862791,0.2450754622695542,0.0996486881743484,0.885851725915239,0.8199461156421605,0.5470870954445144,0.08109718092613412,0.9270641070876392,0.11435226546073128,0.7125431290302787,0.5495065761588446,0.47655973328059453,0.2612522490531798
238,0.7855247177387644,0.9787870953790838,0.615118705296339,0.20250413523342004,0.8902657077706938,0.8896033292892244,0.05089331192609404,0.2801764576133106,0.2654395098570545,0.34175867025901097,0.28855599338523363,0.1197105878658013,0.49374181737346984,0.7986931124951386
262,0.8460100052361096,0.1297919182490094,0.9918446900690802,0.3855351592350818,0.41859389810243824,0.947886527014316,0.47282523674857846,0.8299992871333561,0.12604364115711467,0.11586272140460183,0.9316677904835838,0.9908586788344409,0.5485800309684253,0.1853623019117513
261,0.8450739719772614,0.6089467601684605,0.21073471823772882,0.9531804348824152,0.429754914868293,0.2649654779218615,0.39862083714124324,0.5006145268145236,0.6252394236727246,0.08447922487856868,0.992487612962695,0.8170618992635913,0.9880851269760987,0.9763422203123049
276,0.865318621408223,0.9539028531944803,0.6651590147478297,0.258017249877574,0.8637629085249064,0.5188314789720598,0.5174077558997013,0.19766516980522042,0.5155694977872893,0.3297459894586821,0.9547801208941573,0.2742360761696935,0.686971678129836,0.05109327696654508
93,0.38288123789270007,0.9079254573713929,0.8961033732212556,0.7891215882711827,0.6518018629369007,0.17140580260477575,0.5624182998994434,0.9706340079610402,0.612656820100209,0.547675536257236,0.29357660185087425,0.9204031418345877,0.998418650996352,0.07152364363684947
332,0.9745362189168293,0.6202160907707446,0.9874612566396522,0.5174734829987514,0.8508634176570283,0.7127922516445266,0.03483078700012229,0.9898215911543368,0.545180852170248,0.8372717841675569,0.756913258188478,0.26946802161457384,0.19111396923531923,0.6754707125143617
243,0.8043055915580337,0.9676813270152689,0.2662039778303467,0.2813602078299521,0.7684620124911533,0.42300572664620884,0.7455039956899233,0.006280770569986499,0.8841232990943451,0.9451203825552116,0.3268317537365463,0.08725041933906301,0.9760727294994181,0.3339109062910612
215,0.7251394668984017,0.4999664291189919,0.14852468420532491,0.23089407956888872,0.384521341555956,0.7903585193668341,0.9358272128156285,0.10928474170833802,0.932038270322647,0.09222250874452662,0.0615315324019168,0.46346579826395495,0.6930792269465058,0.6287959948402546
94,0.38545603126845257,0.44901703321809416,0.36652041979479705,0.5546814213517683,0.5364312998254547,0.8076312538418849,0.8608856989286159,0.72376167191359,0.43923138669092104,0.689768260413496,0.051253205809039415,0.8410843900280772,0.8537098349118096,0.0764238446386211
299,0.9127818907436163,0.15054305251886224,0.9848574219005256,0.4207114136444932,0.7947279171060353,0.5310903447354969,0.012053609801743333,0.9769141784277403,0.6945297224775538,0.6162042447039993,0.125650075141591,0.846991030812841,0.8481662833357706,0.2842334830917218
109,0.4386959529936201,0.9561909889345515,0.9277148206109352,0.6725452721805879,0.43538720249511853,0.8835523246189751,0.035485651536182605,0.16958236010128272,0.8114811570562406,0.573041749265098,0.5090359698384518,0.017988316321965077,0.04474753343352949,0.911712886102332
104,0.4171679139393557,0.7236079235962372,0.6119087498689317,0.7864963593731232,0.9632642409628854,0.5295078045152362,0.04073819827976485,0.9495227394274061,0.9752741459901464,0.9661279484536465,0.3979607894564932,0.9252633777343613,0.24238773152615764,0.045003617151048864
