,sigma_C1,sigma_C2,sigma_H1,sigma_H2,sigma_O1,sigma_N1,epsilon_C1,epsilon_C2,epsilon_H1,epsilon_H2,epsilon_O1,epsilon_N1
28534,0.3843766058176096,0.9899661115818024,0.45509984156183836,0.9761782339765348,0.5983773139593915,0.745102113525621,0.05973031817978557,0.8132657803337647,0.7096297605037095,0.07091628694688469,0.008390796042166183,0.9817598316259322
16038,0.89465858290222,0.9683157672259305,0.2551578890936468,0.8802404345775658,0.3069505728987604,0.30668918622064406,0.26742519212933513,0.8923200344348048,0.45048584332344027,0.8433288355216769,0.416699004913875,0.29641141506424407
44552,0.49064060620869765,0.70712139664454,0.18514386767122804,0.5660785413934244,0.9891820602680127,0.5780126278863008,0.9359009239127735,0.0510324257663665,0.13971091303477357,0.028757935183143818,0.0055981535734232315,0.32135983714057276
1577,0.7905967745505722,0.9680965010813781,0.05980159230004825,0.9413766276868794,0.5809105989248934,0.6770898951241372,0.49423012138422284,0.03873127771201391,0.8083589705452516,0.5008076719617136,0.8365197547741139,0.005730546055282998
20317,0.45541533452994437,0.9022115169940669,0.9365450301008245,0.04432373141498033,0.0475117517729857,0.9651124269923254,0.5875590720031678,0.541251680407994,0.908740598829576,0.16632951347580896,0.8728252440775275,0.9324813734582382
29838,0.051938139965444934,0.7442958310033266,0.08164359267480124,0.12106588844232512,0.9419815347081916,0.024477040396234034,0.14506417907022676,0.1769333371024112,0.900404717542567,0.10899568983557838,0.7086841848903864,0.8864421318485571
26786,0.06383132411851115,0.041295822559568554,0.05407018723351668,0.017641329436764986,0.9247557605007946,0.5439400244028377,0.4646819872837699,0.08978469306323117,0.04232441783809436,0.7818103215725495,0.2667416627113895,0.05689995884934178
23155,0.14627856948875992,0.7157769331049785,0.307405960230147,0.8043855171723902,0.8168706821732024,0.9020653301945859,0.25036911438162446,0.1105557623140241,0.44328142281567584,0.016294575466158402,0.5397744591496707,0.9086105998353501
37866,0.3688612848044822,0.7495253037181312,0.5145510278381797,0.3471212166060094,0.22833497581877746,0.4791127337177239,0.12264950809785541,0.7587891033699509,0.9966305354509035,0.8154386868334941,0.3780856104652206,0.20171751445458716
44846,0.14411339468436488,0.8651259392578864,0.41307070724216005,0.5995635960600755,0.807238113112908,0.9566778203311761,0.2370722684078692,0.7460479512245374,0.8325682706291606,0.5637215482733184,0.7263084216847855,0.3732395085573215
20552,0.6120687423687772,0.2845376302719088,0.4641882882308942,0.015168489933360512,0.9385820238791998,0.44960031922267524,0.7005986944672595,0.6102690070327651,0.28717548405371207,0.4224202915176107,0.9683590036092623,0.8822739843641214
45937,0.08519649213775495,0.22130151754087107,0.17897922766725072,0.6318259525419226,0.9186103748542005,0.280734625775136,0.6420839448501761,0.6031617191373977,0.3659298958120208,0.9826803225734977,0.4225404428720015,0.13749198444404445
23035,0.9808139721418309,0.9237724284892235,0.5691120122658428,0.26487105877273237,0.5236750259762893,0.866922509483294,0.9471370577210007,0.7901663275032919,0.6915101563377183,0.977304747210589,0.25584472418219845,0.5863733918932705
35058,0.12750526190189582,0.08787697375031062,0.20031152824222334,0.5729838031011002,0.6187989574297551,0.4941506194685997,0.05263793307729205,0.09611223303535743,0.9319064718740744,0.9268068349746119,0.9763710108998006,0.9683922369912628
34182,0.15664175656886115,0.9886810099687484,0.43868362580851455,0.23458982767762124,0.47135626675194287,0.28179817332964224,0.6037323595584282,0.6615810295862476,0.05584612980134485,0.0468723367114586,0.612687080776178,0.2919843954055511
39890,0.06617986496794948,0.014235448396196244,0.03147853595953953,0.7568213429626189,0.6615767564376513,0.06117153911708914,0.48542390054165774,0.554772945325849,0.051741797299898966,0.020022193041767923,0.016622752559004035,0.02623491945009182
10882,0.9434551269032109,0.14852974897977414,0.7627470486153574,0.8091854699642436,0.005001905369153633,0.32062654536666846,0.9389218414753929,0.8255923931359223,0.0027187792012692467,0.056368801660519656,0.574513011193674,0.8725600287184003
39101,0.5191785349456712,0.10673368848194771,0.06753558882853303,0.7156127938991236,0.9190569965701146,0.7269981300824165,0.8586294972850991,0.9878284121583645,0.2376693789730432,0.33249498494397434,0.08470687665234553,0.33704471787145274
19606,0.8114766528539588,0.16037727450835756,0.19238843498845468,0.2865869881811349,0.703714780669327,0.9026997790989666,0.013364283302558861,0.6804207108305558,0.9900858637624996,0.16736822049359865,0.7776463567514432,0.11258959764469892
7828,0.40512333192016886,0.9610737381732218,0.21477020170040997,0.14783054274270435,0.9642923118672441,0.9996424816063191,0.07557599384668268,0.003295295139339926,0.5411606651245245,0.6086396602634637,0.7471161472540275,0.8761972934170283
6919,0.9951498538738985,0.0799455326459716,0.20093560741586328,0.9273419849298415,0.05265055776478103,0.07302759211354648,0.6497506913976128,0.7377873509049615,0.8292235966523558,0.8719718547481036,0.15549720057023725,0.18480041159805463
18040,0.36874774853326003,0.9352372148676935,0.6770744451631141,0.8861277762162887,0.22315760384639022,0.5126116508913384,0.9504274937876305,0.06699628418739659,0.3848515683111542,0.47976664401757574,0.77389113385696,0.9803672660305481
13994,0.17501295334858527,0.9137195665189533,0.2831521763211648,0.2656407964271201,0.878092328324514,0.40097381475042615,0.968580899110887,0.23373746549930116,0.2257956947404839,0.9880359242432059,0.06346072509807339,0.015310915781357706
35744,0.37551567942366837,0.4936498228537359,0.7076815480273762,0.7575331267563838,0.3493999733067991,0.9623695760626013,0.8263956226395635,0.8776425125389505,0.25793713633222054,0.9922094370493536,0.014578059147239787,0.20765696375941872
41403,0.9953947964984058,0.867273206698578,0.15629203800231312,0.23107415932102157,0.0771358379437405,0.05722900101655887,0.9292474626784734,0.42547401815095176,0.3021537723428129,0.9412558947177274,0.054937499490870234,0.5421317455703892
13764,0.7394380036320145,0.4411471702155686,0.08398974992530192,0.10285898248040447,0.8189972770426104,0.17758507347959648,0.4924685872398085,0.12841977900669646,0.7849740980344231,0.8679684076784963,0.8096784091691929,0.9979331645480258
39951,0.07613915265042251,0.7480793424186051,0.402509178119448,0.6864299191593257,0.13419012831938817,0.3389467666597809,0.01040345052046967,0.9689972455419851,0.99449810101411,0.23361287892877716,0.630903667290004,0.8638366740879777
46158,0.5199372015047735,0.8545579974976232,0.5026204419162038,0.06621710154680775,0.9391337659634172,0.9695258489171419,0.9508840136347577,0.4775252349433151,0.02921296066692,0.3125084067959069,0.42696440477266795,0.6706765145533092
38066,0.2933720117325139,0.46870752687974043,0.2191481598323399,0.3758846953481791,0.6808112844466822,0.11830007791213286,0.016323862311225165,0.2648212879605703,0.47991758136671314,0.5858253303187966,0.881928830078003,0.5468330879500958
7290,0.43670322539633427,0.21513677874050974,0.4882159841388719,0.03712350784004918,0.8855502345164845,0.05852756448354893,0.9953115349898488,0.9466890311955218,0.8115795672745754,0.1301238393408912,0.22863939209639758,0.9595007563854776
22809,0.005870391199215502,0.40648930911966497,0.3635722745241961,0.9257668441590384,0.9607702304310022,0.7830806109443454,0.8226325718889025,0.8505193237872369,0.9095981243318949,0.975649752695679,0.7869685560119819,0.0872261557976534
28737,0.1545941936095999,0.43453884448550495,0.5337047057085005,0.017152234503664977,0.31241990651053925,0.22103631340763605,0.9253205564370953,0.15560838582747127,0.48460744410634066,0.8710128612612054,0.31280613585613254,0.43528812679379303
43044,0.7868412581714649,0.9543869108460555,0.7445018126946785,0.031001511627638065,0.14233342195267334,0.23255413101707761,0.9413514550909304,0.4647777598346273,0.43992697513219253,0.03598710767812925,0.9246404457323693,0.17309688253198724
41420,0.19287306542020968,0.368017263685929,0.40645359855189567,0.9735871748563758,0.5497567703221213,0.17063110416986424,0.9553144905265231,0.3106151706378398,0.4297906491284206,0.7222203175210008,0.9713285637978116,0.3435373465037909
41037,0.6985863194901147,0.17261315866673674,0.07187853553149127,0.11301162922391984,0.7659996455032255,0.4202510682390698,0.33625671059131523,0.8929651959614567,0.055923563917724115,0.03982950236759644,0.31011586272166614,0.014421259328686396
41253,0.8514983377931521,0.17277557892571227,0.5095730280041619,0.9840901732435006,0.13452365079421574,0.04927595580392726,0.7616790698924136,0.4576252362245787,0.6576633149114411,0.06977964088611653,0.39331495061513705,0.4929592339992012
42740,0.7111156874898389,0.740646161169304,0.7976755306272725,0.7203259087552629,0.002150048414119332,0.6836961109939788,0.5318795149076982,0.7961201615885543,0.9778884145718509,0.8153458053467006,0.7273822297795868,0.7163797342006523
40440,0.6822049730403882,0.7367049866281251,0.5383911444902526,0.6960524326912456,0.08945128750648373,0.6341020458939478,0.06771311549209896,0.44167041976313065,0.4379911410555648,0.02630001463174585,0.46199796594230697,0.2544109150536762
6142,0.6375937245937314,0.2561736395157251,0.06517496302619187,0.7169785628726476,0.9628757285958294,0.04306150718630791,0.9461253973091112,0.2274497172075288,0.9747239660765057,0.5015509153425198,0.9363324374416853,0.5836168972131709
35708,0.6735277424288602,0.14564699139998083,0.9481174585986611,0.049436119086172244,0.05721949644930775,0.9581911120701389,0.7412375685697841,0.8000009636686186,0.0721469363389048,0.7044915596616187,0.4538143938679644,0.5038650409833986
28904,0.19153761263674024,0.16279557749619933,0.2940008223957874,0.5078386935325004,0.6242433982348161,0.5149231789486376,0.35596145492589726,0.2289838605340018,0.039220388346316706,0.044409964411492496,0.8256420971235576,0.4047818942651854
37705,0.7624794747927017,0.10141196598003133,0.04911230713446158,0.9628881731551061,0.3951618381825593,0.7763784891026401,0.31906582351022855,0.35705239065301214,0.08215696490112387,0.2944742796786852,0.3825862756807615,0.006869392497880707
41801,0.7763703426595677,0.7251858025194159,0.324072830550495,0.45944617951973826,0.9235942333460435,0.7899616653468826,0.4696917244964033,0.4245090039404723,0.6503335761802436,0.057570683250968445,0.9984622468835761,0.709006950046581
42261,0.6182782134385232,0.938126926107626,0.04723938911949876,0.030368729672929615,0.5566002937282947,0.14551411505003753,0.038847531657737334,0.06110693806959168,0.1517772920939295,0.7829776075006629,0.6249313216767785,0.20503339585360952
42710,0.16344011414960846,0.9668240675247024,0.24711363251223084,0.5964733999052949,0.3262893961231896,0.15580862122412448,0.3483708476351385,0.0061143223552045265,0.9890832521710419,0.6308621164475601,0.8987833402603682,0.12450086001230866
15633,0.6992709710388525,0.6940639803598828,0.43334002110801634,0.62140065680188,0.36842569002585596,0.02679916112820608,0.20742478083911484,0.998327165795548,0.03902376976627854,0.6996714961762542,0.5669501038419789,0.9650047001192054
46385,0.1742360934765889,0.8986351584122168,0.5484928535516449,0.3615899348921209,0.05738591960018974,0.6700051539734885,0.2973036475398031,0.847736908789278,0.29164952207680683,0.20887404363404832,0.9934820167606762,0.04116581210461592
28806,0.08798351259459623,0.5142900662998647,0.0016919659854330894,0.9853470377740782,0.7950892551092643,0.41053635258455606,0.07068774713478333,0.36599839639351844,0.08440925107017246,0.04623891655071239,0.15130425662965127,0.6615541008509194
16340,0.8550424982434642,0.43573368332001894,0.6662435842539993,0.39644868372799935,0.20808252609818242,0.6370021528150431,0.47099137053856066,0.09811785283512757,0.11413777002882859,0.09189746601224782,0.8215926323370935,0.9328468038118314
35530,0.966291336309869,0.57421732626369,0.7857330648445365,0.15875521040429763,0.06209004654819991,0.14444465025709008,0.9887711963123621,0.0157129732927443,0.6958077424891981,0.3497344052841604,0.28651786199231766,0.6285484359409269
843,0.9628543691537649,0.9593333477494108,0.4087299648957421,0.383347774353567,0.07811918230434738,0.08420943179532567,0.3728874236071854,0.8220703964396558,0.9332052819904025,0.42935587809960407,0.9116270773116038,0.21600081423070774
42018,0.907739872730445,0.721688181997357,0.3314819610843815,0.5981367382200039,0.47619577980941047,0.5075391764680727,0.895038807108854,0.12335697491300172,0.9537732189272021,0.2296387942965331,0.7378225553778393,0.43081304411345817
16413,0.9239548315548327,0.5329385620602802,0.5022675011768638,0.02956551921236773,0.12702706356425159,0.8568265975720352,0.005518256519844604,0.8789865395076109,0.5998973258125007,0.7371949676464056,0.18387758105932892,0.0367940842390074
28838,0.9766941304886578,0.6998232624086373,0.010875357692695597,0.23130873526618226,0.4972174617915379,0.5933728587936556,0.7559534074864185,0.2844696169124506,0.4765554888826474,0.05452572221499569,0.04161241327473904,0.6762921374034129
35257,0.6973324060038599,0.9604393167314071,0.5218865070701695,0.1224502590328978,0.020401081223104238,0.22138024051213673,0.4177310344359056,0.21069887155604425,0.818625218447054,0.9221719737062781,0.3304964198249595,0.006997828180932026
13760,0.963038104314541,0.9462076782231047,0.10561160200705194,0.2869944207357046,0.35842447839208075,0.8004596987405221,0.48458209665701474,0.9942028380689074,0.0894115993382524,0.5334397664702272,0.32739075898627373,0.00758222399426541
29766,0.9150931577079606,0.18155959598845323,0.09217530651016181,0.1138699445021912,0.23917984635782594,0.158952496320211,0.15228491339756645,0.6130676589991777,0.020523695590039415,0.27093587890736365,0.2721344659266778,0.9124696984147345
26069,0.7157799339289656,0.13227890875793538,0.6862125190466979,0.44824166380443853,0.5056487222758864,0.9640464163644259,0.9772752322341118,0.05517092939949835,0.9231769534671217,0.9520589371719519,0.8013886663420914,0.4369877345132504
4465,0.5779432745766225,0.8049855498898199,0.04582257820497185,0.32718436111907284,0.9420266558903364,0.5789459393838939,0.22249783794169425,0.3877176105434132,0.07578087131800233,0.926906485858657,0.5228485939963555,0.8240123142081817
37200,0.016940050387908787,0.7016659073595449,0.25056715268971075,0.34581222722836186,0.46637981343512497,0.1444076254676232,0.009715696552140126,0.9820459130569549,0.05430899251965538,0.4519740122126692,0.21499175931092715,0.011962812266592734
6314,0.8739051041653574,0.09260720261318314,0.03392374485168391,0.1285590779373386,0.9325580300152774,0.752910323969963,0.909289964143858,0.945359308896936,0.07473179394177813,0.9869720804972919,0.6341177085736055,0.9352064662783991
37483,0.22016711608719447,0.2364297795711398,0.023988916490207502,0.9009077685138719,0.997099777223465,0.07063527023306852,0.5516911822676315,0.9727423464756514,0.8724687779916366,0.4821771949193709,0.012662672993853047,0.14482005332610084
1716,0.37690680958930506,0.5690015489670047,0.11491716680394055,0.44373008217144333,0.9459542952880716,0.7273847958871715,0.35153115045324884,0.05412980131006544,0.9318752159166572,0.17129828348172169,0.4255776942364655,0.005322309203455508
45187,0.06767845411732323,0.05663622563603647,0.3916478506609426,0.9295631618824937,0.017719814472978383,0.6774952578927197,0.9025804633768975,0.07733323100514293,0.5035391276124926,0.24255558499314483,0.6519249633578597,0.02778712689679293
6363,0.9550255402944773,0.6446754654640326,0.08787003097284138,0.9252701275472944,0.24108693985326515,0.021767661871631365,0.6976222930141629,0.9990224398000926,0.263438889750237,0.26895071627522055,0.7183214392496816,0.20235789655845604
33034,0.6416924802976227,0.08541657224248568,0.3582432032834589,0.7645575303311435,0.8778799887325777,0.9745907165483043,0.8886272690383469,0.3473118173723172,0.8537095290068341,0.11324358184607689,0.20554327779775308,0.9956253759227585
30251,0.4741930098960361,0.13643770780694586,0.47263796833468225,0.5974897975128076,0.5110072982544578,0.1769033053727856,0.647487288062538,0.5550347001762319,0.9829307111805491,0.2756779064250047,0.006016537245008064,0.021670265394207213
28393,0.8476111568013147,0.0020408918550125187,0.08036881940246221,0.8570702776656139,0.23108504396529506,0.47417960083582095,0.12084486517077361,0.4023360469773319,0.4940734409461545,0.06201719572587787,0.8815267948102684,0.9272633980337327
10159,0.1453576312400443,0.29866971439115225,0.25614505334063353,0.8992517052345688,0.828696025975296,0.7486449754571599,0.9000587576712676,0.17310932162284684,0.8025217485612526,0.5381398686435505,0.11699977689900924,0.23857456600504398
5506,0.29750488786356594,0.8509926338173952,0.6494996147315935,0.010024651774244045,0.15214233935228835,0.3385433415942462,0.30824566347824073,0.9897846720321503,0.419593373612214,0.9053952772401895,0.9254378378876165,0.8071418913436882
22273,0.7418231228403757,0.05296502617569806,0.5149873526481908,0.06403680077095728,0.6320351402194347,0.2732564823685758,0.6367934509510879,0.2552411301794008,0.881571932243239,0.053920447396461464,0.7965817305057861,0.405996854438039
45537,0.5936321027706768,0.011704360110313105,0.39267902852339026,0.26349561108759256,0.34603477035004065,0.3745968243123607,0.10650987208866346,0.23767323500165435,0.4058961585937942,0.8557869484931228,0.6400456378990921,0.11543071219221886
45240,0.31879974222497054,0.7843619523278094,0.04301608041204172,0.08831214104822717,0.9832323510730019,0.12275736819184646,0.1095672363768345,0.4816850179196324,0.8695974596305587,0.7059990170944361,0.1538432952938352,0.15498707236354803
35332,0.922507793655462,0.4200875414106724,0.33432575604656656,0.4953491711259409,0.22999422521531235,0.04517918943162246,0.9895659426706979,0.06842423636399735,0.08312546579684932,0.15759629775743708,0.5593172495517427,0.21692244442740624
34083,0.5032087618520162,0.18064921763763458,0.4545631281094225,0.11200269570996506,0.4948319999899949,0.05560197872151345,0.47808730115707637,0.08727231780690814,0.16353347761905687,0.7155774217288179,0.03122357278909049,0.6584762228294404
20776,0.7451465908251318,0.7566861271613035,0.8058435270971899,0.6224279635254212,0.014696764818148484,0.9889018468493965,0.9483288278082943,0.21064511562782812,0.25253854982234347,0.28072949383493545,0.7099690785702023,0.1794258301340083
34572,0.5879625959876706,0.022554860225832637,0.23307348406502326,0.41381773865837557,0.7224337647706528,0.5911672380528543,0.08208391236062397,0.8933134596849016,0.7623377572318583,0.5649216529529884,0.14054044722957412,0.4400005989348347
155,0.9847270727529159,0.26173951564235093,0.843370709608222,0.07378903679188903,0.23234896078604694,0.19791256012183459,0.9363422631189154,0.8824902249230083,0.9064215513837991,0.6760028516355265,0.2188616082734566,0.015100986944114238
38048,0.47295818037641585,0.5365784469896152,0.023187692471595394,0.9316776945104172,0.6651194591434259,0.17856178069035533,0.07080514025880696,0.1794884704187252,0.004828472726484082,0.16954476722482842,0.8786869375399078,0.010713373836509004
13418,0.8990528805654519,0.41163838162708477,0.6343589269990833,0.9392616589749285,0.03703009023116324,0.8658478540767273,0.7260982302901785,0.6353771584297464,0.1083163223753456,0.7334647929506932,0.9315191002087319,0.07192966576654254
6433,0.8801724448639862,0.5028730746730757,0.08954522820131128,0.0007109083861098239,0.8327821081060456,0.9357368321357409,0.9959692330548676,0.730448266512946,0.9979317639207618,0.09577228038594934,0.21917247080772082,0.038005967403754094
35325,0.11197749332580605,0.934973223338963,0.19291455539557475,0.8978184664934126,0.9890470313362273,0.6302857189182773,0.48020630005869663,0.8408722094197594,0.01998001714079431,0.1770174477865095,0.31102196347009975,0.10207262173293861
36518,0.19882616541447665,0.6488301853193233,0.5762608829220102,0.9249922071465538,0.6374561071831324,0.6337726013161483,0.9680376819637202,0.577327960240192,0.9312015928874561,0.06079835930880848,0.8109148369562671,0.9693066342996618
30314,0.659646657171572,0.9449367634916951,0.5727178735308828,0.156627006529392,0.5419586203261808,0.3340700071946426,0.5703110622111945,0.17488322053725802,0.9385100179883996,0.09666890711189853,0.06040714778689471,0.9760929834775349
2531,0.48768198282960007,0.9790854821042306,0.6358065913803042,0.7742200203433405,0.09074846784869582,0.9329143977144486,0.03630206630736688,0.9989889551412842,0.598503870671591,0.5820248950691809,0.2704060401447655,0.5599293623348862
25347,0.013710628311862066,0.56098044706779,0.3436397967928709,0.37413184637196967,0.8273470041839767,0.5916278505420869,0.20748447376694873,0.989968274721074,0.027856761903168097,0.177992007316976,0.43080736429968497,0.8612354893263228
22226,0.707720473463842,0.7613591352189616,0.23432709117876602,0.9304530881726701,0.039009112782526514,0.009689159474138204,0.10391272364506503,0.3236762825004284,0.9580573822296904,0.39612949499777383,0.06039403502899632,0.4252555844529876
21389,0.025386760585408286,0.7706228334469228,0.5589245044719947,0.9456647601782288,0.2812785130833516,0.53231307381843,0.9548954261663949,0.9949567907257106,0.08665631681298591,0.9330187478388183,0.9218457548722735,0.4548359803342213
28443,0.6908822793043459,0.5552728715586475,0.12404342519044342,0.4453524052415386,0.8758590668964232,0.9883592818485081,0.9234206618479035,0.40229349545512716,0.4504651715955702,0.8731696077538619,0.3041060102279031,0.07529682893390036
13094,0.47082095512123534,0.03007754584517642,0.5100611063114744,0.25029559434791054,0.8342837798913123,0.2012966814561018,0.9323230132353658,0.9753086314708301,0.8898597591791585,0.9910287620062628,0.7130895250735395,0.3783799090911632
24922,0.8171342183817548,0.9716823868343469,0.17568882723023146,0.845068896475758,0.6132751673118005,0.9904482926711804,0.7913451180165417,0.3050150584395566,0.1558624360008447,0.03743185324690349,0.36594833770899043,0.5057092165993272
26649,0.70038266609043,0.2060632321483121,0.11734580982587944,0.4147260068363517,0.6977128130800849,0.2438037455612102,0.5311940266926388,0.008014442699229022,0.8101575352261315,0.9692887704522521,0.13444192500557633,0.13350425379714517
23320,0.8275819228333888,0.2920294370783323,0.7808006720550206,0.16057830080726054,0.13310477666274886,0.07455141446268546,0.5209036954037499,0.7725822344257122,0.5460781564544842,0.7652181379173795,0.5662189461888513,0.9179134390366221
38162,0.8535674448139368,0.5555037015020279,0.23663992482213753,0.00367738090448315,0.16635584481262303,0.13179379306817424,0.17323871791856899,0.004855718537416789,0.8579183332591164,0.20859306375832762,0.7287481965161657,0.29894231337482713
18838,0.8794319309737135,0.7403420992214705,0.017168859224430504,0.8189410061283223,0.018865837248414626,0.012395506565714089,0.29012792612853594,0.23888062100711305,0.38809613189317343,0.6520067196272173,0.9592529783541865,0.3378908598762483
46711,0.8661464501223192,0.9449731016404805,0.39209838325531593,0.4028738627196835,0.7178746765407124,0.9709222375914659,0.6175682434164993,0.034049689197721125,0.25252935317601394,0.8090505475064008,0.1029446470587818,0.9854169603130915
24657,0.9461665889725462,0.3135074088236978,0.4370148704385524,0.5271269601473068,0.5342290241121367,0.8168829361290632,0.5290458271356528,0.41070865284378927,0.8337160442220777,0.5694779595714615,0.2928310840982109,0.28893990475026304
2644,0.022220806520705166,0.37340876831249176,0.5426263393073332,0.22968282631940326,0.6595520429100105,0.9672472034846061,0.12183775880562073,0.9931548060371084,0.969671940256005,0.4949003843622904,0.03893450702906083,0.9094112591625353
18182,0.3256189414123444,0.013901285907015754,0.4581756518970423,0.9750295259289004,0.3711740623185101,0.7887958718331447,0.5551542558520413,0.2507526652312902,0.02233289535639146,0.9098857181796596,0.006414093923347707,0.7935320373435873
2917,0.7401734525137244,0.4394152583945612,0.28488694898180095,0.7483637864433096,0.8174879065675242,0.9458943201435879,0.2524710544199784,0.7372706520044312,0.4852320539328803,0.7625060253685956,0.36126598998376125,0.9391062003175825
