param_rank,sensitivity_score
sigma_H1,211.84550860019826
sigma_C1,189.04079817653195
sigma_S1,147.66145653700306
epsilon_C1,105.02418090270355
epsilon_S1,77.5337203679265
epsilon_H1,48.28399377021852
epsilon_O1,31.483811927759774
sigma_O1,1.0245250735648438e-05
