sigma_C1,sigma_H1,sigma_O1,sigma_S1,epsilon_C1,epsilon_H1,epsilon_O1,epsilon_S1
-0.2726340284893563,0.7233650002022858,-2.14733481060008e-08,-0.5113438231771702,-0.27629652542459504,-0.12702501738657176,-0.08282731370144977,-0.203974921477632
0.15855797841777708,0.6835538366807982,2.770444220934748e-08,0.5973711649417033,0.2857598469417071,0.13137570301487503,0.08566406630649596,0.21096116564964085
0.9300401945171642,0.0863561774804003,-4.770255284791558e-08,-0.12925574428143952,-0.24504472403560476,-0.11265728106953206,-0.0734587317990131,-0.1809033850720169
0.1885611056718824,0.04516458183435001,-2.6450913430236074e-08,-0.6041259292274939,0.5688560355676239,0.26152678073169894,0.17052956390663834,0.41995589435410274
7.696900344067948e-08,9.4128717748872e-08,0.2902603904525447,-1.2329659862055433e-07,-0.19648469450815662,0.08677803198389801,0.9185475422198512,-0.16088087644346108
1.7592405874000825e-08,-3.438233860328575e-08,0.8350311849270775,-8.813187461380063e-09,0.03803833086507019,0.4072778266141574,-0.324572689229923,-0.17335901170341397
8.084815915992353e-09,8.702882818352715e-09,0.3143498654289787,-1.566111292125799e-08,-0.44061452791668754,-0.289946528890777,-0.028039156593845146,0.7887888285055978
1.3498818677478326e-09,-1.6257884425889284e-09,-0.3459132666412169,4.64028602146703e-09,-0.47345868028006455,0.7924913280882403,-0.03823054002448538,0.1633303729972967
