,sigma_C1,sigma_H1,sigma_O1,sigma_S1,epsilon_C1,epsilon_H1,epsilon_O1,epsilon_S1,temperature,liq_density,liq_density_unc,surf_tens,surf_tens_unc,iter
0,0.20060678539007015,0.19857245844671279,0.34236734087313603,0.38899444204328026,0.35496877029273044,0.07301935730689725,0.6814372450777834,0.7618733421583813,313.15,1088.7630528843151,0.21192362987936253,23.98275,0.2345207879911715,1
1,0.20060678539007015,0.19857245844671279,0.34236734087313603,0.38899444204328026,0.35496877029273044,0.07301935730689725,0.6814372450777834,0.7618733421583813,318.15,1079.9800838453682,0.19987740689087075,23.028550000000003,0.21794494717703372,1
2,0.20060678539007015,0.19857245844671279,0.34236734087313603,0.38899444204328026,0.35496877029273044,0.07301935730689725,0.6814372450777834,0.7618733421583813,323.15,1070.681947728721,0.19642452093670323,22.10185,0.19364916731037085,1
3,0.20060678539007015,0.19857245844671279,0.34236734087313603,0.38899444204328026,0.35496877029273044,0.07301935730689725,0.6814372450777834,0.7618733421583813,328.15,1061.6961580602135,0.1443392913245843,21.53635,0.16583123951777,1
4,0.20060678539007015,0.19857245844671279,0.34236734087313603,0.38899444204328026,0.35496877029273044,0.07301935730689725,0.6814372450777834,0.7618733421583813,333.15,1052.2776570524134,0.14540127482991666,21.092200000000002,0.19364916731037085,1
5,0.2063446818804542,0.19006410903680487,0.39343738704695597,0.4141311160683623,0.526926625480006,0.08284528461652853,0.6306612148923968,1.1415827192992387,313.15,1075.364816182902,0.10067224822103538,40.584900000000005,0.18708286933869708,1
6,0.2063446818804542,0.19006410903680487,0.39343738704695597,0.4141311160683623,0.526926625480006,0.08284528461652853,0.6306612148923968,1.1415827192992387,318.15,1069.4745199576419,0.3099856069352137,38.4928,0.223606797749979,1
7,0.2063446818804542,0.19006410903680487,0.39343738704695597,0.4141311160683623,0.526926625480006,0.08284528461652853,0.6306612148923968,1.1415827192992387,323.15,1063.747601594128,0.10181981075561809,38.864000000000004,0.229128784747792,1
8,0.2063446818804542,0.19006410903680487,0.39343738704695597,0.4141311160683623,0.526926625480006,0.08284528461652853,0.6306612148923968,1.1415827192992387,328.15,1057.6242038829,0.17623229533600895,39.48825,0.17320508075688773,1
9,0.2063446818804542,0.19006410903680487,0.39343738704695597,0.4141311160683623,0.526926625480006,0.08284528461652853,0.6306612148923968,1.1415827192992387,333.15,1051.8850833201875,0.2469110048908598,37.9055,0.18708286933869708,1
10,0.2120129367275431,0.1848841290067304,0.3959693915978142,0.3772873385966957,0.2411792645513913,0.05997555462338573,0.9453750180852024,1.0309685039956844,313.15,1079.6162780981358,0.16958728204588736,34.0652,0.158113883008419,1
11,0.2120129367275431,0.1848841290067304,0.3959693915978142,0.3772873385966957,0.2411792645513913,0.05997555462338573,0.9453750180852024,1.0309685039956844,318.15,1072.4193165019149,0.17911757391982713,31.458650000000002,0.15652475842498528,1
12,0.2120129367275431,0.1848841290067304,0.3959693915978142,0.3772873385966957,0.2411792645513913,0.05997555462338573,0.9453750180852024,1.0309685039956844,323.15,1065.674902548746,0.15097311916688058,30.865300000000005,0.18708286933869708,1
13,0.2120129367275431,0.1848841290067304,0.3959693915978142,0.3772873385966957,0.2411792645513913,0.05997555462338573,0.9453750180852024,1.0309685039956844,328.15,1058.9083369093769,0.1411608927563203,29.611450000000005,0.18708286933869708,1
14,0.2120129367275431,0.1848841290067304,0.3959693915978142,0.3772873385966957,0.2411792645513913,0.05997555462338573,0.9453750180852024,1.0309685039956844,333.15,1051.8616905776753,0.03191254086601004,30.046100000000003,0.18027756377319948,1
15,0.22221074267481639,0.21971042821126957,0.3224124736691082,0.44128163432748635,0.616513646084583,0.08209039637106132,0.8217614298792039,0.9818982830087406,313.15,1082.1059367268717,0.19329994904814976,42.3448,0.21213203435596426,1
16,0.22221074267481639,0.21971042821126957,0.3224124736691082,0.44128163432748635,0.616513646084583,0.08209039637106132,0.8217614298792039,0.9818982830087406,318.15,1076.4779427096348,0.12500410499841805,41.312450000000005,0.2872281323269014,1
17,0.22221074267481639,0.21971042821126957,0.3224124736691082,0.44128163432748635,0.616513646084583,0.08209039637106132,0.8217614298792039,0.9818982830087406,323.15,1070.6352333090201,0.19336609096836518,40.53615,0.21794494717703372,1
18,0.22221074267481639,0.21971042821126957,0.3224124736691082,0.44128163432748635,0.616513646084583,0.08209039637106132,0.8217614298792039,0.9818982830087406,328.15,1065.1762941307852,0.22718545296684098,41.444500000000005,0.18708286933869708,1
19,0.22221074267481639,0.21971042821126957,0.3224124736691082,0.44128163432748635,0.616513646084583,0.08209039637106132,0.8217614298792039,0.9818982830087406,333.15,1059.2326562050962,0.10848461047146198,38.56215,0.19364916731037085,1
20,0.22232892402161897,0.2010897803432879,0.32695945797847953,0.4386585763929132,0.2578079108899913,0.08224798682529583,1.053106238259543,0.7987179760875606,313.15,1088.5644628379116,0.20038746705331248,35.30435,0.14053469322555198,1
21,0.22232892402161897,0.2010897803432879,0.32695945797847953,0.4386585763929132,0.2578079108899913,0.08224798682529583,1.053106238259543,0.7987179760875606,318.15,1082.1656923168232,0.1579830378309305,35.212250000000004,0.16583123951777,1
