param_rank,sensitivity_score
sigma_H1,1253.657360699484
sigma_O1,868.9557541059218
sigma_C1,700.7104434312298
epsilon_C1,400.54604804707486
sigma_S1,306.4483977353269
temperature,115.95805333040322
epsilon_O1,111.73598887299318
epsilon_S1,94.38152932196817
epsilon_H1,2.337689157062515
