sigma_C1,sigma_H1,sigma_O1,sigma_S1,epsilon_C1,epsilon_H1,epsilon_O1,epsilon_S1,temperature
0.0213002867412318,0.8713990288455672,0.43021097493956095,0.03910966703876777,-0.21398127672247563,0.0013361458268587487,-0.0393212993001971,-0.06659837564363978,0.0427516199334553
0.9390755515755776,-0.16138768407510784,0.2509243295420016,0.16508117879053244,-0.022773774816476383,-0.03299132495465841,-0.0035484688993045804,-0.014565056393938054,0.006671152372761333
-0.08317935825415221,0.10321318761615637,-0.23144369497153455,0.9540821252392386,0.11287566019281081,0.05921808286355675,0.04150826206104754,-0.011172442697583284,-0.022223665815614066
-0.31379525018498433,-0.3729885030303018,0.8320488425734196,0.1934994781408622,0.1547291187078988,0.07261739446596802,-0.04580350499670419,0.01890078524838602,-0.031546888782678494
0.09820191634695709,0.24811230689915403,-0.0018397695546671577,-0.14223951237394603,0.9275972733858919,0.14603341931266595,0.11349178246387114,0.10907469111092757,-0.04495630191321428
0.042515609408484846,-0.013926572596515472,-0.02017511188097165,-0.04318845474122934,-0.20384261923888852,0.9353755027163666,0.2062816402606703,0.15973666462419228,-0.10573142454367351
-0.013492371981477324,0.03025520322549049,0.06061002737674249,0.021944169417893317,-0.12156744023180506,-0.2950202920383692,0.5821187528111216,0.7228092008678841,-0.1778101743812361
-0.02206549831722645,-0.03369690636423148,0.043353240342560835,-0.025040694106830488,-0.0012689461701733274,-0.06026578729397556,0.7591807220408935,-0.6443830585414723,-0.02554647293860168
-0.013304803804395308,-0.03224650966168021,0.01097901440806199,0.01726221814632596,0.015575165897473804,0.05663648474608327,0.1548232411885818,0.14062252690909063,0.9752791464981192
