,sigma_C1,sigma_H1,sigma_H2,sigma_O1,epsilon_C1,epsilon_H1,epsilon_H2,epsilon_O1,temperature,density,surf_tens,dens-iter
0,0.3913749045333953,0.27982708964927283,0.0,0.36877479281000936,0.23906112350711042,0.07586994817181472,0.0,0.8260720079254933,378.15,691.0882307692308,23.663598068425287,1
