molecule,mapd_liq_density,mapd_surf_tens,Type
DEC,0.2412143141611949,0.8393652627557228,Optimized Set (GP)
DEC,0.6140903360234232,3.199585771080546,Best IFT Set (GP)
DEC,6.036628228166084,1.208322449073024,GAFF
