molecule,mapd_liq_density,mapd_surf_tens,Type
DEC,0.1639642455387487,0.7668131536007631,Optimized Set (GP)
DEC,0.6140903360234232,3.199585771080546,Best IFT Set (GP)
DEC,6.036628228166084,1.208322449073024,GAFF
