sigma_C1,sigma_C2,sigma_H1,sigma_H2,sigma_H3,sigma_H4,sigma_O1,sigma_O2,epsilon_C1,epsilon_C2,epsilon_H1,epsilon_H2,epsilon_H3,epsilon_H4,epsilon_O1,epsilon_O2
2.1808373911893616e-06,9.107772702687811e-08,-0.004591915832940892,-0.09077560409783271,0.0,0.0,-0.9947110908393847,4.989327640427897e-06,0.007375996312285714,0.01689065094418974,0.0404269671782938,0.002877646831821767,0.0,0.0,-0.009416903455158578,0.014749635012314535
5.032725329038367e-06,-1.4466210638414134e-05,-0.012205247037075775,-0.9882706235437053,0.0,0.0,0.08624772208109158,5.555633569021535e-07,0.010085323857766589,0.02310576303737659,-0.12045970075617324,0.0038404464434203586,0.0,0.0,-0.012847704766130435,0.02018897447743766
-5.518137605788085e-05,-6.458036360719455e-05,0.32386838332587764,0.032613712153900305,0.0,0.0,-0.04668676486494763,-0.00013217970991254914,-0.22038197457960182,-0.5045043055093775,-0.5555273554339872,-0.0854787947600737,0.0,0.0,0.28119063457788707,-0.4402132306056402
-8.998649826758571e-06,-0.00011167694117647335,-0.020408148530465166,-0.11530987818030528,-1.6653345369377348e-16,-1.1102230246251565e-16,0.02767567088406087,-6.322015411786004e-05,-0.17141029696493393,-0.39246181400125035,0.7954831695451091,-0.06629607353278862,0.0,0.0,0.21874466892801572,-0.34216303456777925
6.59814741226383e-05,0.00023143905680813107,-0.9457918684769392,0.026850244318038213,1.1102230246251565e-16,-1.6653345369377348e-16,-0.012867760516718094,0.0003236712088830538,-0.07201363568382828,-0.16447244445616038,-0.20603614108231055,-0.028392808091590727,0.0,0.0,0.09195308225943762,-0.14367151050708823
-0.06817904000336876,-0.5030077867270111,0.000217882073986278,7.000714612580283e-05,8.714686958177786e-14,-5.607493636095029e-14,-1.0472280010553892e-05,-0.17328903238866472,-0.09139926324408836,0.059551563025643614,8.158675121083814e-05,-0.7066005318912137,0.0,0.0,0.316894913607761,0.3173306244133586
0.0790919686124832,-0.24591917813546282,-0.0005422154791957373,1.7317557041263143e-05,3.4059994408197625e-14,1.3870306812824307e-14,1.0820728686411485e-06,-0.7232674907542417,-0.1922148160774522,-0.19278410211174565,-0.00025005239729955844,0.508281876933199,0.0,0.0,0.07706969925062457,0.2678610606476978
-0.1585459712370519,0.2792033785578769,0.000145284898367775,2.6168654243631517e-05,6.082103137100558e-14,-4.381586239665669e-14,3.0072629979560617e-06,0.3220771972612108,0.08820411445685632,-0.12240174378206917,-0.00011329142664987663,0.24345371560855084,0.0,0.0,0.6876084466339586,0.4881983741884588
-0.0907302035419019,0.34352252123507243,7.204180488006376e-05,-1.8158650280611366e-05,-8.94951159621099e-14,7.202016218642304e-14,-3.5181486240931648e-06,-0.4935918722549753,0.2976859896861376,0.4557498317950891,0.00014735244518242208,-0.09832582918334147,0.0,0.0,0.4208116160672057,-0.3834737297783779
0.2952577358317318,0.16358719770881933,-6.700315529688337e-05,1.3709879727007157e-05,-1.683047893218624e-13,2.0228041247224993e-14,-5.386899690790203e-06,-0.18299361703417585,0.7104990422062532,-0.5010554260954899,-2.7950092694113346e-05,-0.21860783684153615,0.0,0.0,-0.138182415152563,0.17270273197829134
0.03849723501560815,0.6808526416807343,0.00023810856167925595,7.314408716402321e-06,-7.519842462209905e-14,1.1910082159871313e-13,9.685466229036876e-07,-0.22563520901714673,-0.49737097556465326,-0.08052328267843696,9.442118781365777e-05,-0.3357096578718095,0.0,0.0,-0.19412974161624516,0.28248382722374843
0.9311649204051011,-0.014950376911650225,0.0001912564539839084,6.161404227476332e-06,6.15926038470549e-14,-1.7053090710372754e-14,1.2546980978304229e-06,0.1228427980798031,-0.15107667310854894,0.20648496577738612,1.7162096332021606e-05,0.02015454579431581,0.0,0.0,0.22658956852844964,-0.020217486299231036
0.0,-4.123462249606388e-29,-1.5969154390074094e-32,1.4025516916441822e-34,3.003304070931501e-18,2.933697164279038e-17,-2.014779629335457e-34,1.4997417288613787e-29,2.891538376846378e-29,4.2193918829120024e-30,-8.670360445665078e-33,1.842728773463216e-29,-0.04608056099307043,-0.9989377267370394,1.1350584478873164e-29,-1.5638995324080113e-29
0.0,4.090267017450605e-28,1.592966215155645e-31,2.7778176166320066e-33,-7.74381547975905e-17,-1.151634995361671e-16,1.419949619534976e-33,-1.4000071683932162e-28,-3.0975405163603674e-28,-4.4315179854984765e-29,6.907002640691419e-32,-1.914709273277574e-28,0.998937726737039,-0.04608056099307045,-1.0800068072477438e-28,1.7407046160980166e-28
0.0,-6.204586121659929e-14,-9.453038854217115e-17,6.342968379976587e-18,0.3568048171200468,0.9341789563461222,-2.251077471876113e-18,4.891191967185329e-14,6.623132246476742e-14,-2.7530119963315665e-14,-4.360277815852457e-17,-4.3865340522383575e-16,1.0061396160665481e-16,1.1102230246251565e-16,1.249455915223804e-14,6.429233091617445e-15
0.0,1.7956820704536358e-13,-3.2432406685925894e-18,-2.1805966454023875e-17,0.9341789563461224,-0.3568048171200467,1.7288805906528334e-18,-1.0368426677516152e-13,1.1088564502619913e-13,-4.6784980376344185e-14,9.789636799806443e-17,-4.553666702863446e-14,2.220446049250313e-16,0.0,-9.702108132020407e-14,-5.51874424023613e-14
