,sigma_C1,sigma_H1,sigma_H2,sigma_O1,epsilon_C1,epsilon_H1,epsilon_H2,epsilon_O1,temperature,liq_density,liq_density_unc
0,0.20032362275954335,0.2995896503997298,0.0,0.39089961930759604,0.617476861422446,0.02109091648120175,0.0,0.6689388913722328,200.0,427.76886869763814,1.1264546677955105
1,0.20032362275954335,0.2995896503997298,0.0,0.39089961930759604,0.617476861422446,0.02109091648120175,0.0,0.6689388913722328,250.0,,
2,0.20032362275954335,0.2995896503997298,0.0,0.39089961930759604,0.617476861422446,0.02109091648120175,0.0,0.6689388913722328,300.0,,
3,0.20032362275954335,0.2995896503997298,0.0,0.39089961930759604,0.617476861422446,0.02109091648120175,0.0,0.6689388913722328,350.0,1.801274709346913,0.012525189949828593
4,0.20032362275954335,0.2995896503997298,0.0,0.39089961930759604,0.617476861422446,0.02109091648120175,0.0,0.6689388913722328,400.0,7.635412496073348,0.038521124209827895
5,0.20111233224506964,0.17152599615339542,0.0,0.2611418444748868,0.2701413015654582,0.02665200806564805,0.0,0.903343964005074,200.0,,
6,0.20111233224506964,0.17152599615339542,0.0,0.2611418444748868,0.2701413015654582,0.02665200806564805,0.0,0.903343964005074,250.0,,
7,0.20111233224506964,0.17152599615339542,0.0,0.2611418444748868,0.2701413015654582,0.02665200806564805,0.0,0.903343964005074,300.0,,
8,0.20111233224506964,0.17152599615339542,0.0,0.2611418444748868,0.2701413015654582,0.02665200806564805,0.0,0.903343964005074,350.0,,
9,0.20111233224506964,0.17152599615339542,0.0,0.2611418444748868,0.2701413015654582,0.02665200806564805,0.0,0.903343964005074,400.0,,
10,0.20279218233287657,0.1826201429878589,0.0,0.3950850440972611,0.24246491600555387,0.06707597524032313,0.0,1.007547192408087,200.0,703.1972732635461,0.4458335501107652
11,0.20279218233287657,0.1826201429878589,0.0,0.3950850440972611,0.24246491600555387,0.06707597524032313,0.0,1.007547192408087,250.0,622.6816909710725,1.077580437609891
12,0.20279218233287657,0.1826201429878589,0.0,0.3950850440972611,0.24246491600555387,0.06707597524032313,0.0,1.007547192408087,300.0,511.1643605009168,1.6720397915856389
13,0.20279218233287657,0.1826201429878589,0.0,0.3950850440972611,0.24246491600555387,0.06707597524032313,0.0,1.007547192408087,350.0,1.807489351528447,0.013834264910616324
14,0.20279218233287657,0.1826201429878589,0.0,0.3950850440972611,0.24246491600555387,0.06707597524032313,0.0,1.007547192408087,400.0,7.776780682914212,0.047850163264357135
15,0.20356518658762338,0.2963370581514584,0.0,0.26328911844680347,0.22880183830218917,0.05596387153150882,0.0,0.6489626440085648,200.0,,
