,sigma_C1,sigma_C2,sigma_H1,sigma_H2,sigma_O1,sigma_N1,epsilon_C1,epsilon_C2,epsilon_H1,epsilon_H2,epsilon_O1,epsilon_N1
13034,0.47006944464409056,0.01015762392880493,0.6077073808437052,0.8110140955377723,0.15020775353080182,0.11030196703987971,0.9244953024877127,0.9872744153910764,0.4276860722549856,0.9677116122815828,0.40470310557399913,0.3568148207005957
10896,0.3155042557834919,0.36934349236820196,0.5533774458799013,0.6505351615418774,0.15946779610641204,0.3793630691202079,0.47087370323994526,0.8625967338276966,0.26213443751548077,0.8521142606290517,0.7974660318015239,0.24013055996804447
14196,0.27471020126884926,0.47591706701231185,0.4781885480067966,0.578253284742354,0.06935266619784552,0.18466587936705345,0.23243794692454015,0.9830479113116561,0.543453562696102,0.3258097211350196,0.8955239293382593,0.28046190018729333
1188,0.2049855447501859,0.1662232593384811,0.5229392959451302,0.5052542106933923,0.10042865903411945,0.48863882505360384,0.6442031374190722,0.77733446898186,0.326605750588989,0.1853387801404813,0.9565725402257763,0.04570988662952118
2446,0.11366483366696926,0.6956351858134437,0.3628744067893545,0.6426411094441492,0.16083435233526905,0.28117019903931995,0.40648502290564537,0.1633119124201752,0.6923792868431148,0.512581148075729,0.8517273069006757,0.4334796550442924
15096,0.1890483910938855,0.20502812316143387,0.5400434986736706,0.6563880402350182,0.03865956213784644,0.3497970564039035,0.7127987196926203,0.8251384513111147,0.5304175040248296,0.8142251358809888,0.6877769635825421,0.5588042622508311
8956,0.1870328784786265,0.2119546321646027,0.4746116051813517,0.6838312740030993,0.24486674327314437,0.32499964969898626,0.6019791279744374,0.9758641772055252,0.3480409819205989,0.5702033110848751,0.7340179796357551,0.4317119058102913
14830,0.2117114089789524,0.3310319448079116,0.3919781638674278,0.8932623699760273,0.16096708809126228,0.013531000399866449,0.4993936421869456,0.8955223586963049,0.7955405170782597,0.4835601836595356,0.1708476486791861,0.7256697797787552
6155,0.1407029430736437,0.614411900843951,0.2863136030983279,0.8458910104434985,0.20999204805497101,0.12437157764827196,0.3118159629126434,0.36570437802336353,0.6003554057683835,0.5715043456115032,0.497531973801786,0.36624406426939055
7805,0.029287739576690196,0.7138874136365533,0.16246481570630963,0.9957146488917896,0.15617102679620906,0.3193342742511511,0.18189282735101123,0.06020617585871535,0.43363150134627115,0.37838858255658436,0.9827310429801961,0.29458167714908473
14084,0.07894598809075448,0.344470220937346,0.37756968591671325,0.8345062134444358,0.2352757891128761,0.22472103846694225,0.6897755363654857,0.9235201950176087,0.09859262774340989,0.8597743314631611,0.8891743451106814,0.09589631322758
10704,0.05888110396305055,0.30466764065013074,0.4662667437272744,0.540205182252364,0.07617037068064092,0.12031649916219499,0.8811400426521153,0.9191842239130477,0.4024596288707504,0.2966057343835127,0.6549461165721859,0.3881608566511793
12767,0.060282694356187654,0.1742643273678707,0.39009831465487255,0.6321166947474136,0.24567796153393967,0.4915732707897834,0.5681034735530798,0.7458125055967176,0.04963465492346034,0.6328797832304931,0.9899851132044538,0.1920994466511912
13852,0.4602004127680963,0.2704190054686117,0.5537810692024129,0.7549800398356336,0.3709048392134065,0.13568965046079276,0.6468376722679263,0.9304613125606944,0.33331800788663357,0.39044703833406036,0.5456616284299712,0.08731940526474911
3793,0.4298004358521534,0.3261495604149075,0.6042240544769847,0.6793955908626095,0.2568457639711347,0.13547345814725925,0.5671227791516533,0.8125013713967457,0.5885717419604531,0.8479078417227762,0.6917151609982344,0.34417087958533366
13468,0.2827660219749514,0.3470973411814526,0.4468062211381468,0.8154670768068475,0.03961666291815949,0.011762550934209614,0.43226255953822373,0.6394245716224608,0.6904289347103439,0.7034853988253092,0.28083394151991525,0.829469562022148
6283,0.014687755959938244,0.5682841450554251,0.1575216271210676,0.975745438463867,0.22907411584981874,0.16053729995897864,0.36523431611501006,0.056187997291150885,0.6696090668560717,0.4391400294162872,0.8206600090171604,0.2891363673541542
2853,0.3037656550221935,0.31938822131448213,0.5213340360684283,0.9347803332687014,0.05550595728822836,0.117840843668828,0.5123011656996875,0.9842432095352727,0.6422866794815052,0.9763639734801792,0.44052663739039477,0.9536178867264355
11540,0.15115159966300487,0.11918282873709612,0.41782897332631086,0.6939926441703154,0.405870007909212,0.4220395654131909,0.7520212825768481,0.9849835442731352,0.4703705592276673,0.8314956240586729,0.6386417100286003,0.13450522677170387
10720,0.2370330268484877,0.30216057817619624,0.4428953543372684,0.5351747775063769,0.43546577001595266,0.11386539163281122,0.7328804645773018,0.9791034188708148,0.2859411347930924,0.9168007936291095,0.6934973430089548,0.0003407667253178618
14519,0.38549025034163537,0.22933687992796886,0.4688055446138808,0.4780394714853416,0.06531757889902298,0.290174354891069,0.24460880822064332,0.8940026889133449,0.13511079155123876,0.39241598166128777,0.7433692054416864,0.13546578030828957
6113,0.08783238987509945,0.5983666149701495,0.37933550500931157,0.9317189767936884,0.23188156070593074,0.11427693248396152,0.5648823824710764,0.6846016842989644,0.21194619874930257,0.5453406451995382,0.7062495015169185,0.48425201580447114
