,sigma_C1,sigma_C2,sigma_H1,sigma_H2,sigma_O1,sigma_N1,epsilon_C1,epsilon_C2,epsilon_H1,epsilon_H2,epsilon_O1,epsilon_N1,temperature,liq_density
0,0.2008455917428807,0.22753792656493516,0.1983916207983642,0.17560663879480776,0.276753477265524,0.2670213265888738,0.18156974978815973,0.4203571754938369,0.0681475535008225,0.06736856011269504,1.109406779046136,0.6406337114150416,308.15,980.8995588044079
1,0.2008455917428807,0.22753792656493516,0.1983916207983642,0.17560663879480776,0.276753477265524,0.2670213265888738,0.18156974978815973,0.4203571754938369,0.0681475535008225,0.06736856011269504,1.109406779046136,0.6406337114150416,313.15,963.8217512555525
2,0.2008455917428807,0.22753792656493516,0.1983916207983642,0.17560663879480776,0.276753477265524,0.2670213265888738,0.18156974978815973,0.4203571754938369,0.0681475535008225,0.06736856011269504,1.109406779046136,0.6406337114150416,318.15,949.3315820400355
3,0.2008455917428807,0.22753792656493516,0.1983916207983642,0.17560663879480776,0.276753477265524,0.2670213265888738,0.18156974978815973,0.4203571754938369,0.0681475535008225,0.06736856011269504,1.109406779046136,0.6406337114150416,323.15,926.2979325603743
4,0.2008455917428807,0.22753792656493516,0.1983916207983642,0.17560663879480776,0.276753477265524,0.2670213265888738,0.18156974978815973,0.4203571754938369,0.0681475535008225,0.06736856011269504,1.109406779046136,0.6406337114150416,328.15,904.8680448230864
5,0.20104940267341712,0.35236978990983436,0.176696332641849,0.21372235798900602,0.399713328436544,0.2516379386838467,0.23101606638665206,0.5794614802465249,0.08310494612687643,0.03352703491592414,0.6685409463945171,0.8184672522810903,308.15,926.3650747464686
6,0.20104940267341712,0.35236978990983436,0.176696332641849,0.21372235798900602,0.399713328436544,0.2516379386838467,0.23101606638665206,0.5794614802465249,0.08310494612687643,0.03352703491592414,0.6685409463945171,0.8184672522810903,313.15,917.7388687103283
7,0.20104940267341712,0.35236978990983436,0.176696332641849,0.21372235798900602,0.399713328436544,0.2516379386838467,0.23101606638665206,0.5794614802465249,0.08310494612687643,0.03352703491592414,0.6685409463945171,0.8184672522810903,318.15,909.5762034541652
8,0.20104940267341712,0.35236978990983436,0.176696332641849,0.21372235798900602,0.399713328436544,0.2516379386838467,0.23101606638665206,0.5794614802465249,0.08310494612687643,0.03352703491592414,0.6685409463945171,0.8184672522810903,323.15,900.7048342040137
9,0.20104940267341712,0.35236978990983436,0.176696332641849,0.21372235798900602,0.399713328436544,0.2516379386838467,0.23101606638665206,0.5794614802465249,0.08310494612687643,0.03352703491592414,0.6685409463945171,0.8184672522810903,328.15,893.2019417574767
10,0.20249470539447745,0.3966999795292917,0.20724445242162068,0.28689681737809036,0.3597293983391757,0.3001988821896483,0.5701514673058259,0.5511936806397577,0.017613681632297408,0.043422239091076675,0.7133530058772511,0.6882801295707502,308.15,955.6976029656497
11,0.20249470539447745,0.3966999795292917,0.20724445242162068,0.28689681737809036,0.3597293983391757,0.3001988821896483,0.5701514673058259,0.5511936806397577,0.017613681632297408,0.043422239091076675,0.7133530058772511,0.6882801295707502,313.15,948.1651638416898
12,0.20249470539447745,0.3966999795292917,0.20724445242162068,0.28689681737809036,0.3597293983391757,0.3001988821896483,0.5701514673058259,0.5511936806397577,0.017613681632297408,0.043422239091076675,0.7133530058772511,0.6882801295707502,318.15,940.709401420096
13,0.20249470539447745,0.3966999795292917,0.20724445242162068,0.28689681737809036,0.3597293983391757,0.3001988821896483,0.5701514673058259,0.5511936806397577,0.017613681632297408,0.043422239091076675,0.7133530058772511,0.6882801295707502,323.15,934.5928858681137
14,0.20249470539447745,0.3966999795292917,0.20724445242162068,0.28689681737809036,0.3597293983391757,0.3001988821896483,0.5701514673058259,0.5511936806397577,0.017613681632297408,0.043422239091076675,0.7133530058772511,0.6882801295707502,328.15,926.6219915842257
15,0.20265267812239854,0.2683435564768967,0.17025168827681933,0.2801737818048506,0.3783285395633157,0.25179915073522924,0.5112832203708182,0.425063703223586,0.08292828797224085,0.02492068572716605,1.0632348606022268,0.49701377182342144,308.15,962.5479563789719
16,0.20265267812239854,0.2683435564768967,0.17025168827681933,0.2801737818048506,0.3783285395633157,0.25179915073522924,0.5112832203708182,0.425063703223586,0.08292828797224085,0.02492068572716605,1.0632348606022268,0.49701377182342144,313.15,954.6570486551473
17,0.20265267812239854,0.2683435564768967,0.17025168827681933,0.2801737818048506,0.3783285395633157,0.25179915073522924,0.5112832203708182,0.425063703223586,0.08292828797224085,0.02492068572716605,1.0632348606022268,0.49701377182342144,318.15,942.9287135243559
18,0.20265267812239854,0.2683435564768967,0.17025168827681933,0.2801737818048506,0.3783285395633157,0.25179915073522924,0.5112832203708182,0.425063703223586,0.08292828797224085,0.02492068572716605,1.0632348606022268,0.49701377182342144,323.15,934.9694369810669
19,0.20265267812239854,0.2683435564768967,0.17025168827681933,0.2801737818048506,0.3783285395633157,0.25179915073522924,0.5112832203708182,0.425063703223586,0.08292828797224085,0.02492068572716605,1.0632348606022268,0.49701377182342144,328.15,924.321552433714
20,0.2041176041201319,0.37751078531230087,0.1996674360238257,0.2969787729704785,0.25779643046822187,0.39814835374694935,0.17158150275643214,0.2298378914397812,0.05193826829714927,0.021812628978820754,0.6297146118568451,0.33440026980734194,308.15,882.7158306111149
21,0.2041176041201319,0.37751078531230087,0.1996674360238257,0.2969787729704785,0.25779643046822187,0.39814835374694935,0.17158150275643214,0.2298378914397812,0.05193826829714927,0.021812628978820754,0.6297146118568451,0.33440026980734194,313.15,870.4612503875403
22,0.2041176041201319,0.37751078531230087,0.1996674360238257,0.2969787729704785,0.25779643046822187,0.39814835374694935,0.17158150275643214,0.2298378914397812,0.05193826829714927,0.021812628978820754,0.6297146118568451,0.33440026980734194,318.15,863.2215640355186
23,0.2041176041201319,0.37751078531230087,0.1996674360238257,0.2969787729704785,0.25779643046822187,0.39814835374694935,0.17158150275643214,0.2298378914397812,0.05193826829714927,0.021812628978820754,0.6297146118568451,0.33440026980734194,323.15,850.5816330938328
24,0.2041176041201319,0.37751078531230087,0.1996674360238257,0.2969787729704785,0.25779643046822187,0.39814835374694935,0.17158150275643214,0.2298378914397812,0.05193826829714927,0.021812628978820754,0.6297146118568451,0.33440026980734194,328.15,838.6409727368818
25,0.20467173199963196,0.20367433368879775,0.15731442858751835,0.16692711025746962,0.39957434894016736,0.3273087645917069,0.5196213552410734,0.14366805287837403,0.08238946938871246,0.0461537279804249,0.6318703041753397,0.49989900746215843,308.15,907.0001940629998
26,0.20467173199963196,0.20367433368879775,0.15731442858751835,0.16692711025746962,0.39957434894016736,0.3273087645917069,0.5196213552410734,0.14366805287837403,0.08238946938871246,0.0461537279804249,0.6318703041753397,0.49989900746215843,313.15,895.145973129303
