molecule,mapd_liq_density,mapd_surf_tens,Type
DMF,0.04542120806364603,0.010858232093251293,Optimized
DMF,0.6439091334137572,0.11902281021491934,Wang et. al.
DMF,0.11404719296076422,45.434095685183564,GAFF
