param_rank,sensitivity_score
sigma_C1,158.4197436766803
sigma_N1,135.5799310379238
epsilon_C1,120.74434895773742
sigma_O1,116.89594786341725
epsilon_N1,90.73499833955927
sigma_H1,71.8626851993963
sigma_C2,63.61159983590737
epsilon_C2,42.55172988975666
epsilon_O1,36.31208494884263
sigma_H2,35.2341093307107
epsilon_H1,34.473562083110494
epsilon_H2,27.50644510888264
