mode_index,sing_value,sigma_C1,sigma_H1,sigma_H2,sigma_O1,epsilon_C1,epsilon_H1,epsilon_H2,epsilon_O1
0,219.5163774757608,0.5462881817584683,0.08013355430431712,0.0,0.7292162050677946,0.36461583778796414,0.06084752143264707,0.0,0.16353725013523102
1,36.64680566339326,0.6849122068212349,-0.40314965476583736,0.0,-0.19932009211996718,-0.5696628134082146,0.022583036881750975,0.0,0.06009501769511077
2,24.51122327204816,0.48200168974324387,0.4779573304923579,0.0,-0.5358211925474696,0.39361137314830114,-0.1093375902394485,0.0,-0.29196265038395547
3,9.482659618018872,0.007825095381056663,0.6777785546021694,0.0,-0.03593098454104024,-0.3873769602675592,0.21822975424822266,0.0,0.5844474554382195
4,5.415356979190639,0.008809357937785898,-0.3784466552594867,0.0,-0.3743258209632429,0.48738971844876045,0.24243387367637367,0.0,0.6482729234979141
5,0.0037623841552071446,0.00015999360076905517,0.00034584630136360374,0.0,0.00014446773264392793,9.892740738784565e-05,0.9367147208175818,0.0,-0.3500933531766432
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
