sigma_C,sigma_H,sigma_O,epsilon_C,epsilon_H,epsilon_O
4.0,1.3091584663868203,2.6147893870953887,86.75908808562204,9.982790792464211,51.979500173335815
3.735979109303325,1.5157224091375474,3.2925261956278886,46.3081548824692,9.999999999978405,41.94819384674592
2.957346579295118,2.1377877925969497,3.38171298682864,60.05857261959057,0.5976022807995475,73.41192263262107
2.0,2.5404994420088305,3.945416343750024,38.420894661707344,9.906019780088393,40.00000000000001
4.0,1.8341400254262807,2.4709915787124084,82.03194649073193,1.9063227873284845,40.02215711153762
2.6539198266796737,2.4824829477369543,3.2904378621588632,85.45100787594295,4.360149298905286,40.00000000000001
3.5043897369787502,1.4405426301773716,3.3838523576356856,80.09146796145728,9.446441654171888,45.25880428536709
2.9804369192948426,2.2101256956839648,3.056066541283416,51.4153548516768,9.509256999847263,40.00000000000001
