,sigma_C1,sigma_C2,sigma_H1,sigma_H2,sigma_H3,sigma_H4,sigma_O1,sigma_O2,epsilon_C1,epsilon_C2,epsilon_H1,epsilon_H2,epsilon_H3,epsilon_H4,epsilon_O1,epsilon_O2,temperature
10,0.4456328127542715,0.6591031436815591,0.97931845637591,0.2694340417960898,0.0,0.0,0.18884666408849451,0.8901504621320893,0.423960911664383,0.16746761991905934,0.3925130747789024,0.22042522048630583,0.0,0.0,0.05200012650767135,0.5546680089074836,0.25000015258789005
11,0.143088741764109,0.6753691628086055,0.1970274058319338,0.7522634358943594,0.0,0.0,0.3216271408981926,0.8492119927598465,0.42697771489049463,0.3582175027895573,0.16962206131107763,0.2043340449026819,0.0,0.0,0.221173385645839,0.7393880075851209,0.5000001525878901
12,0.9652378854432618,0.5119606938563575,0.9583213698040144,0.23743561380032735,0.0,0.0,0.5315303946190274,0.8378947442937655,0.15574259454765643,0.6062223695207485,0.8633165770081205,0.7446125101513134,0.0,0.0,0.5984804098549404,0.8327624213788971,0.7500001525878901
13,0.34538144916745217,0.002318862954210632,0.14004684606842493,0.2613955592096018,0.0,0.0,0.8042031473795488,0.16480398710505634,0.5952810641576244,0.8283107299452135,0.8840520699744843,0.40949104175921486,0.0,0.0,0.8549416203209257,0.7964240933313823,1.525878900565658e-07
14,0.9714760857759307,0.7475520548763969,0.39346571985674617,0.7949486746764824,0.0,0.0,0.6177937101185879,0.41020392570939024,0.8139888249831034,0.9909294730339756,0.6914061039079378,0.7855033716286929,0.0,0.0,0.26539095472609736,0.38298385867163925,0.25000015258789005
15,0.13410296986216416,0.09326969280443757,0.165259379692946,0.7421333364119445,0.0,0.0,0.2702398025464624,0.09777760895176445,0.6900980262455971,0.5174223866544686,0.0673941693548688,0.76551729738142,0.0,0.0,0.6428667524808187,0.1306090607029085,0.7500001525878901
16,0.10230846085441546,0.5757996495625471,0.9317957415893491,0.1771894351824884,0.0,0.0,0.8075423600575568,0.041370119728409704,0.9140896838919961,0.6233884259152292,0.21563410762919552,0.03302386851552111,0.0,0.0,0.4871076575805041,0.0744906801954873,1.00000015258789
17,0.005102522716341762,0.2407014023598786,0.6894762903567936,0.08774163515990623,0.0,0.0,0.6619663832938809,0.8697237949715135,0.1089818324515204,0.557998897770307,0.5546490333119934,0.35787836264365336,0.0,0.0,0.5384059401941773,0.05809637028994927,0.25000015258789005
18,0.6035353004875107,0.26121134698423826,0.11682162922465082,0.18629785669594853,0.0,0.0,0.5265078695163038,0.7630625555394864,0.3898677388484106,0.7851854334080989,0.23643199801961753,0.628976306757856,0.0,0.0,0.08765357303565587,0.27570055919693226,1.525878900565658e-07
19,0.49998604747363884,0.6843126457626824,0.7107440606590648,0.5118770766481223,0.0,0.0,0.1431699182913164,0.9760214538998734,0.04669396817621029,0.22466664636563938,0.9579928000028399,0.28681183694137774,0.0,0.0,0.219059162076912,0.9801703635639691,0.25000015258789005
20,0.7017017693465329,0.3066345368763089,0.7526783793312211,0.8890569712543334,0.0,0.0,0.7340540719500581,0.7845497949391388,0.7976860878184293,0.33882739316939986,0.6559972445723014,0.3209137698349084,0.0,0.0,0.6567627808287481,0.7840647403423895,0.5000001525878901
21,0.47051154913537524,0.6518203737479743,0.7445339861431549,0.288409745773681,0.0,0.0,0.16487282938208503,0.23936918160516132,0.6468339272941479,0.21449778577871023,0.38422118462126,0.82548596008481,0.0,0.0,0.049567302647999606,0.8610203473902641,0.5000001525878901
22,0.5974077558997012,0.7826651698052205,0.5305694977872893,0.3747459894586821,0.0,0.0,0.5469716781298358,0.696093276966545,0.7176007819743292,0.5069312221624445,0.11178723330445721,0.799903524934074,0.0,0.0,0.47334606161868187,0.7302668649344147,0.7500001525878901
23,0.5033725970188956,0.8539835384916532,0.7899315453593808,0.46250460969984847,0.0,0.0,0.5065618603870558,0.6681499963426456,0.565792179628827,0.44601571181858995,0.3133677945368436,0.1457638591606973,0.0,0.0,0.8732410850269758,0.34049706975882055,0.5000001525878901
24,0.43277026196583235,0.8964353242275988,0.7668003190186917,0.43023600956359953,0.0,0.0,0.16807615642785076,0.966696562972804,0.4959751075773735,0.4880161017416772,0.3877692112652581,0.8518437382304642,0.0,0.0,0.5795252933408658,0.7888756499528191,0.7500001525878901
25,0.11582472346928484,0.15832461989983102,0.9016517147265212,0.5889548129606794,0.0,0.0,0.11467342524424913,0.7113607896727785,0.3449228376152474,0.020208249855023487,0.25265665099750784,0.4929546457185931,0.0,0.0,0.8113457557233834,0.27457621052633147,1.00000015258789
26,0.10782593293811706,0.7155803876763893,0.5731231299149026,0.6314455922340173,0.0,0.0,0.6361176323796738,0.5558711660914893,0.591628995047824,0.9081463360258688,0.1796789399991695,0.5924061188296985,0.0,0.0,0.6836688138669352,0.8673193997881034,0.7500001525878901
27,0.6465987585364462,0.06007976976386623,0.48891087326524013,0.2824605228564009,0.0,0.0,0.37524824217423414,0.4045703984939141,0.2512113861078646,0.8956728292166658,0.7674552690776685,0.3360119465648601,0.0,0.0,0.6224713458826243,0.4090262835696933,0.5000001525878901
28,0.588360456949346,0.24997857992195688,0.55482381649387,0.24724971415740502,0.0,0.0,0.05333364041889763,0.949647643707519,0.4448457008000604,0.015365397752933992,0.7528239568521066,0.208975577696799,0.0,0.0,0.9937749137617709,0.39519625180472284,1.00000015258789
29,0.37264822930587904,0.4015193168261887,0.33674296744074206,0.16512370631668105,0.0,0.0,0.29051188673802897,0.6327777665506686,0.7060056293809097,0.8385776021713797,0.012366485810907487,0.1051006601536966,0.0,0.0,0.18106346204012452,0.4834382135230569,1.00000015258789
30,0.9130320097418642,0.42857772022594126,0.8368291840116221,0.25094110134149883,0.0,0.0,0.9369304907472134,0.8087187905781861,0.8781185197180701,0.2007790034848905,0.34526987984048974,0.6540939923044693,0.0,0.0,0.20570195690362184,0.6919620305012688,1.525878900565658e-07
31,0.7157461496948602,0.11628700707635374,0.37582452577037684,0.9421095722666519,0.0,0.0,0.5613245917015363,0.028348947321964055,0.777516469967068,0.5676511609402926,0.48669181364604996,0.6239189461903601,0.0,0.0,0.5491037887679933,0.0957137764709161,0.7500001525878901
32,0.7449894653775606,0.1440211088010479,0.905831122329416,0.438938628013569,0.0,0.0,0.36740413601766875,0.022068631176195567,0.32561426412441624,0.885726218291177,0.5601562999842411,0.7305786589025431,0.0,0.0,0.7352210980094274,0.8888561889986996,1.00000015258789
33,0.49122883169897313,0.41629283729560085,0.2842739828900539,0.9087011417917384,0.0,0.0,0.2756495493861795,0.1424906903310444,0.908163022789609,0.06777374044686152,0.6641180575268129,0.5875200557762694,0.0,0.0,0.30809688569188376,0.974680323083012,1.00000015258789
34,0.40133456822195923,0.21437612848880144,0.6950570718687338,0.02099894384707035,0.0,0.0,0.07712513964276371,0.7211862430255749,0.5242557313678164,0.7151968116912166,0.6782702933096675,0.4800251273594108,0.0,0.0,0.38318649749833633,0.18951755758845573,1.00000015258789
35,0.2719859689070696,0.6997519039853997,0.8985301387189443,0.440467619195614,0.0,0.0,0.3291515094077295,0.35617921605097513,0.5127456713777285,0.7441467782991116,0.1375955753274723,0.5203855975484378,0.0,0.0,0.13968323902180996,0.4154972336599673,1.00000015258789
36,0.07899528799140063,0.3881319541403404,0.8531784075631365,0.6405232394287543,0.0,0.0,0.9464256230294364,0.20251112773974486,0.8659269804330804,0.1297677103531767,0.3056749785957246,0.8005356912274078,0.0,0.0,0.7243921161919002,0.727352900523605,0.7500001525878901
37,0.7201374484031058,0.3349149197649425,0.5861266020098188,0.9291192904602321,0.0,0.0,0.40692786885004817,0.6750523158798332,0.8065629894536812,0.013038062904186111,0.48142489603413174,0.6576663435629087,0.0,0.0,0.817532969526837,0.6135940892052578,0.25000015258789005
38,0.6416529632981637,0.5601887333043134,0.16009611948225905,0.5905537939128275,0.0,0.0,0.630149220231492,0.19398638398685417,0.43565475121416275,0.4006106316586097,0.42189045842030964,0.6473934663385438,0.0,0.0,0.003546900523415018,0.8493705964559228,1.00000015258789
39,0.6125386193891829,0.8888872178991621,0.43498792385736934,0.7889122476199167,0.0,0.0,0.8977641418160841,0.5672582772412553,0.2576292567004554,0.08983568093786042,0.933665163927742,0.6351899049133347,0.0,0.0,0.697618137038218,0.8364653862899002,1.00000015258789
40,0.8702856677331343,0.41326358044073574,0.48456854038771113,0.9106609494294954,0.0,0.0,0.7821653639330793,0.6934590316544036,0.7704040581149563,0.8632894264195302,0.4140187099389718,0.9997839541306582,0.0,0.0,0.1589083012633647,0.6177097434611543,0.5000001525878901
41,0.6941957779173368,0.14627626412064804,0.7465291472345391,0.8148173931057551,0.0,0.0,0.2636541039817085,0.8648490672541103,0.6760907779375642,0.3883110362811576,0.5674325302933596,0.5690263039054749,0.0,0.0,0.8659669980550183,0.8966683453087544,0.25000015258789005
42,0.0947433817249753,0.23826432898512276,0.6040272484137557,0.5415242975376799,0.0,0.0,0.6656834903013397,0.3015201977679498,0.893915105779922,0.8104208362524647,0.5035347883998099,0.7760576744668252,0.0,0.0,0.39247122361589115,0.9505170717297744,1.525878900565658e-07
43,0.10230846085441546,0.5757996495625471,0.9317957415893491,0.1771894351824884,0.0,0.0,0.8075423600575568,0.041370119728409704,0.9140896838919961,0.6233884259152292,0.21563410762919552,0.03302386851552111,0.0,0.0,0.4871076575805041,0.0744906801954873,0.25000015258789005
44,0.0947433817249753,0.23826432898512276,0.6040272484137557,0.5415242975376799,0.0,0.0,0.6656834903013397,0.3015201977679498,0.893915105779922,0.8104208362524647,0.5035347883998099,0.7760576744668252,0.0,0.0,0.39247122361589115,0.9505170717297744,1.00000015258789
45,0.5786393755754697,0.9267124351381844,0.44810436797888564,0.5778859029128075,0.0,0.0,0.28453233983243137,0.8247545958512003,0.02163746260201169,0.1933794499551948,0.81771571261169,0.6053240333209252,0.0,0.0,0.5411883549999272,0.3002314489198404,0.5000001525878901
46,0.5350941846438286,0.18104460978004697,0.31965060566906345,0.5164657862982774,0.0,0.0,0.4785227694135948,0.6893491748657331,0.3349015005691382,0.7135215713338339,0.26569827947952307,0.4155438457781606,0.0,0.0,0.37902685642774503,0.24322868934152264,0.5000001525878901
47,0.042398426198023566,0.6685146514388844,0.2579922409912907,0.027317008049028518,0.0,0.0,0.5566117950772719,0.4195055340500899,0.8513069490048051,0.03733549625279049,0.3765652664584399,0.44631145498909075,0.0,0.0,0.765018915708507,0.5576157092920795,0.25000015258789005
48,0.4544648748250367,0.7509105680337762,0.03538070142889094,0.01949353578779086,0.0,0.0,0.48075422417535,0.15044860638191077,0.7047786312285999,0.2683379029301768,0.1540375269347578,0.44265233646555335,0.0,0.0,0.17414360443504223,0.04256485359259304,0.7500001525878901
49,0.9960672466806618,0.1677379793985,0.024114721111664905,0.07982348891710031,0.0,0.0,0.9337793224760803,0.39066961836195474,0.6029873454151873,0.5984432812001237,0.6024742283144083,0.7199591590913927,0.0,0.0,0.7864377140320991,0.6674871431015217,1.525878900565658e-07
50,0.713083418025937,0.9465419452007178,0.4214706244199734,0.5828299788527397,0.0,0.0,0.15229077798848703,0.6734659289663183,0.2949902969199246,0.5470334595243567,0.14367184528968518,0.34362418186703103,0.0,0.0,0.7944882310001803,0.6618481504926368,0.7500001525878901
51,0.034472780227152305,0.9673482545732291,0.3844476379180939,0.23405106095028383,0.0,0.0,0.43808644843326294,0.27404172205513544,0.2707486429826775,0.2445881225131094,0.593317115541454,0.7007187811219819,0.0,0.0,0.4650440583716422,0.09488289672277936,1.00000015258789
52,0.6357299546432909,0.12474645177016964,0.4933066995830989,0.10340998401068854,0.0,0.0,0.06601270912316826,0.38843139263998866,0.7406859538254064,0.7710143654357694,0.5843543102926284,0.19616570421630916,0.0,0.0,0.8821317941025075,0.6318062501698894,1.00000015258789
53,0.03598985341031993,0.032201660261009096,0.3097495648556847,0.4089121132132031,0.0,0.0,0.5687584377153025,0.6268853272615446,0.7925270741916337,0.2936544946695423,0.7372040013546036,0.0918312605651136,0.0,0.0,0.24346144766533495,0.35560639544882916,1.525878900565658e-07
54,0.14780555280568347,0.283663413628371,0.8822883990574354,0.6038921827533336,0.0,0.0,0.5033907455850308,0.6498775013037338,0.2955616612253483,0.8485066410226362,0.3017156219447663,0.9857092223744344,0.0,0.0,0.03755432773171232,0.32078853565179943,0.7500001525878901
55,0.4578561008507472,0.06669866447084033,0.4747164665379905,0.708736731367494,0.0,0.0,0.42309261210410554,0.6574815499166935,0.08352081592078599,0.7217159649312305,0.32913456922289275,0.6154667398804876,0.0,0.0,0.6126730493703758,0.07570191647082407,1.525878900565658e-07
56,0.8874611388184982,0.19064330311653557,0.3431936797049292,0.3270090796639639,0.0,0.0,0.738384818268709,0.13424900135464768,0.1759183094809046,0.7781027691422484,0.1051062605779439,0.3470500415349469,0.0,0.0,0.351617748780936,0.4742460599041582,1.525878900565658e-07
57,0.678554309621283,0.6084698993411627,0.928718438084199,0.6846626186971596,0.0,0.0,0.6714521653165758,0.4640221377347985,0.6393153404873333,0.4783928602979921,0.8411587242330496,0.9075596093207388,0.0,0.0,0.931895466096939,0.22616154436976324,0.5000001525878901
58,0.4884625683510298,0.9084731189963001,0.6700579564851922,0.16332418452553973,0.0,0.0,0.9643070883578707,0.21517099373389625,0.0357334431006675,0.5517647071408738,0.9828609604367899,0.12901379849199904,0.0,0.0,0.863254290423935,0.25296425809153095,0.25000015258789005
59,0.689580645141268,0.10144055399677236,0.04353429069389385,0.360499154930203,0.0,0.0,0.14871935746836554,0.8849967162082208,0.47806197291209224,0.3801871847921406,0.101181290372808,0.0797017005999283,0.0,0.0,0.33516140016886886,0.38642005671927177,1.525878900565658e-07
60,0.3057417141317699,0.5949837216681391,0.07107010699779297,0.6516628433632723,0.0,0.0,0.7113246889239846,0.286634144891136,0.698432536612779,0.055693549649223205,0.213949214593394,0.7478654558164755,0.0,0.0,0.23956488250736405,0.9191025901467114,0.5000001525878901
61,0.23971645932352365,0.42133586929973615,0.22091285032150892,0.19777403213375863,0.0,0.0,0.6587691817018442,0.7767832133553889,0.7531168874546624,0.2968141823980605,0.15870932559961182,0.0726173148871268,0.0,0.0,0.34398416079212385,0.11518974462398761,0.7500001525878901
62,0.3970237960698921,0.448895587468207,0.6266597738743772,0.33146087121403434,0.0,0.0,0.5901479204122622,0.8706684224183735,0.6171377100175566,0.7965881866604362,0.183626068327065,0.3052818602564172,0.0,0.0,0.6485568777804601,0.3350880939303051,1.525878900565658e-07
63,0.7314879706097807,0.02935223376678398,0.5959248206539608,0.9594120499439117,0.0,0.0,0.04724960727201314,0.2507668919300764,0.9695780074404272,0.07362871710304732,0.2911765346830362,0.16195950840271384,0.0,0.0,0.2527264483978884,0.32568821867147285,1.00000015258789
64,0.8219421754588756,0.6856415061021114,0.6100788923775471,0.051297272681503456,0.0,0.0,0.8731478768905442,0.4268822266874391,0.19536799343880454,0.8784907643345966,0.073023954676134,0.5098888155773613,0.0,0.0,0.44601134065196696,0.06883172509363895,0.5000001525878901
65,0.8112487087615352,0.313280809374928,0.7037149579913617,0.8528118930513716,0.0,0.0,0.49779333902478284,0.6218008837205917,0.7593214274750827,0.1443098105597052,0.4591313929374336,0.9285833429732088,0.0,0.0,0.22908130440859414,0.02917476080311408,0.5000001525878901
66,0.46123307975452044,0.11265091015308025,0.7220173898924681,0.47288659742479294,0.0,0.0,0.17866299145156628,0.5924046901797033,0.3715638694620323,0.9245660525552485,0.745189962067794,0.2625062112997048,0.0,0.0,0.2609220954794148,0.0318469013575703,1.00000015258789
67,0.8153600171085494,0.6386079105106021,0.6905070716847844,0.5565976890994672,0.0,0.0,0.4349836162904318,0.10106516318967156,0.5487726207439042,0.2642875989711875,0.8260025420085778,0.9415683567500108,0.0,0.0,0.7453039008428353,0.12865731012453865,0.25000015258789005
68,0.5260237017190726,0.50243406749355,0.29770817619691897,0.6364332863639338,0.0,0.0,0.7509437667894557,0.35165492385012476,0.23639435328106223,0.6692143656512729,0.6465037340046177,0.5037277109195043,0.0,0.0,0.8980154548685584,0.1849006115974237,0.7500001525878901
69,0.016604600289305965,0.045235518285793315,0.027023209277749854,0.6220853561903655,0.0,0.0,0.3737944219217647,0.5230587180712231,0.9731107148309737,0.3251332367420041,0.3968110233575869,0.21637517374196416,0.0,0.0,0.6706126805428811,0.8593987990648563,0.5000001525878901
70,0.7085367898243204,0.7735353891148271,0.2528462753767989,0.49500470622260095,0.0,0.0,0.24814186218086776,0.3820928613023754,0.3452605071026209,0.3505546355314074,0.1731143062714773,0.8236654942897903,0.0,0.0,0.1865722942644092,0.3346335428858516,1.00000015258789
71,0.37264822930587904,0.4015193168261887,0.33674296744074206,0.16512370631668105,0.0,0.0,0.29051188673802897,0.6327777665506686,0.7060056293809097,0.8385776021713797,0.012366485810907487,0.1051006601536966,0.0,0.0,0.18106346204012452,0.4834382135230569,1.525878900565658e-07
72,0.2427984326640591,0.9638021801908524,0.26798750850948017,0.8045164795303411,0.0,0.0,0.036641174186943515,0.11349789959260463,0.1806296148692524,0.1366889263083077,0.8093419209209585,0.02077462839562718,0.0,0.0,0.16215140426070368,0.6442727002311953,0.25000015258789005
73,0.9604492927744442,0.5186493145452017,0.9110741433484384,0.8806344118605668,0.0,0.0,0.49333006265711177,0.4749713622609993,0.018842213028630105,0.49834231827932884,0.639457980975998,0.9661722187692532,0.0,0.0,0.7835769669180574,0.3931982584685487,1.00000015258789
74,0.4578561008507472,0.06669866447084033,0.4747164665379905,0.708736731367494,0.0,0.0,0.42309261210410554,0.6574815499166935,0.08352081592078599,0.7217159649312305,0.32913456922289275,0.6154667398804876,0.0,0.0,0.6126730493703758,0.07570191647082407,0.5000001525878901
75,0.06903768252515832,0.9803604715762775,0.9522383675616636,0.9690972375077554,0.0,0.0,0.8621515286276309,0.9631185608193503,0.9429452235892143,0.938802553936591,0.22480971356654372,0.6306189059594537,0.0,0.0,0.9833891834510987,0.1362433754007253,1.525878900565658e-07
76,0.19295272530538493,0.4320187320806117,0.6845448682779508,0.19054555577585286,0.0,0.0,0.7205721288783444,0.48027502995038457,0.2804801217569113,0.09586203428698549,0.9238334960979969,0.04984072980797738,0.0,0.0,0.23019732888058708,0.6499590627836637,0.25000015258789005
77,0.8366713324203076,0.8560206474419068,0.2168243909462947,0.33564841502069437,0.0,0.0,0.5536794348419043,0.5474567138236172,0.926592547688311,0.033994378540054396,0.9396942029198369,0.9310452594399344,0.0,0.0,0.6033928419204476,0.10670913497217151,0.7500001525878901
78,0.33403280759988985,0.6231899874174867,0.1359099657998018,0.8572504563020921,0.0,0.0,0.03172470381011663,0.8135507209392137,0.40956441789662906,0.37768846622191643,0.6655991680123691,0.4320092947131192,0.0,0.0,0.39807693958116586,0.717087875283905,0.25000015258789005
79,0.6357299546432909,0.12474645177016964,0.4933066995830989,0.10340998401068854,0.0,0.0,0.06601270912316826,0.38843139263998866,0.7406859538254064,0.7710143654357694,0.5843543102926284,0.19616570421630916,0.0,0.0,0.8821317941025075,0.6318062501698894,0.7500001525878901
80,0.25849774713806967,0.32674145859949144,0.7592432576838958,0.4169159366557009,0.0,0.0,0.966422418976851,0.9532864462813592,0.571513745179073,0.976100265758332,0.8208234816553345,0.2919208533596683,0.0,0.0,0.6653635978071227,0.7205157511606256,1.525878900565658e-07
81,0.7449894653775606,0.1440211088010479,0.905831122329416,0.438938628013569,0.0,0.0,0.36740413601766875,0.022068631176195567,0.32561426412441624,0.885726218291177,0.5601562999842411,0.7305786589025431,0.0,0.0,0.7352210980094274,0.8888561889986996,0.5000001525878901
82,0.7554405275123179,0.7029425462233138,0.45082824097708496,0.5728929556216794,0.0,0.0,0.8339325302652197,0.9878428454648512,0.31919209352210776,0.360860073048089,0.3401278481198468,0.23951280207169642,0.0,0.0,0.5553396837106418,0.6296309782634774,0.25000015258789005
83,0.7554405275123179,0.7029425462233138,0.45082824097708496,0.5728929556216794,0.0,0.0,0.8339325302652197,0.9878428454648512,0.31919209352210776,0.360860073048089,0.3401278481198468,0.23951280207169642,0.0,0.0,0.5553396837106418,0.6296309782634774,0.5000001525878901
84,0.9506026646502884,0.6637491912491891,0.9162719891647303,0.08182503489347626,0.0,0.0,0.3455124031388511,0.08760402713297007,0.120419473275182,0.9693618962201574,0.7741690465613692,0.8761789945827462,0.0,0.0,0.042514644466080026,0.7792710728023473,0.25000015258789005
85,0.9913935239318266,0.8027760048778662,0.9981090983560461,0.4879011453381501,0.0,0.0,0.6272881506122262,0.04806240680499133,0.22725985615866984,0.6413917989074016,0.813092695653008,0.98084679663294,0.0,0.0,0.7793109192282504,0.6811981335200492,0.5000001525878901
86,0.46123307975452044,0.11265091015308025,0.7220173898924681,0.47288659742479294,0.0,0.0,0.17866299145156628,0.5924046901797033,0.3715638694620323,0.9245660525552485,0.745189962067794,0.2625062112997048,0.0,0.0,0.2609220954794148,0.0318469013575703,0.7500001525878901
87,0.8419829199157329,0.9747706029787386,0.24481635193874104,0.3179645638177862,0.0,0.0,0.9717871776363839,0.1478077445012478,0.21957240226042457,0.40561772804677804,0.028157565614463805,0.050584141766345014,0.0,0.0,0.7428798470104618,0.486640026811096,0.7500001525878901
88,0.5726942197011863,0.8236809113832004,0.497595167374687,0.22332302963409287,0.0,0.0,0.13929416345170129,0.05917786599423034,0.14808169344832672,0.4676835681396553,0.37021839249115185,0.7702915395020643,0.0,0.0,0.5716138642175984,0.5836480442389371,0.7500001525878901
89,0.5260237017190726,0.50243406749355,0.29770817619691897,0.6364332863639338,0.0,0.0,0.7509437667894557,0.35165492385012476,0.23639435328106223,0.6692143656512729,0.6465037340046177,0.5037277109195043,0.0,0.0,0.8980154548685584,0.1849006115974237,0.5000001525878901
90,0.6522476465977166,0.5990092797176448,0.172086368728826,0.44754532076444586,0.0,0.0,0.4659151972878227,0.07932456153261103,0.8622752706918099,0.5413315643360336,0.6429849120190874,0.5736497687939414,0.0,0.0,0.9065666981339351,0.4122041238912212,1.00000015258789
91,0.18581737178908753,0.9172680787478581,0.4397423195626214,0.227850112322411,0.0,0.0,0.20159640544549318,0.792974719764044,0.08817591951648988,0.42116210327203657,0.919521101120748,0.27091491091398373,0.0,0.0,0.6764483473170112,0.8230109277011798,1.00000015258789
92,0.51506857278305,0.7974430286364314,0.0488736002661692,0.002281035978928999,0.0,0.0,0.9582372586651471,0.438761078457061,0.03351569949601611,0.6397508965558558,0.7587246291111601,0.9552343492140117,0.0,0.0,0.301055434803296,0.1479764499024987,0.5000001525878901
93,0.9571201674508505,0.7887012925837208,0.8012329418920241,0.6881252502363365,0.0,0.0,0.7914080906923473,0.8163183414278279,0.043303290730845094,0.1107983128202388,0.2880712075560385,0.6650584708089735,0.0,0.0,0.9408426803681971,0.5622797827786641,0.25000015258789005
94,0.4136376242371058,0.7120263662858277,0.6052587610972329,0.6469643226560362,0.0,0.0,0.7729992177025987,0.9238609816883974,0.12723540205264713,0.36827972345717075,0.27444217928587045,0.28143608928004504,0.0,0.0,0.27931578917787697,0.7554472977323663,1.00000015258789
95,0.6711798495578077,0.9309238910585412,0.09135005375498959,0.3094339752373737,0.0,0.0,0.19561154316675228,0.06738347923512411,0.8304218228244962,0.9997667388102306,0.03484855583034189,0.6898989221332192,0.0,0.0,0.2840624833282201,0.9671647209080731,0.25000015258789005
96,0.5581034018787372,0.8287361272480785,0.7277174497501906,0.9517137804336464,0.0,0.0,0.9543313940558072,0.17668776889192872,0.4458472373386841,0.9881157310929559,0.6731413802361279,0.1873023917052628,0.0,0.0,0.17835073858358794,0.2577128715093089,1.00000015258789
97,0.5911682486217703,0.5824988064644558,0.6216906618865037,0.9613302340714494,0.0,0.0,0.5965075260584961,0.6544203107140927,0.5586509384362692,0.4927593146072578,0.20942779491344174,0.36447004674875033,0.0,0.0,0.9631465457488259,0.4980507279049558,0.7500001525878901
98,0.25849774713806967,0.32674145859949144,0.7592432576838958,0.4169159366557009,0.0,0.0,0.966422418976851,0.9532864462813592,0.571513745179073,0.976100265758332,0.8208234816553345,0.2919208533596683,0.0,0.0,0.6653635978071227,0.7205157511606256,0.7500001525878901
99,0.154375161608631,0.7692413964894961,0.34796255697109757,0.3658298676441339,0.0,0.0,0.07211970808814056,0.32394971531802086,0.9809111728560952,0.17992989508968948,0.11650757871052168,0.4640283019212185,0.0,0.0,0.7723048207124243,0.1147152558944054,1.00000015258789
100,0.33978359102793165,0.20866176211680704,0.5180558694005768,0.11373900445907414,0.0,0.0,0.6548749924791807,0.9590907027893144,0.8161987847242436,0.31388344569275073,0.9037082344459801,0.3951626416277045,0.0,0.0,0.5193189910245452,0.2036547670936779,1.525878900565658e-07
101,0.010013862259664053,0.8792166546818307,0.9209357229062364,0.6579445350654772,0.0,0.0,0.26504000906009395,0.3436697907751803,0.5277353086448087,0.9602861036321826,0.040271308100203025,0.1381356307856355,0.0,0.0,0.7331261695051234,0.4562169030236343,0.7500001525878901
