split,kernel_surf_tens,mse_surf_tens,mapd_surf_tens
0,RBF,9.15356112332697,8.800750285107245
1,RBF,34.204824180416495,28.682605004808202
2,RBF,5.95677846560612,7.807839500461592
3,RBF,7.693365216782304,6.635395736688052
4,RBF,2.456940202425378,5.006233680345475
5,RBF,11.267260636824043,8.04398331675478
6,RBF,3.0231923813661394,5.620544733891865
7,RBF,2.065089133473117,5.081691122313157
8,RBF,3.2980715773574594,4.550334930549953
9,RBF,0.2551903586671859,1.2646845217132612
10,RBF,7.6930924761352015,11.28546733776746
11,RBF,1.4489497266318676,2.6207274265417597
12,RBF,14.571063370976981,11.175418429298222
13,RBF,0.43918413942749107,1.939705928319365
14,RBF,1.0322365589752693,2.2725575088428824
15,RBF,23.542313236007814,8.844768796173302
16,RBF,11.331792770731758,5.014741686198114
17,RBF,1.2070359098250645,2.812462684965707
18,RBF,4.454804912075406,2.8363741227707773
19,RBF,38.91908563610265,7.6090995616109245
20,RBF,3.3196522686891314,4.406934438631774
21,RBF,2.989275997477178,3.7532323221420567
22,RBF,22.88189442502054,8.15671260108051
23,RBF,0.3277156185547166,0.9440891720257093
24,RBF,0.10614088801054752,0.3975160133108039
