split,kernel_liq_density,mse_liq_density,mapd_liq_density
0,Matern32,0.15208373770431716,0.03674079111184889
1,Matern32,0.060140735925649266,0.02326383555311278
2,Matern32,0.011464416414973092,0.010294175571501198
3,Matern32,0.03301627330339468,0.017715041003032728
4,Matern32,0.7282929226985076,0.08441553229743129
5,Matern32,0.23048175230710463,0.045003176567138085
6,Matern32,0.06880634089827106,0.02473502873769063
7,Matern32,0.0011286698725838607,0.0032094223555187524
8,Matern32,0.05607416655140365,0.022926966890481244
9,Matern32,0.7607327296708817,0.0856592391501509
10,Matern32,0.24536913664567178,0.046774669950737355
11,Matern32,0.13582905728843397,0.03505693346063679
12,Matern32,0.07322905578117067,0.026100839274464688
13,Matern32,0.0005008576688583763,0.002190588384986811
14,Matern32,0.13811661762797592,0.03692049797392387
15,Matern32,0.0003062629800556983,0.001647521426680043
16,Matern32,0.027746064798789934,0.01577114406755936
17,Matern32,0.08826851406607532,0.02844514832439566
18,Matern32,0.05521036935100227,0.022766873603279517
19,Matern32,0.4110152855743373,0.06285999153534455
20,Matern32,0.051681746616996385,0.021509446766131025
21,Matern32,0.09852385115896262,0.029886735282464126
22,Matern32,0.35599597301944463,0.057499449124665016
23,Matern32,0.1449295682187792,0.03718262081815313
24,Matern32,0.03623447857211963,0.018833133941441482
25,Matern32,0.03945403652820108,0.018664417587214262
26,Matern32,0.09237318516111193,0.028722057737195432
27,Matern32,0.10084492027055977,0.03033250809497611
28,Matern32,0.040832852168783414,0.019523874947173763
29,Matern32,0.3399349071915776,0.056979932094680066
30,Matern32,2.097589260226259,0.13661570439435744
31,Matern32,2.023891946515135,0.13476628363632331
32,Matern32,2.0696896462026144,0.13797971277519036
33,Matern32,0.045004030486562714,0.02054705399291077
34,Matern32,0.8754599527700675,0.0915622900787412
35,Matern32,0.04684482617278216,0.02053607285919089
36,Matern32,0.018312408069236768,0.012919411125834727
37,Matern32,0.0010358988709429449,0.0031129847008801535
38,Matern32,0.0011808456193177631,0.0033680742932753627
39,Matern32,0.313676329745299,0.055636211565114405
40,Matern32,0.09060611975328502,0.02825870740549873
41,Matern32,0.022811065359204512,0.014269923084941542
42,Matern32,0.055758587009765465,0.022593459850339136
43,Matern32,0.08443143843369254,0.028175358306362183
44,Matern32,0.0768879439193873,0.027237800683520948
45,Matern32,0.049216792587905976,0.02082892927208724
46,Matern32,0.0033995119871306854,0.0055113835941464785
47,Matern32,0.06042557709221448,0.02356576221007794
48,Matern32,0.057866178980185624,0.02338935491911474
49,Matern32,0.3219506298555273,0.05599333667533679
50,Matern32,0.00875304899194548,0.008809790910972306
51,Matern32,0.012052481054326582,0.010392866284927223
52,Matern32,0.24403821357777836,0.047264796684935335
53,Matern32,0.1000583245593362,0.030624811072022636
54,Matern32,0.015005572749363547,0.011998286629879507
55,Matern32,0.13748110051991827,0.035149872785114035
56,Matern32,0.0006982191262968208,0.002518732613764338
57,Matern32,0.17125929453347774,0.0398884922659787
58,Matern32,0.07816297635912525,0.027275657614040973
59,Matern32,0.10872398812786226,0.032555075921596184
60,Matern32,2.54195293111435,0.15102978988132115
61,Matern32,2.857559839640802,0.16093955470445812
62,Matern32,3.3524376445050965,0.17529879753918548
63,Matern32,0.3059121459175693,0.0534409682011921
64,Matern32,0.013786981619772277,0.011445127395449575
65,Matern32,0.0013265501236352274,0.003431631396121567
66,Matern32,0.02325499842635003,0.0144524035665607
67,Matern32,0.018877576868484652,0.013184319378610086
68,Matern32,0.001526561163439204,0.0037966500457492195
69,Matern32,0.04277070415924025,0.02035624418707114
70,Matern32,0.09620833394425624,0.029451900881213758
71,Matern32,0.018241022452160454,0.012893055525953795
72,Matern32,2.4507438457579584e-05,0.00047799140228651653
73,Matern32,0.019412945962200733,0.013610821064071136
74,Matern32,0.36895972275086797,0.060064043901757666
75,Matern32,0.12005647045213443,0.032809894046259516
76,Matern32,0.050389113769888715,0.021352942969210965
77,Matern32,0.0016028131555436164,0.003840870450479634
78,Matern32,0.0003394125463613236,0.0017829453890515243
79,Matern32,0.002627862556579974,0.005005390935656588
80,Matern32,0.08282888561854201,0.027263742702313437
81,Matern32,0.07190197915300031,0.025500491538713435
82,Matern32,0.07609595793150412,0.02641693230666102
83,Matern32,0.029529531304942427,0.01658010348227218
84,Matern32,0.010211352022350881,0.009821574863097742
85,Matern32,0.004413617519134263,0.00626092847569524
86,Matern32,0.014317199415690285,0.011331207849606733
87,Matern32,0.09629716508468494,0.029672117068982994
88,Matern32,0.0001046469733033098,0.0009885059220788206
89,Matern32,0.18142264117815912,0.041606145007405636
90,Matern32,0.07247816949447206,0.025516367930383473
91,Matern32,0.006516342641352467,0.007678879445891415
92,Matern32,0.004021011095982673,0.006074368493571724
