split,kernel_liq_density,mse_liq_density,mapd_liq_density
93,Matern32,0.016347232876077335,0.012333340336015668
94,Matern32,0.44603054564921035,0.06486974913055073
95,Matern32,0.009796018438169397,0.009505508705734557
96,Matern32,0.029657964822211544,0.01659384226686526
97,Matern32,0.09271334489859438,0.029515497496463768
98,Matern32,0.02855157309330025,0.01648564734104312
99,Matern32,0.07916988328160557,0.027625563051019417
100,Matern32,0.034608401064098716,0.017678208813300275
101,Matern32,0.000394469706933518,0.0018960423111270641
102,Matern32,0.034675875243551715,0.01794275034715162
103,Matern32,0.00691043880020082,0.008088674565379046
104,Matern32,0.006604359774644461,0.007985643905033276
105,Matern32,0.06096951016764812,0.023289123020266186
106,Matern32,0.007645407515724925,0.00828653148746452
107,Matern32,0.003170337907499576,0.0053870275856034286
108,Matern32,0.0023390012996044826,0.0046731794061669885
109,Matern32,0.02207663106324953,0.014502193628710924
110,Matern32,0.18755305567121042,0.04090293894685001
111,Matern32,0.06932513491980147,0.024945555771433803
112,Matern32,0.0042120242793766164,0.006192546808759362
113,Matern32,0.03386005783450661,0.017687504050096208
114,Matern32,0.14164854279466346,0.03644311849589156
115,Matern32,0.014529572388103965,0.011402527843519656
116,Matern32,0.0019208481051248404,0.00416187650766848
117,Matern32,0.023949828307396816,0.014811364949429421
118,Matern32,0.11125272289821433,0.0321844831111037
119,Matern32,0.2699625889518799,0.05052332373167263
120,Matern32,0.039694965576742576,0.018956046632932662
121,Matern32,0.005146966254309984,0.0068473475741664775
122,Matern32,0.05637235328506278,0.022808274128473898
123,Matern32,0.11669223395845849,0.03304336924093926
124,Matern32,0.11296667245588281,0.03272211084702159
