,sigma_C1,sigma_H1,sigma_H2,sigma_O1,epsilon_C1,epsilon_H1,epsilon_H2,epsilon_O1,mapd_liq_density,mapd_surf_tens
20,0.38698572881031534,0.16002865353910026,0.0,0.31048699641717775,0.19737783949403745,0.03351512348931504,0.0,1.0342447755456285,0.28328850147817514,2.7362887409373435
21,0.38831611733485316,0.1600395520717175,0.0,0.3103334373307062,0.19567655595659234,0.06648808753801654,0.0,0.8595454916882399,0.4531135918854945,1.7746121547539442
