split,kernel_liq_density,mse_liq_density,mapd_liq_density
0,Matern32,41.36182381520727,0.5931355708034933
1,Matern32,9.947618043499585,0.27361819021037986
2,Matern32,10.452818402228564,0.2844224483193279
3,Matern32,46.426712869187895,0.6291301945234177
4,Matern32,8.19670169737157,0.2706225712837231
5,Matern32,91.63807425495627,0.8880256233912219
6,Matern32,16.027077435711814,0.36741522742906135
7,Matern32,69.43837987221386,0.8025701146857547
8,Matern32,39.4016383162548,0.5951482318884467
9,Matern32,112.10596968922898,0.9866810953923842
10,Matern32,2.0111151205142312,0.13195974194109628
11,Matern32,69.06359232299113,0.7848545518260487
12,Matern32,21.464690833655684,0.36735812725784756
13,Matern32,50.829554085755426,0.6701641066711567
14,Matern32,55.30934686119517,0.7188486606315522
15,Matern32,7.50212651704547,0.26289796618462896
16,Matern32,2.0315441774907903,0.13597418433378178
17,Matern32,53.83092662894778,0.7025084879138807
18,Matern32,156.35428139197967,1.1986384621368895
19,Matern32,107.40884213826936,1.0016032541783817
20,Matern32,49.130039351516494,0.6759726382819661
21,Matern32,58.313096451569244,0.7314374553008606
22,Matern32,155.05616072962533,1.1887393737666916
23,Matern32,37.02988175218911,0.5827649618896613
24,Matern32,29.050245060392534,0.5180610293880944
