molecule,mapd_liq_density,mapd_surf_tens,Type
Gly,0.18206249661992302,17.67793952234032,Optimized Set (GP)
Gly,0.4211037009714184,2.094062666140603,Best IFT Set (GP)
Gly,3.057063326281599,34.655017769013945,GAFF
