split,kernel_liq_density,mse_liq_density,mapd_liq_density,kernel_surf_tens,mse_surf_tens,mapd_surf_tens
0,RQ,3319.655501354471,7.516564777707539,RQ,3.828168082173649,8.643440547644596
1,RQ,20.42191592011868,0.4729558077382428,RQ,3.489637138875314,6.414088955128743
2,RQ,60.07168647342934,0.951754463392884,RQ,1.5094295393010813,3.2883268875867864
3,RQ,15.02535193899379,0.4790496952059407,RQ,0.4318000061809555,1.984267227615156
4,RQ,0.7285149974784682,0.0875607313492336,RQ,0.9605305855597626,2.116612070782401
5,RQ,1.896478052623581,0.1493013325966575,RQ,0.3741150404820834,2.236704476142378
6,RQ,0.5877510441406768,0.0932562472653508,RQ,0.1831433478262333,1.395837091456884
7,RQ,2.898071037478517,0.2161019412793123,RQ,0.8889308094363593,3.343460707489285
8,RQ,3.367477158793404,0.1937097903624866,RQ,0.7369952517354452,2.008450059663997
9,RQ,1.3927285420476203,0.1200172718814391,RQ,0.3575706955856852,1.4739240803172375
10,RQ,6.6697455928454,0.2817846482418586,RQ,0.5675658216005957,2.804680303676266
11,RQ,0.608684009654737,0.0969553071438155,RQ,0.2724033751307262,1.6428482577560597
12,RQ,5.274078337716728,0.2922411611045736,RQ,1.5816434904818364,3.622443135103782
13,RQ,19.896275914907918,0.3873983915831053,RQ,3.36482375903218,7.322570379178099
14,RQ,10.805865919119537,0.4133675672426938,RQ,1.4350278912643513,4.841583519787025
15,RQ,1.0291820945494632,0.1090968786091079,RQ,1.8913111008877568,4.497473040294864
16,RQ,5.546384974825583,0.2396863465949845,RQ,9.196682912879051,16.485647463024552
17,RQ,6.471538860697066,0.2578486617025011,RQ,1.001858246722589,4.747973465189658
18,RQ,1.492718324096215,0.1164151163660967,RQ,1.1443110021397065,2.789747415205591
19,RQ,1.4895612680547012,0.1415095384574976,RQ,0.9688092174777022,2.381054666650615
20,RQ,8.646377996974707,0.3696513749734278,RQ,1.8986931306944943,3.905743111502465
21,RQ,1.725054446709573,0.1387416583840138,RQ,2.725279315907398,5.28189483123977
22,RQ,33.50948314660471,0.6804055268193934,RQ,1.5907011373345683,5.773133256142048
23,RQ,296.62596822950945,2.1091333689824374,RQ,2.0914964943444856,5.774545894276441
24,RQ,6.212919834814151,0.3197406678869378,RQ,2.247162338963955,4.972460987443068
