split,kernel_surf_tens,mse_surf_tens,mapd_surf_tens
0,RQ,3.8281680821736486,8.643440547644596
1,RQ,3.489637138875314,6.414088955128743
2,RQ,1.5094295393010813,3.2883268875867864
3,RQ,0.43180000618095554,1.9842672276151558
4,RQ,0.9605305855597626,2.116612070782401
5,RQ,0.3741150404820834,2.236704476142378
6,RQ,0.18314334782623337,1.395837091456884
7,RQ,0.8889308094363593,3.343460707489285
8,RQ,0.7369952517354452,2.008450059663997
9,RQ,0.35757069558568527,1.4739240803172375
10,RQ,0.5675658216005957,2.8046803036762666
11,RQ,0.27240337513072627,1.6428482577560597
12,RQ,1.5816434904818364,3.622443135103782
13,RQ,3.3648237590321797,7.322570379178099
14,RQ,1.4350278912643513,4.841583519787025
15,RQ,1.8913111008877568,4.497473040294864
16,RQ,9.196682912879051,16.485647463024552
17,RQ,1.001858246722589,4.747973465189658
18,RQ,1.1443110021397063,2.789747415205591
19,RQ,0.9688092174777022,2.381054666650615
20,RQ,1.8986931306944945,3.9057431115024652
21,RQ,2.725279315907398,5.28189483123977
22,RQ,1.5907011373345683,5.773133256142048
23,RQ,2.0914964943444856,5.774545894276441
24,RQ,2.247162338963955,4.972460987443068
