split,kernel_liq_density,mse_liq_density,mapd_liq_density,kernel_surf_tens,mse_surf_tens,mapd_surf_tens
0,RQ,0.3829681006212944,0.069855423138189,RQ,0.4294973866407582,1.751577226205017
1,RQ,0.0368437243260219,0.0230800652115455,RQ,0.5672618543201146,2.4647360464720736
2,RQ,0.0380665643021777,0.0250641742119463,RQ,4.467285964426968,9.47960085817793
3,RQ,0.1468901770095689,0.0529171762864602,RQ,0.6993374874967563,4.566367557681857
4,RQ,2.524738717282647,0.2388133818352407,RQ,0.5732855649295647,6.124794113339445
5,RQ,0.2228760992897021,0.0532491821072645,RQ,0.1788160551691446,0.8320621673843388
6,RQ,0.0005193252999089,0.0027193773426958,RQ,0.0044456265251448,0.1555889210895829
7,RQ,0.0194750610135332,0.0177273452323219,RQ,0.5395100429612769,2.0947675225493665
8,RQ,0.1059959436362397,0.0445380161314533,RQ,9.504730863901454e-06,0.0118657627883392
9,RQ,1.3498229143289815,0.1747312168496607,RQ,2.921852154014177,10.212194277946208
10,RQ,2.937938067590536,0.1955567562638992,RQ,0.002151475681172,0.1028287718969139
11,RQ,0.1228833666601967,0.0421895054391462,RQ,0.2277249686359886,1.2619105979869425
12,RQ,0.002821854880246,0.0067553275204435,RQ,0.1425968707955547,1.1709728497173242
13,RQ,0.0044458224548971,0.009009090869615,RQ,0.1854737371048842,1.6848022324120218
14,RQ,0.097666812482826,0.0454278743912046,RQ,0.0250634939452388,0.7968438277607083
15,RQ,0.3650583030998934,0.0692026893847844,RQ,0.085603316311949,0.6162682613735736
16,RQ,0.0117945623455216,0.0131194409964488,RQ,0.1777109501005324,1.0613423852645676
17,RQ,0.1505276825539203,0.0495559072127357,RQ,0.590758333033266,2.296618153221957
18,RQ,0.1132350831915921,0.0458208331513637,RQ,0.1315578417771205,1.385530531291545
19,RQ,0.050512281123918,0.0330985855758132,RQ,0.0721913576605146,1.440370189751964
20,RQ,0.2505190603523549,0.0565803097391863,RQ,0.1799924114855074,0.961237450463336
21,RQ,0.0136109342523026,0.0139598239023928,RQ,1.9209894128554057,3.881699334937662
22,RQ,0.0649770282541627,0.0324889882826767,RQ,0.2784431864216906,1.7739194025871847
23,RQ,0.3762738077874598,0.0842781628007306,RQ,0.0034221697180343,0.2647129587578236
24,RQ,0.6653881924666488,0.1236714755000265,RQ,0.0303653344786408,1.197474705782598
25,RQ,0.0225310457261909,0.0170675773243436,RQ,0.2034347024591105,1.1891481753564148
26,RQ,0.0936304594554959,0.0368118346349463,RQ,0.6823449030576891,2.694538315540932
27,RQ,0.3326239405342437,0.0735662527962686,RQ,0.0032750926181098,0.2256921696257996
28,RQ,0.1490399538330313,0.0523912449174428,RQ,0.9739078075963888,4.679171456620933
29,RQ,0.0478724993509761,0.0317706976975864,RQ,2.093108817631943,9.69715965121059
30,RQ,0.2727816449564269,0.05939352258539,RQ,0.0339168725230635,0.3905924998881286
31,RQ,0.0007831293375756,0.0033626189048715,RQ,0.1509341862794667,0.9902794991439896
32,RQ,0.219837470918561,0.0598541080223291,RQ,0.3359184993591305,1.7766765667867497
33,RQ,0.0826645377670314,0.039399346871931,RQ,0.3046703185252141,2.3147111402663647
34,RQ,0.0110657236083208,0.0157976911808483,RQ,0.4349464119910491,3.8695491329376863
35,RQ,0.0484222064491403,0.0251494735954669,RQ,0.3907231983071514,1.4069869025061994
36,RQ,0.0327347446630194,0.0218570111269721,RQ,0.3710511756804047,1.6725624047634748
37,RQ,0.010913423349642,0.0133781688219216,RQ,1.518788733823804,4.2489884082539895
38,RQ,0.1120589759878911,0.0458235891458709,RQ,0.0010134974385225,0.1367679448793445
39,RQ,0.3024281101871188,0.0818514718443582,RQ,5.324749148094439,14.663301726150674
40,RQ,1.098194661084387,0.1185189509381105,RQ,0.4758259651840454,1.3760388503056555
41,RQ,0.2133176936784997,0.0550999145243161,RQ,0.018243940949815,0.3195561031288928
42,RQ,0.0696142963160336,0.0333780471525587,RQ,0.3932787883024864,1.7990972863227954
43,RQ,0.0013847512376059,0.0050392346353894,RQ,0.0101538146636716,0.381329533178018
44,RQ,0.2902759345427873,0.0794916973086043,RQ,0.1161514529547604,1.8606364925499783
45,RQ,0.7233469055009913,0.0966601703938094,RQ,1.0127258880628192,1.990098043794954
46,RQ,0.1960468034513748,0.053052511146457,RQ,0.7064757645990747,2.0392163269097003
47,RQ,0.0017140049283794,0.0052567176252214,RQ,0.1345654962987736,1.0597585133375822
48,RQ,0.5444668031406082,0.1002891628392263,RQ,0.0556963570079818,0.8995645373418366
49,RQ,2.5087853178814727,0.2341947745822357,RQ,0.1087978070902759,1.793791794800438
50,RQ,0.4608968293238811,0.0767589058597969,RQ,0.0004153346206228,0.0474805318738367
51,RQ,0.0786406243099006,0.0335196535255979,RQ,0.1442419111533794,1.0701680278278791
52,RQ,0.0017649582018507,0.0053296004280128,RQ,0.0521032611121435,0.7856088042110493
53,RQ,0.2747591916621942,0.07127440340115,RQ,0.6840128030707465,3.6026705407551165
54,RQ,3.1052986852265465,0.2618811966805459,RQ,0.0489577097400842,1.4127074498919696
55,RQ,1.0374815463779057,0.1154774694188827,RQ,0.6773773884567558,2.2810825112056574
56,RQ,0.183333925258581,0.0515459774379277,RQ,0.2831515835545962,1.861190319253286
57,RQ,0.1017661178107548,0.0408551530927026,RQ,0.05285736777111,0.9771148299198902
58,RQ,0.2614884946513533,0.0698939029834323,RQ,0.3855578733551844,3.294284340261188
59,RQ,0.191237632077953,0.0644927878158615,RQ,0.0015321382267451,0.2938320094428295
60,RQ,0.197135595600102,0.050723965722456,RQ,0.1435916536213616,0.8662962982777195
61,RQ,0.1140020326442395,0.0406405599506609,RQ,2.027330477995648,3.7569075937147582
62,RQ,9.885161623318242e-06,0.0003996211904677,RQ,0.0288258618747041,0.5454031104344514
63,RQ,0.2458181290676438,0.06688688657311,RQ,0.7669433883432928,3.3841604479766723
64,RQ,0.440153567624129,0.0960597155313821,RQ,1.2086746620699969,5.815117588552124
65,RQ,22.081103991568515,0.5430559416316773,RQ,2.2928881415583597,4.189618185794815
66,RQ,2.439152043286155,0.1900963498712253,RQ,3.859988137862075,7.162803061000816
67,RQ,0.516068303393293,0.0929303594291213,RQ,3.5830543318850374,8.248307121657936
68,RQ,0.0757101089677674,0.0378328227071353,RQ,0.8130958082295067,4.822667486251291
69,RQ,0.1433035772636392,0.0552795412468993,RQ,1.9214052987682924,10.494797805973745
70,RQ,0.9031388799055096,0.1073906160673971,RQ,2.963871122666215,5.109105420422446
71,RQ,0.4997705981880985,0.0844155138170514,RQ,1.7855297385305926,4.437409612276003
72,RQ,0.009018409384366,0.0120216418614745,RQ,0.0598071819869181,1.0261690529108978
73,RQ,0.0549259492962266,0.0315315920418631,RQ,2.628146305445404,9.22248371439232
74,RQ,0.5519258841443776,0.1070779913828611,RQ,1.3943524033488937,7.768752013226342
75,RQ,0.0088491485605099,0.0107616323631353,RQ,0.1707219521367248,0.9184340948368886
76,RQ,0.0157505941710867,0.0151412436748009,RQ,0.0010434253857106,0.0847953118481262
77,RQ,0.000428880715148,0.0026435629571042,RQ,0.4533811657153482,2.1129399277435583
78,RQ,0.0028979451516527,0.0073346472395979,RQ,0.0059558370462284,0.3120413625215695
79,RQ,0.0594121934056401,0.0360325063611992,RQ,0.3256135172090303,3.2095209784092056
80,RQ,1.0100128753446165,0.1127346285514372,RQ,0.406385979105291,2.03972720107507
81,RQ,0.6956174014304582,0.0991969604896319,RQ,1.8944458053964124,5.254324460371427
82,RQ,0.2514850227213412,0.0634131982288848,RQ,0.2813400447046482,2.565011952104284
83,RQ,0.2009274194490946,0.0604006798420815,RQ,0.0039927953161806,0.4063064085579732
84,RQ,6.235395277682738,0.361458365079681,RQ,0.7548527107219761,7.448753431581542
85,RQ,6.7824984434883975,0.2911681575609597,RQ,0.1153395505489218,1.0726507160070398
86,RQ,0.708971523166337,0.1003597479765869,RQ,0.4559603843804612,2.686262087406804
87,RQ,0.0079706093140589,0.0113618694726954,RQ,0.0094618197203019,0.4849953782960803
88,RQ,1.0870158629558049,0.1425860811991759,RQ,0.4193969233151399,4.40038199735069
89,RQ,8.238885677006552,0.4288473616196878,RQ,0.5160890945790129,6.647636080422989
90,RQ,0.4160499978587102,0.0731498256527343,RQ,2.361926079083085,3.5381140499913406
91,RQ,0.0011878724006483,0.0041190813920207,RQ,0.1712973627814913,1.1495636671648708
92,RQ,0.0125442209857573,0.014137357909447,RQ,0.7738029514053755,2.9279178216984456
93,RQ,0.1301841105442167,0.0484309530869617,RQ,0.0018885815522351,0.1858176042920001
94,RQ,0.0169637647827577,0.0188239435527451,RQ,0.003132421384097,0.3208330311482222
95,RQ,0.8052534655419694,0.1013217141235852,RQ,4.380020329422808,5.797311689573586
96,RQ,0.0015952294595556,0.0047764074007095,RQ,0.0671665993526302,0.9271263702420802
97,RQ,0.5868587252969772,0.0972117873243023,RQ,0.1241729654844364,1.5560582807119887
