split,kernel_liq_density,mse_liq_density,mapd_liq_density
0,RQ,0.38296810062129444,0.06985542313818904
1,RQ,0.03684372432602199,0.02308006521154553
2,RQ,0.038066564302177794,0.02506417421194635
3,RQ,0.14689017700956897,0.052917176286460206
4,RQ,2.524738717282647,0.23881338183524078
5,RQ,0.2228760992897021,0.05324918210726457
6,RQ,0.0005193252999089244,0.0027193773426958416
7,RQ,0.019475061013533267,0.01772734523232198
8,RQ,0.10599594363623978,0.04453801613145335
9,RQ,1.3498229143289817,0.17473121684966078
10,RQ,2.937938067590536,0.19555675626389923
11,RQ,0.12288336666019675,0.04218950543914627
12,RQ,0.002821854880246005,0.006755327520443538
13,RQ,0.004445822454897174,0.009009090869615051
14,RQ,0.09766681248282602,0.0454278743912046
15,RQ,0.3650583030998934,0.06920268938478442
16,RQ,0.011794562345521698,0.01311944099644886
17,RQ,0.15052768255392032,0.04955590721273576
18,RQ,0.11323508319159212,0.04582083315136375
19,RQ,0.05051228112391808,0.03309858557581329
20,RQ,0.2505190603523549,0.05658030973918636
21,RQ,0.01361093425230266,0.013959823902392844
22,RQ,0.06497702825416274,0.032488988282676746
23,RQ,0.37627380778745984,0.0842781628007306
24,RQ,0.6653881924666488,0.12367147550002659
25,RQ,0.0225310457261909,0.017067577324343695
26,RQ,0.09363045945549595,0.03681183463494631
27,RQ,0.33262394053424377,0.07356625279626865
28,RQ,0.1490399538330313,0.0523912449174428
29,RQ,0.04787249935097617,0.03177069769758646
30,RQ,0.2727816449564269,0.059393522585390025
31,RQ,0.0007831293375756638,0.003362618904871593
32,RQ,0.21983747091856107,0.05985410802232912
33,RQ,0.08266453776703142,0.03939934687193102
34,RQ,0.011065723608320865,0.015797691180848398
35,RQ,0.04842220644914033,0.02514947359546692
36,RQ,0.032734744663019406,0.021857011126972175
37,RQ,0.01091342334964205,0.01337816882192161
38,RQ,0.11205897598789111,0.045823589145870904
39,RQ,0.3024281101871188,0.0818514718443582
40,RQ,1.098194661084387,0.11851895093811052
41,RQ,0.2133176936784997,0.055099914524316104
42,RQ,0.0696142963160336,0.03337804715255878
43,RQ,0.0013847512376059506,0.005039234635389456
44,RQ,0.29027593454278733,0.0794916973086043
45,RQ,0.7233469055009913,0.09666017039380943
46,RQ,0.19604680345137482,0.05305251114645708
47,RQ,0.0017140049283794006,0.005256717625221437
48,RQ,0.5444668031406082,0.10028916283922634
49,RQ,2.5087853178814727,0.2341947745822357
50,RQ,0.4608968293238811,0.07675890585979697
51,RQ,0.07864062430990063,0.03351965352559795
52,RQ,0.0017649582018507263,0.005329600428012889
53,RQ,0.2747591916621942,0.07127440340115002
54,RQ,3.1052986852265465,0.26188119668054594
55,RQ,1.0374815463779055,0.11547746941888279
56,RQ,0.18333392525858103,0.05154597743792775
57,RQ,0.10176611781075486,0.040855153092702656
58,RQ,0.2614884946513533,0.0698939029834323
59,RQ,0.19123763207795308,0.0644927878158615
60,RQ,0.19713559560010208,0.050723965722456084
61,RQ,0.11400203264423953,0.040640559950660946
62,RQ,9.885161623318242e-06,0.0003996211904677788
63,RQ,0.24581812906764383,0.06688688657311001
64,RQ,0.440153567624129,0.09605971553138212
65,RQ,22.081103991568515,0.5430559416316773
66,RQ,2.439152043286155,0.19009634987122537
67,RQ,0.516068303393293,0.09293035942912131
68,RQ,0.07571010896776742,0.03783282270713533
69,RQ,0.1433035772636392,0.055279541246899315
70,RQ,0.9031388799055097,0.1073906160673971
71,RQ,0.4997705981880985,0.08441551381705145
72,RQ,0.009018409384366044,0.012021641861474577
73,RQ,0.05492594929622669,0.031531592041863135
74,RQ,0.5519258841443776,0.10707799138286113
75,RQ,0.008849148560509956,0.010761632363135338
76,RQ,0.015750594171086797,0.015141243674800983
77,RQ,0.00042888071514802524,0.0026435629571042217
78,RQ,0.002897945151652727,0.007334647239597914
79,RQ,0.05941219340564014,0.03603250636119927
80,RQ,1.0100128753446165,0.11273462855143726
81,RQ,0.6956174014304582,0.09919696048963197
82,RQ,0.2514850227213412,0.06341319822888486
